Cluster_ID	Gene
0	AMER1
0	ANKRD11
0	AR
0	ARID1A
0	ARID1B
0	ATM
0	AXIN1
0	BCOR
0	BRAF
0	BRCA1
0	BRCA2
0	CARM1
0	CDK12
0	CSF1R
0	DNMT1
0	DOT1L
0	EP300
0	ERBB2
0	ERF
0	ERG
0	FAT1
0	FLT1
0	FLT3
0	FOXA1
0	FOXO1
0	GNA11
0	GNAS
0	IL7R
0	INPP4A
0	INPPL1
0	INSR
0	JAK2
0	KDM5C
0	KMT2C
0	KMT2D
0	LATS1
0	LATS2
0	MGA
0	NFKBIA
0	NKX2-1
0	NOTCH1
0	NOTCH2
0	NOTCH3
0	NTRK3
0	PALB2
0	PIK3CA
0	PIK3CD
0	POLD1
0	PREX2
0	PTPRD
0	PTPRT
0	RARA
0	RB1
0	RBM10
0	RET
0	RICTOR
0	RPTOR
0	RTEL1
0	SDHA
0	SETD2
0	SMARCA4
0	SND1
0	SRC
0	TERT
0	TET1
0	TRIP13
0	TSC2
0	ZFHX3
1	AGO2
1	CCND2
1	CDKN1B
1	ELF3
1	ETV6
1	FLCN
1	KDM5A
1	MYC
1	NBN
1	RAD21
1	RAD52
1	RECQL4
2	CDKN2A
2	CDKN2Ap14ARF
2	CDKN2Ap16INK4A
2	CDKN2B
2	CRLF2
2	HIST1H3C
2	MTAP
2	RYBP
2	STAG2
2	TEK
2	XIAP
3	JAK3
3	KDM6A
3	KRAS
3	PTPRS
3	RNF43
3	SMAD4
3	TGFBR2
3	TP53
4	AKT2
4	ARID5B
4	AXL
4	CCNE1
4	CEBPA
4	ERCC2
4	KMT2B
4	PAX5
5	CCND1
5	FGF19
5	FGF3
5	FGF4
5	MCL1
6	BCL2
6	MALT1
6	PIK3C3
6	PMAIP1
6	SMAD2
7	HIST1H2BD
7	HIST1H3D
7	HIST1H3E
7	HIST1H3F
7	HIST1H3G
8	CDK4
8	ERBB3
8	GLI1
9	CRKL
9	LZTR1
9	MAPK1
10	FGFR1
10	NSD3
10	WHSC1L1
11	H3F3C
11	PIK3C2G
11	RECQL
12	BRIP1
12	PPM1D
13	CCND3
13	VEGFA
14	CSF3R
14	STK40
15	CTNNB1
15	ROS1
16	EIF1AX
16	ZRSR2
17	FGFR3
17	WHSC1
18	NOTCH4
18	STK19
