Cluster_ID	N_Nodes	N_Edges	N_Components	Density	Avg_Degree	Avg_Clustering	Transitivity	Diameter_LCC	Avg_Edge_Weight
0	6	14	1	0.933	4.67	0.452	0.923	2	9.79
1	3	2	1	0.667	1.33	0.0	0.0	2	3.0
2	2	1	1	1.0	1.0	0.0	0.0	1	3.0
3	2	1	1	1.0	1.0	0.0	0.0	1	3.0
4	2	1	1	1.0	1.0	0.0	0.0	1	3.0
5	2	1	1	1.0	1.0	0.0	0.0	1	4.0
6	2	1	1	1.0	1.0	0.0	0.0	1	3.0
7	2	1	1	1.0	1.0	0.0	0.0	1	4.0
8	2	1	1	1.0	1.0	0.0	0.0	1	16.0
9	2	1	1	1.0	1.0	0.0	0.0	1	3.0
10	2	1	1	1.0	1.0	0.0	0.0	1	3.0
11	2	1	1	1.0	1.0	0.0	0.0	1	3.0
