Cluster_ID	Gene
0	AMER1
0	ATR
0	B2M
0	BABAM1
0	BRCA1
0	BRD4
0	CSDE1
0	CYLD
0	DIS3
0	DNMT3A
0	EPAS1
0	EPHB1
0	ERBB4
0	ERCC3
0	ESR1
0	FAM175A
0	FGF19
0	FGF3
0	FGFR3
0	FLT1
0	FLT4
0	HGF
0	IDH1
0	INPPL1
0	IRS1
0	KDM6A
0	KMT2C
0	MAP2K4
0	MAP3K1
0	MDC1
0	MLL2
0	MTOR
0	NCOR1
0	NEGR1
0	NF1
0	NOTCH2
0	NSD1
0	NUF2
0	PAK7
0	PARK2
0	PDGFRB
0	PGR
0	PRKD1
0	PTPRD
0	RB1
0	RECQL4
0	SF3B1
0	SLX4
0	TNFAIP3
0	TP53
0	XPO1
1	ALK
1	AR
1	AXIN2
1	BAP1
1	BARD1
1	BRAF
1	CCND2
1	CDK12
1	DROSHA
1	EP300
1	FAT1
1	FGFR4
1	FH
1	GATA3
1	HIST1H1C
1	INHBA
1	JAK3
1	KDM5C
1	KLF4
1	KMT2B
1	MED12
1	MET
1	MLH1
1	MLL3
1	MSH2
1	MSH3
1	MYCN
1	NBN
1	NOTCH3
1	PHOX2B
1	PLCG2
1	PMS1
1	PRDM1
1	PTEN
1	PTPRT
1	ROS1
1	RPTOR
1	SH2B3
1	SMO
1	SOX9
1	SPEN
1	TERT
1	TP63
1	XRCC2
2	APC
2	AXL
2	BRCA2
2	CDKN2A
2	CREBBP
2	CTCF
2	CXCR4
2	DDR2
2	DICER1
2	DOT1L
2	EGFR
2	ERBB3
2	FGF4
2	FGFR2
2	GATA1
2	GRIN2A
2	HLA-A
2	HNF1A
2	IL7R
2	JAK2
2	KDR
2	KEAP1
2	KIT
2	LATS2
2	MEN1
2	PDCD1
2	PIK3C3
2	PIK3R2
2	PRDM14
2	PTCH1
2	SCG5
2	SMARCA4
2	SMYD3
2	SPRED1
2	STAG2
2	STK11
2	TBX3
2	TSC1
2	TSC2
2	UPF1
3	ARID1A
3	ARID1B
3	ARID2
3	ASXL1
3	ATM
3	AXIN1
3	BLM
3	CUL3
3	DNMT3B
3	EPHA3
3	ERCC2
3	ERCC5
3	ERRFI1
3	FANCA
3	FOXO1
3	FUBP1
3	GSK3B
3	INPP4B
3	LATS1
3	MALT1
3	MGA
3	MSH6
3	NF2
3	NTRK2
3	NTRK3
3	PIK3CA
3	PIK3CG
3	PIK3R1
3	POLE
3	PPM1D
3	PTPRS
3	REL
3	SETD2
3	SOX17
3	TCF3
3	TET2
3	TSHR
3	WT1
3	YAP1
4	BCL6
4	BRIP1
4	BTK
4	CBL
4	CSF1R
4	EPHA5
4	EPHA7
4	EZH1
4	FOXA1
4	FOXP1
4	MLL
4	MRE11A
4	MST1R
4	NKX3-1
4	NOTCH1
4	NOTCH4
4	NTRK1
4	PBRM1
4	PDGFRA
4	PIM1
4	PREX2
4	RAD50
4	RICTOR
4	TEK
4	TGFBR1
4	ZFHX3
5	ANKRD11
5	ARID5B
5	ATRX
5	CARD11
5	CIC
5	ETV1
5	ETV6
5	FBXW7
5	FLCN
5	IKZF1
5	IL10
5	IRS2
5	KMT2D
5	NCOA3
5	NRAS
5	PAK1
5	PARP1
5	PIK3C2G
5	PLK2
5	POLD1
5	PPP2R1A
5	RET
5	SMAD4
5	TET1
5	TGFBR2
6	ASXL2
6	BCOR
6	CHEK2
6	CTNNB1
6	DAXX
6	DNMT1
6	FLT3
6	GLI1
6	KDM5A
6	KMT2A
6	NFE2L2
6	PALB2
6	RASA1
6	RBM10
6	SDHB
6	U2AF1
6	XIAP
