Cluster_ID	Gene	Degree_Centrality	Betweenness_Centrality	Closeness_Centrality
0	KRAS	1.0	0.9643	1.0
0	FLCN	0.25	0.0	0.5714
0	AMER1	0.25	0.0	0.5714
0	BAP1	0.125	0.0	0.5333
0	MSH3	0.125	0.0	0.5333
0	RAD54L	0.125	0.0	0.5333
0	STAT3	0.125	0.0	0.5333
0	CDKN1B	0.125	0.0	0.5333
0	MYD88	0.125	0.0	0.5333
