Cluster_ID	Gene	Degree_Centrality	Betweenness_Centrality	Closeness_Centrality
0	KMT2C	1.0	0.2694	1.0
0	KMT2D	0.7778	0.1343	0.8182
0	ATRX	0.6667	0.0519	0.75
0	EP300	0.6667	0.0741	0.75
0	MED12	0.5556	0.0148	0.6923
0	KMT2B	0.4444	0.0	0.6429
0	PTPRD	0.4444	0.0056	0.6429
0	RAD54L	0.4444	0.0056	0.6429
0	MSH3	0.3333	0.0	0.6
0	MYOD1	0.2222	0.0	0.5625
1	KRAS	1.0	0.7381	1.0
1	CTNNB1	0.4286	0.0238	0.6364
1	FLCN	0.4286	0.0238	0.6364
1	PIK3CA	0.4286	0.0238	0.6364
1	AMER1	0.2857	0.0	0.5833
1	CDKN1B	0.2857	0.0	0.5833
1	MYD88	0.1429	0.0	0.5385
1	STAT3	0.1429	0.0	0.5385
2	SMAD2	1.0	1.0	1.0
2	BAP1	0.5	0.0	0.6667
2	SMAD3	0.5	0.0	0.6667
