Cluster_ID	Gene	Degree_Centrality	Betweenness_Centrality	Closeness_Centrality
0	KMT2D	0.5641	0.4198	0.65
0	SMARCA4	0.5128	0.2021	0.6393
0	EPHB1	0.3077	0.0738	0.527
0	FAT1	0.3077	0.0653	0.5417
0	JAK2	0.2564	0.0201	0.52
0	MED12	0.2564	0.0868	0.527
0	EPHA5	0.2308	0.0774	0.5065
0	POLE	0.2308	0.0277	0.5132
0	IRS1	0.2051	0.0162	0.5
0	KMT2A	0.2051	0.0092	0.4483
0	KMT2C	0.2051	0.017	0.5132
0	B2M	0.1795	0.053	0.5
0	EGFR	0.1538	0.0055	0.4699
0	ERBB4	0.1538	0.0198	0.4382
0	FLT4	0.1538	0.0513	0.4699
0	KMT2B	0.1538	0.1016	0.4382
0	ABL1	0.1282	0.0195	0.4105
0	PIK3R1	0.1282	0.0224	0.4483
0	RPS6KA4	0.1282	0.0	0.4194
0	SMAD2	0.1282	0.0603	0.3861
0	ARID1B	0.1026	0.061	0.4194
0	LATS2	0.1026	0.0037	0.4643
0	NTRK3	0.1026	0.0046	0.4643
0	IKBKE	0.0769	0.0	0.4062
0	INPP4B	0.0769	0.0048	0.3786
0	TERT	0.0769	0.0	0.4194
0	BAP1	0.0513	0.004	0.3679
0	ERBB3	0.0513	0.0	0.3421
0	IKZF1	0.0513	0.0513	0.312
0	ROS1	0.0513	0.0062	0.4105
0	AGO2	0.0256	0.0	0.3391
0	ALOX12B	0.0256	0.0	0.398
0	ARAF	0.0256	0.0	0.398
0	BCL10	0.0256	0.0	0.398
0	CARD11	0.0256	0.0	0.2393
0	FGFR2	0.0256	0.0	0.3223
0	JAK1	0.0256	0.0	0.398
0	MSH6	0.0256	0.0	0.398
0	SMAD3	0.0256	0.0	0.2806
0	TSC2	0.0256	0.0	0.2977
1	ZFHX3	0.697	0.2249	0.7333
1	BCOR	0.6364	0.1687	0.7021
1	PTPRS	0.4848	0.1103	0.6346
1	MAP3K1	0.4545	0.05	0.6226
1	POLD1	0.3939	0.0161	0.5323
1	PTPRT	0.3939	0.1252	0.6
1	SPEN	0.3636	0.0095	0.5238
1	PAK7	0.3333	0.0185	0.5156
1	STAG2	0.303	0.0094	0.5077
1	ARID1A	0.2727	0.1073	0.541
1	INHBA	0.2727	0.0993	0.55
1	KDM5A	0.2727	0.123	0.5593
1	FGFR1	0.2424	0.0	0.4925
1	SLX4	0.2424	0.0023	0.4925
1	BLM	0.2121	0.0	0.4783
1	BRCA2	0.2121	0.0009	0.5323
1	NOTCH2	0.2121	0.0	0.4783
1	RFWD2	0.2121	0.0	0.4783
1	CTNNB1	0.1818	0.0062	0.4925
1	TCF7L2	0.1818	0.0096	0.4853
1	INPPL1	0.1515	0.0	0.4714
1	FLCN	0.1212	0.0023	0.4714
1	RAD54L	0.1212	0.0633	0.4286
1	EPHA7	0.0909	0.001	0.4521
1	NF1	0.0909	0.0009	0.4648
1	SOX17	0.0909	0.001	0.4648
1	MYOD1	0.0606	0.0606	0.3708
1	PIK3CG	0.0606	0.0	0.3929
1	SESN1	0.0606	0.0	0.4583
1	CTCF	0.0303	0.0	0.3548
1	HLA-B	0.0303	0.0	0.3587
1	RET	0.0303	0.0	0.2727
1	TGFBR2	0.0303	0.0	0.3929
1	TP53	0.0303	0.0	0.3028
2	PIK3CA	0.4783	0.7549	0.5227
2	ATM	0.2174	0.1561	0.3286
2	FBXW7	0.2174	0.3123	0.3898
2	TP53BP1	0.1739	0.2154	0.3651
2	AMER1	0.1304	0.17	0.371
2	PTPRD	0.087	0.0909	0.3286
2	RBM10	0.087	0.2451	0.4182
2	SOX9	0.087	0.253	0.4259
2	TBX3	0.087	0.0	0.2949
2	TCF3	0.087	0.0	0.2949
2	ANKRD11	0.0435	0.0	0.3485
2	APC	0.0435	0.0	0.3485
2	BARD1	0.0435	0.0	0.3485
2	BRD4	0.0435	0.0	0.284
2	CDK8	0.0435	0.0	0.3485
2	ESR1	0.0435	0.0	0.2738
2	FUBP1	0.0435	0.0	0.3485
2	GNAS	0.0435	0.0	0.284
2	MDC1	0.0435	0.0	0.3485
2	MTOR	0.0435	0.0	0.25
2	NBN	0.0435	0.0	0.3485
2	NCOA3	0.0435	0.0	0.2738
2	PDGFRB	0.0435	0.0	0.284
2	WWTR1	0.0435	0.0	0.3485
3	EP300	0.8636	0.0877	0.88
3	PTEN	0.8636	0.1887	0.88
3	AR	0.7727	0.039	0.8148
3	ARID2	0.7727	0.0245	0.8148
3	ATRX	0.7727	0.0113	0.8148
3	ERCC3	0.7727	0.0113	0.8148
3	IGF1R	0.7727	0.0909	0.8148
3	NOTCH4	0.7727	0.0245	0.8148
3	TET1	0.7727	0.0113	0.8148
3	CREBBP	0.7273	0.0	0.7857
3	ETV1	0.7273	0.0	0.7857
3	INPP4A	0.7273	0.0	0.7857
3	NOTCH1	0.7273	0.0	0.7857
3	PLCG2	0.7273	0.0	0.7857
3	RICTOR	0.7273	0.0	0.7857
3	RPTOR	0.7273	0.0	0.7857
3	TSC1	0.7273	0.0	0.7857
3	PRKD1	0.2273	0.0	0.55
3	FLT3	0.1364	0.0	0.5
3	PIK3C2G	0.0909	0.0	0.4889
3	CDH1	0.0455	0.0	0.4583
3	FGF19	0.0455	0.0	0.4783
3	NRAS	0.0455	0.0	0.4783
4	SMAD4	0.6111	0.6721	0.6429
4	RAD50	0.3333	0.2233	0.5806
4	ASXL2	0.2778	0.2157	0.4615
4	SETD2	0.2778	0.1678	0.4737
4	DNMT3A	0.2222	0.1133	0.5455
4	CASP8	0.1667	0.0305	0.4865
4	PIK3CD	0.1667	0.146	0.5
4	GRIN2A	0.1111	0.0	0.4091
4	MGA	0.1111	0.0	0.383
4	PGR	0.1111	0.0	0.4091
4	ATR	0.0556	0.0	0.4
4	CYLD	0.0556	0.0	0.4
4	ERBB2	0.0556	0.0	0.3214
4	FOXP1	0.0556	0.0	0.4
4	KDM5C	0.0556	0.0	0.4
4	MITF	0.0556	0.0	0.3214
4	MSH3	0.0556	0.0	0.3273
4	PAX5	0.0556	0.0	0.3396
4	PMS2	0.0556	0.0	0.4
5	NOTCH3	0.7692	0.8846	0.7647
5	CIC	0.3077	0.1538	0.52
5	GLI1	0.2308	0.0	0.5
5	RNF43	0.2308	0.0	0.5
5	DOT1L	0.1538	0.2821	0.52
5	KDR	0.1538	0.1538	0.3714
5	AXIN2	0.0769	0.0	0.4483
5	HLA-A	0.0769	0.0	0.3514
5	NSD1	0.0769	0.0	0.4483
5	NTRK1	0.0769	0.0	0.4483
5	PDCD1	0.0769	0.0	0.4483
5	PREX2	0.0769	0.0	0.2766
5	RASA1	0.0769	0.0	0.4483
5	RUNX1	0.0769	0.0	0.4483
