Cluster_ID	Gene
0	ALK
0	APC
0	AXIN2
0	BRCA2
0	CUL3
0	DIS3
0	ERCC2
0	FGF19
0	FGFR4
0	KDM5C
0	MED12
0	MGA
0	MST1R
0	NCOR1
0	NEGR1
0	NF1
0	NSD1
0	NTRK3
0	PAK1
0	PDGFRB
0	POLE
0	PPM1D
0	RB1
0	TP53
1	AXL
1	CDKN2A
1	CREBBP
1	CTCF
1	DNMT3B
1	ERBB3
1	FYN
1	KEAP1
1	MEN1
1	MSH3
1	NBN
1	NOTCH1
1	PALB2
1	SF3B1
1	SMARCA4
1	SMYD3
1	SPRED1
1	STK11
1	TSC2
1	UPF1
2	BRAF
2	EP300
2	ERBB4
2	GRIN2A
2	KMT2D
2	LATS1
2	MET
2	NOTCH3
2	PIK3CA
2	ROS1
2	SETD2
2	SMO
2	TBX3
2	TERT
2	TP63
2	TSHR
2	ZFHX3
3	BARD1
3	BCOR
3	FANCA
3	FAT1
3	FLT3
3	INHBA
3	KMT2B
3	MLL3
3	NTRK1
3	NTRK2
3	PBRM1
3	PIK3C2G
3	PRDM1
3	PRDM14
3	PTPRT
3	SH2B3
3	STAG2
4	ATRX
4	CIC
4	CSF1R
4	DNMT3A
4	ETV1
4	ETV6
4	IKZF1
4	IRS2
4	NOTCH4
4	PDCD1
4	RBM10
4	RET
4	TET1
4	TGFBR2
4	U2AF1
5	ATR
5	EPHA3
5	EPHA5
5	EPHB1
5	FLT1
5	FLT4
5	HGF
5	INPP4B
5	KMT2C
5	NUF2
5	PDGFRA
5	PTPRD
5	SLX4
5	TNFAIP3
6	AMER1
6	ARID1A
6	BRIP1
6	KDR
6	KLF4
6	PIK3CG
6	WT1
7	DOT1L
7	MDC1
7	PIK3C3
7	PREX2
7	SMAD4
8	ATM
8	PAK7
8	RPTOR
