Gene_A	Gene_B	Co_Occurrence_Count	Only_KRAS	Only_Gene_B	Neither	P_Value	Log2OR	P_Adj
KRAS	ABL1	5	581	0	0	1.0		1.0
KRAS	ACVR1	2	584	0	0	1.0		1.0
KRAS	AGO2	4	582	0	0	1.0		1.0
KRAS	AKT1	2	584	0	0	1.0		1.0
KRAS	AKT2	2	584	0	0	1.0		1.0
KRAS	AKT3	12	574	0	0	1.0		1.0
KRAS	ALB	1	585	0	0	1.0		1.0
KRAS	ALK	27	559	0	0	1.0		1.0
KRAS	ALOX12B	4	582	0	0	1.0		1.0
KRAS	AMER1	30	556	0	0	1.0		1.0
KRAS	ANKRD11	11	575	0	0	1.0		1.0
KRAS	APC	34	552	0	0	1.0		1.0
KRAS	AR	12	574	0	0	1.0		1.0
KRAS	ARAF	3	583	0	0	1.0		1.0
KRAS	ARHGAP35	6	580	0	0	1.0		1.0
KRAS	ARID1A	51	535	0	0	1.0		1.0
KRAS	ARID1B	12	574	0	0	1.0		1.0
KRAS	ARID2	26	560	0	0	1.0		1.0
KRAS	ARID5B	12	574	0	0	1.0		1.0
KRAS	ASXL1	16	570	0	0	1.0		1.0
KRAS	ASXL2	18	568	0	0	1.0		1.0
KRAS	ATM	71	515	0	0	1.0		1.0
KRAS	ATR	27	559	0	0	1.0		1.0
KRAS	ATRX	36	550	0	0	1.0		1.0
KRAS	AURKA	2	584	0	0	1.0		1.0
KRAS	AURKB	1	585	0	0	1.0		1.0
KRAS	AXIN1	10	576	0	0	1.0		1.0
KRAS	AXIN2	14	572	0	0	1.0		1.0
KRAS	AXL	6	580	0	0	1.0		1.0
KRAS	B2M	7	579	0	0	1.0		1.0
KRAS	BABAM1	4	582	0	0	1.0		1.0
KRAS	BAP1	9	577	0	0	1.0		1.0
KRAS	BARD1	16	570	0	0	1.0		1.0
KRAS	BBC3	1	585	0	0	1.0		1.0
KRAS	BCL10	1	585	0	0	1.0		1.0
KRAS	BCL2L1	1	585	0	0	1.0		1.0
KRAS	BCL2L11	2	584	0	0	1.0		1.0
KRAS	BCL6	7	579	0	0	1.0		1.0
KRAS	BCOR	27	559	0	0	1.0		1.0
KRAS	BIRC3	3	583	0	0	1.0		1.0
KRAS	BLM	6	580	0	0	1.0		1.0
KRAS	BMPR1A	3	583	0	0	1.0		1.0
KRAS	BRAF	21	565	0	0	1.0		1.0
KRAS	BRCA1	17	569	0	0	1.0		1.0
KRAS	BRCA2	21	565	0	0	1.0		1.0
KRAS	BRD4	7	579	0	0	1.0		1.0
KRAS	BRIP1	14	572	0	0	1.0		1.0
KRAS	BTK	13	573	0	0	1.0		1.0
KRAS	CALR	3	583	0	0	1.0		1.0
KRAS	CARD11	22	564	0	0	1.0		1.0
KRAS	CARM1	1	585	0	0	1.0		1.0
KRAS	CASP8	2	584	0	0	1.0		1.0
KRAS	CBL	8	578	0	0	1.0		1.0
KRAS	CCND1	1	585	0	0	1.0		1.0
KRAS	CCND2	5	581	0	0	1.0		1.0
KRAS	CCND3	2	584	0	0	1.0		1.0
KRAS	CCNE1	8	578	0	0	1.0		1.0
KRAS	CD276	3	583	0	0	1.0		1.0
KRAS	CD79B	4	582	0	0	1.0		1.0
KRAS	CDC73	6	580	0	0	1.0		1.0
KRAS	CDH1	5	581	0	0	1.0		1.0
KRAS	CDK12	7	579	0	0	1.0		1.0
KRAS	CDK4	2	584	0	0	1.0		1.0
KRAS	CDK6	2	584	0	0	1.0		1.0
KRAS	CDK8	2	584	0	0	1.0		1.0
KRAS	CDKN1A	1	585	0	0	1.0		1.0
KRAS	CDKN1B	2	584	0	0	1.0		1.0
KRAS	CDKN2A	38	548	0	0	1.0		1.0
KRAS	CDKN2C	1	585	0	0	1.0		1.0
KRAS	CEBPA	5	581	0	0	1.0		1.0
KRAS	CENPA	1	585	0	0	1.0		1.0
KRAS	CHEK1	1	585	0	0	1.0		1.0
KRAS	CHEK2	13	573	0	0	1.0		1.0
KRAS	CIC	17	569	0	0	1.0		1.0
KRAS	CREBBP	22	564	0	0	1.0		1.0
KRAS	CRLF2	4	582	0	0	1.0		1.0
KRAS	CSDE1	9	577	0	0	1.0		1.0
KRAS	CSF1R	15	571	0	0	1.0		1.0
KRAS	CSF3R	2	584	0	0	1.0		1.0
KRAS	CTCF	7	579	0	0	1.0		1.0
KRAS	CTLA4	2	584	0	0	1.0		1.0
KRAS	CTNNB1	11	575	0	0	1.0		1.0
KRAS	CTR9	1	585	0	0	1.0		1.0
KRAS	CUL3	15	571	0	0	1.0		1.0
KRAS	CXCR4	6	580	0	0	1.0		1.0
KRAS	CYLD	4	582	0	0	1.0		1.0
KRAS	CYP19A1	4	582	0	0	1.0		1.0
KRAS	CYSLTR2	4	582	0	0	1.0		1.0
KRAS	DAXX	4	582	0	0	1.0		1.0
KRAS	DDR2	10	576	0	0	1.0		1.0
KRAS	DICER1	10	576	0	0	1.0		1.0
KRAS	DIS3	15	571	0	0	1.0		1.0
KRAS	DNAJB1	3	583	0	0	1.0		1.0
KRAS	DNMT1	10	576	0	0	1.0		1.0
KRAS	DNMT3A	13	573	0	0	1.0		1.0
KRAS	DNMT3B	17	569	0	0	1.0		1.0
KRAS	DOT1L	20	566	0	0	1.0		1.0
KRAS	DROSHA	16	570	0	0	1.0		1.0
KRAS	DUSP4	2	584	0	0	1.0		1.0
KRAS	E2F3	4	582	0	0	1.0		1.0
KRAS	EED	5	581	0	0	1.0		1.0
KRAS	EGFL7	2	584	0	0	1.0		1.0
KRAS	EGFR	14	572	0	0	1.0		1.0
KRAS	EIF1AX	4	582	0	0	1.0		1.0
KRAS	EIF4A2	6	580	0	0	1.0		1.0
KRAS	EIF4E	3	583	0	0	1.0		1.0
KRAS	ELF3	4	582	0	0	1.0		1.0
KRAS	EP300	14	572	0	0	1.0		1.0
KRAS	EPAS1	5	581	0	0	1.0		1.0
KRAS	EPCAM	2	584	0	0	1.0		1.0
KRAS	EPHA3	33	553	0	0	1.0		1.0
KRAS	EPHA5	48	538	0	0	1.0		1.0
KRAS	EPHA7	24	562	0	0	1.0		1.0
KRAS	EPHB1	25	561	0	0	1.0		1.0
KRAS	ERBB2	3	583	0	0	1.0		1.0
KRAS	ERBB3	7	579	0	0	1.0		1.0
KRAS	ERBB4	26	560	0	0	1.0		1.0
KRAS	ERCC2	9	577	0	0	1.0		1.0
KRAS	ERCC3	8	578	0	0	1.0		1.0
KRAS	ERCC4	5	581	0	0	1.0		1.0
KRAS	ERCC5	13	573	0	0	1.0		1.0
KRAS	ERF	3	583	0	0	1.0		1.0
KRAS	ERG	10	576	0	0	1.0		1.0
KRAS	ERRFI1	7	579	0	0	1.0		1.0
KRAS	ESR1	7	579	0	0	1.0		1.0
KRAS	ETV1	12	574	0	0	1.0		1.0
KRAS	ETV6	8	578	0	0	1.0		1.0
KRAS	EZH1	8	578	0	0	1.0		1.0
KRAS	EZH2	2	584	0	0	1.0		1.0
KRAS	FAM175A	3	583	0	0	1.0		1.0
KRAS	FAM46C	3	583	0	0	1.0		1.0
KRAS	FAM58A	3	583	0	0	1.0		1.0
KRAS	FANCA	13	573	0	0	1.0		1.0
KRAS	FANCC	5	581	0	0	1.0		1.0
KRAS	FAT1	53	533	0	0	1.0		1.0
KRAS	FBXW7	16	570	0	0	1.0		1.0
KRAS	FGF19	7	579	0	0	1.0		1.0
KRAS	FGF3	7	579	0	0	1.0		1.0
KRAS	FGF4	6	580	0	0	1.0		1.0
KRAS	FGFR1	4	582	0	0	1.0		1.0
KRAS	FGFR2	7	579	0	0	1.0		1.0
KRAS	FGFR3	5	581	0	0	1.0		1.0
KRAS	FGFR4	13	573	0	0	1.0		1.0
KRAS	FH	7	579	0	0	1.0		1.0
KRAS	FLCN	6	580	0	0	1.0		1.0
KRAS	FLT1	31	555	0	0	1.0		1.0
KRAS	FLT3	18	568	0	0	1.0		1.0
KRAS	FLT4	24	562	0	0	1.0		1.0
KRAS	FOXA1	10	576	0	0	1.0		1.0
KRAS	FOXF1	2	584	0	0	1.0		1.0
KRAS	FOXL2	5	581	0	0	1.0		1.0
KRAS	FOXO1	6	580	0	0	1.0		1.0
KRAS	FOXP1	13	573	0	0	1.0		1.0
KRAS	FUBP1	7	579	0	0	1.0		1.0
KRAS	FYN	5	581	0	0	1.0		1.0
KRAS	GAB2	1	585	0	0	1.0		1.0
