Metodo	Cluster_ID	Gene
Infomap	0	TP53
Infomap	0	CDKN2A
Infomap	0	REL
Infomap	0	U2AF1
Infomap	0	ABL1
Infomap	0	KDM6A
Infomap	0	BAP1
Infomap	0	KRAS
Infomap	0	PTPN11
Infomap	1	BCOR
Infomap	1	RBM10
Infomap	1	PALB2
Infomap	1	EP300
Infomap	1	NTRK3
Infomap	1	AR
Infomap	1	AXIN2
Infomap	1	ARID1A
Infomap	1	SRC
Infomap	1	TSC2
Infomap	1	POLD1
Infomap	1	LATS2
Infomap	1	SMAD2
Infomap	1	ZFHX3
Infomap	1	CSF1R
Infomap	1	AXIN1
Infomap	1	RPTOR
Infomap	1	BRCA2
Infomap	1	INSR
Infomap	1	GNAS
Infomap	1	BRAF
Infomap	1	ATM
Infomap	1	DOT1L
Infomap	2	TET1
Infomap	2	KMT2A
Infomap	2	FANCA
Infomap	2	PIK3CA
Infomap	2	SMAD4
Infomap	2	CASP8
Infomap	2	GATA1
Infomap	2	HIST1H1C
Infomap	2	PREX2
Infomap	2	SETD2
Infomap	2	CTCF
Infomap	2	AKT3
Infomap	2	ANKRD11
Infomap	3	JAK3
Infomap	3	RNF43
Infomap	3	PTPRS
Infomap	3	TGFBR2
Infomap	3	PTEN
Infomap	3	RET
Infomap	3	FLT4
Infomap	4	KMT2D
Infomap	4	ARID1B
Infomap	4	PIK3CD
Infomap	4	INPPL1
Infomap	4	NOTCH3
Infomap	4	FAT1
Infomap	5	KMT2C
Infomap	5	FLT1
Infomap	5	SMARCA4
Infomap	5	BRCA1
Infomap	5	CCND2
Infomap	5	PTPRD
Infomap	6	RB1
Infomap	6	MGA
Infomap	6	PTPRT
Infomap	7	JAK2
Infomap	7	ERF
