Cluster_ID	Gene	Degree_Centrality	Betweenness_Centrality	Closeness_Centrality
0	TP53	0.74	0.5978	0.7937
0	PTPRD	0.4	0.1987	0.6024
0	DIS3	0.22	0.0904	0.5319
0	EPHB1	0.2	0.0225	0.4505
0	HGF	0.2	0.0309	0.5376
0	MDC1	0.2	0.0577	0.5435
0	NF1	0.18	0.0157	0.5319
0	ERBB4	0.16	0.0103	0.5155
0	MTOR	0.16	0.0453	0.5051
0	PAK7	0.16	0.0292	0.5
0	PGR	0.16	0.0287	0.5102
0	RB1	0.16	0.0207	0.5155
0	AMER1	0.12	0.0073	0.4808
0	ATR	0.12	0.0054	0.5
0	BRCA1	0.12	0.0097	0.5102
0	PARK2	0.12	0.0075	0.5051
0	FLT1	0.1	0.0044	0.4348
0	FLT4	0.1	0.0068	0.4237
0	NOTCH2	0.1	0.0035	0.5051
0	NSD1	0.1	0.0039	0.4762
0	KMT2C	0.08	0.0012	0.463
0	NCOR1	0.08	0.0208	0.495
0	NEGR1	0.08	0.0213	0.5
0	SLX4	0.08	0.0044	0.4854
0	XPO1	0.08	0.0	0.4854
0	CSDE1	0.06	0.0017	0.463
0	ERCC3	0.06	0.0	0.4808
0	IRS1	0.06	0.0003	0.463
0	RECQL4	0.06	0.0004	0.4545
0	B2M	0.04	0.0	0.4587
0	DNMT3A	0.04	0.0028	0.4587
0	FGF3	0.04	0.0003	0.3597
0	KDM6A	0.04	0.0	0.3876
0	MAP3K1	0.04	0.0	0.4545
0	MLL2	0.04	0.0004	0.3571
0	NUF2	0.04	0.0	0.4587
0	PDGFRB	0.04	0.0	0.4545
0	PRKD1	0.04	0.0	0.4545
0	BABAM1	0.02	0.0	0.4464
0	BRD4	0.02	0.0	0.4464
0	CYLD	0.02	0.0	0.4464
0	EPAS1	0.02	0.0	0.3378
0	ESR1	0.02	0.0	0.3788
0	FAM175A	0.02	0.0	0.3788
0	FGF19	0.02	0.0	0.4464
0	FGFR3	0.02	0.0	0.3497
0	IDH1	0.02	0.0	0.4464
0	INPPL1	0.02	0.0	0.4464
0	MAP2K4	0.02	0.0	0.3497
0	SF3B1	0.02	0.0	0.3546
0	TNFAIP3	0.02	0.0	0.3788
1	FAT1	0.4884	0.5192	0.6324
1	PTPRT	0.3953	0.4377	0.6056
1	ALK	0.1628	0.0735	0.4574
1	ROS1	0.1628	0.0702	0.4526
1	KDM5C	0.1395	0.0324	0.4019
1	NOTCH3	0.1395	0.1109	0.4526
1	SMO	0.1395	0.04	0.4725
1	BRAF	0.1163	0.0166	0.4343
1	EP300	0.1163	0.0406	0.4257
1	TERT	0.1163	0.0065	0.3554
1	AXIN2	0.093	0.0508	0.4778
1	BARD1	0.093	0.0167	0.4388
1	MED12	0.093	0.014	0.4057
1	PMS1	0.093	0.0272	0.4778
1	TP63	0.093	0.0199	0.4216
1	GATA3	0.0698	0.0184	0.4388
1	INHBA	0.0698	0.0138	0.4343
1	JAK3	0.0698	0.014	0.3839
1	KMT2B	0.0698	0.0103	0.4057
1	PRDM1	0.0698	0.0154	0.4831
1	PTEN	0.0698	0.0038	0.4019
1	AR	0.0465	0.0058	0.3945
1	DROSHA	0.0465	0.0038	0.3981
