Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Pathways in cancer	9/531	3.2158624221335373e-13	2.3154209439361463e-11	0	0	167.81896551724137	4827.398237795403	SMAD2;PDGFRB;CSF1R;CCND1;FLT3;CDKN2A;FGF19;BRCA2;FGF4
GO_Biological_Process_2021	positive regulation of phosphorylation (GO:0042327)	7/253	1.5076936712307217e-11	4.492927140267551e-09	0	0	140.4481707317073	3499.6671406356045	PDGFRB;CSF1R;FLT1;CCND1;FLT3;FGF19;FGF4
KEGG_2021_Human	PI3K-Akt signaling pathway	7/354	1.5928632964376918e-10	5.722418899879489e-09	0	0	99.05907780979828	2234.80426822753	PDGFRB;CSF1R;FLT1;CCND1;FLT3;FGF19;FGF4
KEGG_2021_Human	Melanoma	5/72	2.3843412082831206e-10	5.722418899879489e-09	0	0	247.7860696517413	5490.178121203657	PDGFRB;CCND1;CDKN2A;FGF19;FGF4
KEGG_2021_Human	Ras signaling pathway	6/232	1.0050509265675691e-09	1.8090916678216253e-08	0	0	104.93628318584072	2174.093801010156	PDGFRB;CSF1R;FLT1;FLT3;FGF19;FGF4
GO_Biological_Process_2021	positive regulation of protein serine/threonine kinase activity (GO:0071902)	5/106	1.7123822167682159e-09	2.551449502984642e-07	0	0	164.0924092409241	3312.267689250426	PDGFRB;CSF1R;FLT1;CCND1;FLT3
GO_Biological_Process_2021	positive regulation of MAPK cascade (GO:0043410)	6/274	2.7301808182613157e-09	2.711979612806241e-07	0	0	88.30298507462686	1741.2375554419066	PDGFRB;CSF1R;FLT1;FLT3;FGF19;FGF4
KEGG_2021_Human	MAPK signaling pathway	6/294	4.164198902501374e-09	5.996446419601979e-08	0	0	82.0875	1584.0213023713957	PDGFRB;CSF1R;FLT1;FLT3;FGF19;FGF4
GO_Biological_Process_2021	positive regulation of cellular process (GO:0048522)	7/625	8.329156231702373e-09	6.205221392618269e-07	0	0	54.853155339805824	1020.4608771474936	PDGFRB;CSF1R;FLT1;CCND1;FLT3;FGF19;FGF4
GO_Biological_Process_2021	peptidyl-tyrosine modification (GO:0018212)	4/56	1.7920420177945293e-08	1.0680570426055392e-06	0	0	219.0879120879121	3907.942287593508	PDGFRB;CSF1R;FLT1;FLT3
GO_Biological_Process_2021	transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	6/404	2.7763121207712345e-08	1.378901686649713e-06	0	0	59.06834170854271	1027.762994531189	PDGFRB;CSF1R;FLT1;FLT3;FGF19;FGF4
GO_Biological_Process_2021	regulation of cell population proliferation (GO:0042127)	7/764	3.33346968980196e-08	1.419105667944263e-06	0	0	44.459709379128135	765.4480127876268	PDGFRB;CSF1R;FLT1;FLT3;CDKN2A;FGF19;FGF4
GO_Biological_Process_2021	peptidyl-tyrosine phosphorylation (GO:0018108)	4/69	4.20268245830385e-08	1.565499215718184e-06	0	0	175.15604395604396	2975.0180048465213	PDGFRB;CSF1R;FLT1;FLT3
KEGG_2021_Human	Rap1 signaling pathway	5/210	5.340350617472894e-08	6.402700671144792e-07	0	0	80.42276422764228	1346.71050638545	PDGFRB;CSF1R;FLT1;FGF19;FGF4
KEGG_2021_Human	Pancreatic cancer	4/76	6.224847874724103e-08	6.402700671144792e-07	0	0	158.07142857142858	2622.741967139015	SMAD2;CCND1;CDKN2A;BRCA2
Reactome_2022	Constitutive Signaling By Aberrant PI3K In Cancer R-HSA-2219530	4/78	6.916977950576219e-08	1.3073088326589054e-05	0	0	153.78378378378378	2535.387382159095	PDGFRB;FLT3;FGF19;FGF4
GO_Biological_Process_2021	positive regulation of cell population proliferation (GO:0008284)	6/474	7.171809807436857e-08	2.3746659140179814e-06	0	0	50.05384615384615	823.411932742718	PDGFRB;CSF1R;FLT1;FLT3;FGF19;FGF4
GO_Biological_Process_2021	regulation of kinase activity (GO:0043549)	4/94	1.472143596246673e-07	4.386987916815086e-06	0	0	126.34285714285714	1987.547001192286	PDGFRB;CSF1R;FLT1;FLT3
Reactome_2022	PI3K/AKT Signaling In Cancer R-HSA-2219528	4/105	2.3005471358496442e-07	1.4608670024728758e-05	0	0	112.52050919377652	1719.8702074798166	PDGFRB;FLT3;FGF19;FGF4
Reactome_2022	PI5P, PP2A And IER3 Regulate PI3K/AKT Signaling R-HSA-6811558	4/106	2.390094411350584e-07	1.4608670024728758e-05	0	0	111.41176470588236	1698.6687477213704	PDGFRB;FLT3;FGF19;FGF4
Reactome_2022	Negative Regulation Of PI3K/AKT Network R-HSA-199418	4/113	3.09178201581561e-07	1.4608670024728758e-05	0	0	104.22018348623853	1562.1926012055949	PDGFRB;FLT3;FGF19;FGF4
GO_Biological_Process_2021	positive regulation of kinase activity (GO:0033674)	4/114	3.203311766336272e-07	8.678062785165536e-06	0	0	103.26753246753246	1544.2534328438196	PDGFRB;CSF1R;FLT1;FLT3
GO_Biological_Process_2021	positive regulation of phosphatidylinositol 3-kinase activity (GO:0043552)	3/28	4.0239284308290084e-07	9.992755603225371e-06	0	0	299.46	4409.79914918739	PDGFRB;FLT1;FLT3
Reactome_2022	Disease R-HSA-1643685	8/1736	4.12232046441401e-07	1.5582371355484955e-05	0	0	28.18055555555556	414.3014938420446	SMAD2;PDGFRB;CCND1;FLT3;CDKN2A;FGF19;BRCA2;FGF4
GO_Biological_Process_2021	positive regulation of lipid kinase activity (GO:0090218)	3/30	4.983940965334791e-07	1.1424726212844367e-05	0	0	277.25	4023.41726456181	PDGFRB;FLT1;FLT3
GO_Biological_Process_2021	hematopoietic progenitor cell differentiation (GO:0002244)	3/32	6.085116812345738e-07	1.2952605786278785e-05	0	0	258.1034482758621	3694.0410073647854	CSF1R;FLT1;FLT3
GO_Biological_Process_2021	enzyme linked receptor protein signaling pathway (GO:0007167)	4/140	7.305466492634004e-07	1.4513526765366222e-05	0	0	83.41596638655462	1178.623623843053	PDGFRB;CSF1R;FLT1;FLT3
GO_Biological_Process_2021	regulation of phosphatidylinositol 3-kinase activity (GO:0043551)	3/35	8.022455018537145e-07	1.4941822472025432e-05	0	0	233.87109375	3282.57986341013	PDGFRB;FLT1;FLT3
KEGG_2021_Human	Breast cancer	4/147	8.880802501076498e-07	7.499212511626979e-06	0	0	79.3046953046953	1105.0477808273488	CCND1;FGF19;BRCA2;FGF4
GO_Biological_Process_2021	positive regulation of transferase activity (GO:0051347)	4/148	9.124927528407624e-07	1.5995461196855718e-05	0	0	78.75	1095.1829983720725	PDGFRB;CSF1R;FLT1;FLT3
KEGG_2021_Human	Gastric cancer	4/149	9.374015639533724e-07	7.499212511626979e-06	0	0	78.20295566502463	1085.4690743815884	SMAD2;CCND1;FGF19;FGF4
Reactome_2022	Transcriptional Regulation By VENTX R-HSA-8853884	3/39	1.1188620867663451e-06	3.5244155733139875e-05	0	0	207.84375	2848.1241389348643	CSF1R;CCND1;CDKN2A
GO_Biological_Process_2021	protein autophosphorylation (GO:0046777)	4/159	1.2152497097983157e-06	2.003575219016776e-05	0	0	73.12073732718893	995.9454616544404	PDGFRB;CSF1R;FLT1;FLT3
GO_Biological_Process_2021	positive regulation of protein kinase B signaling (GO:0051897)	4/161	1.2774472872925753e-06	2.003575219016776e-05	0	0	72.18198362147406	979.5562034705736	PDGFRB;FLT3;FGF19;FGF4
GO_Biological_Process_2021	regulation of cell migration (GO:0030334)	5/408	1.4394614966293089e-06	2.1447976299776703e-05	0	0	40.500413564929694	544.7808426988779	PDGFRB;CSF1R;FLT1;FGF19;FGF4
Reactome_2022	PI3K Cascade R-HSA-109704	3/44	1.6190004743883632e-06	4.1090591769110495e-05	0	0	182.4512195121951	2432.7501157538336	FLT3;FGF19;FGF4
GO_Biological_Process_2021	positive regulation of ERK1 and ERK2 cascade (GO:0070374)	4/172	1.6628763711702968e-06	2.3597007552797544e-05	0	0	67.41836734693878	897.1336322542434	PDGFRB;CSF1R;FGF19;FGF4
Reactome_2022	Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202	5/424	1.7392843076872166e-06	4.1090591769110495e-05	0	0	38.92203659506762	516.1854834752413	SMAD2;PDGFRB;FLT3;FGF19;FGF4
Reactome_2022	IRS-mediated Signaling R-HSA-112399	3/47	1.980407412520879e-06	4.152153870643355e-05	0	0	169.98579545454547	2232.2888179441948	FLT3;FGF19;FGF4
Reactome_2022	IRS-related Events Triggered By IGF1R R-HSA-2428928	3/51	2.540400260486493e-06	4.152153870643355e-05	0	0	155.7890625	2007.05992175092	FLT3;FGF19;FGF4
Reactome_2022	IGF1R Signaling Cascade R-HSA-2428924	3/52	2.695127231767784e-06	4.152153870643355e-05	0	0	152.60204081632654	1956.9785125991325	FLT3;FGF19;FGF4
Reactome_2022	Insulin Receptor Signaling Cascade R-HSA-74751	3/53	2.855978852823472e-06	4.152153870643355e-05	0	0	149.5425	1909.073898815709	FLT3;FGF19;FGF4
