Metodo	Cluster_ID	Gene
Louvain	0	AXIN1
Louvain	0	PALB2
Louvain	0	RPTOR
Louvain	0	INPPL1
Louvain	0	EP300
Louvain	0	NTRK3
Louvain	0	NOTCH3
Louvain	0	BRCA2
Louvain	0	MAP2K4
Louvain	0	INSR
Louvain	0	FAT1
Louvain	0	AXIN2
Louvain	0	PTPRT
Louvain	0	ARID1A
Louvain	0	ARID1B
Louvain	0	TSC2
Louvain	0	POLD1
Louvain	0	ZFHX3
Louvain	0	POLE
Louvain	0	LATS2
Louvain	0	ATM
Louvain	0	SMAD2
Louvain	0	DOT1L
Louvain	0	KMT2D
Louvain	1	TET1
Louvain	1	KMT2A
Louvain	1	CASP8
Louvain	1	FANCA
Louvain	1	SMAD4
Louvain	1	GATA1
Louvain	1	HIST1H1C
Louvain	1	PREX2
Louvain	1	SETD2
Louvain	1	CTCF
Louvain	1	AKT3
Louvain	1	PGR
Louvain	1	ANKRD11
Louvain	2	JAK3
Louvain	2	CSF1R
Louvain	2	GNAS
Louvain	2	AR
Louvain	2	BCOR
Louvain	2	PIK3CA
Louvain	2	SRC
Louvain	2	RBM10
Louvain	2	RNF43
Louvain	2	PTPRS
Louvain	2	TGFBR2
Louvain	2	PTEN
Louvain	2	RET
Louvain	2	FLT4
Louvain	3	RB1
Louvain	3	KMT2C
Louvain	3	FLT1
Louvain	3	SMARCA4
Louvain	3	BRCA1
Louvain	3	MGA
Louvain	3	CCND2
Louvain	3	PTPRD
Louvain	4	TP53
Louvain	4	CDKN2A
Louvain	4	TBX3
Louvain	4	REL
Louvain	4	KDM6A
Louvain	4	BAP1
Louvain	4	ABL1
Louvain	4	PTPN11
Louvain	5	JAK2
Louvain	5	ERF
