Metodo	Cluster_ID	Gene
Label Propagation	0	ABL1
Label Propagation	0	REL
Label Propagation	0	PTPN11
Label Propagation	0	CDKN2A
Label Propagation	0	TBX3
Label Propagation	0	BAP1
Label Propagation	1	HIST1H1C
Label Propagation	1	PGR
Label Propagation	1	FANCA
Label Propagation	1	SMAD4
Label Propagation	1	AKT3
Label Propagation	1	CTCF
Label Propagation	1	CASP8
Label Propagation	1	GATA1
Label Propagation	1	KMT2A
Label Propagation	2	TET1
Label Propagation	2	ANKRD11
Label Propagation	2	PREX2
Label Propagation	3	FAT1
Label Propagation	3	KMT2D
Label Propagation	3	INSR
Label Propagation	3	ARID1B
Label Propagation	3	CCND2
Label Propagation	4	SRC
Label Propagation	4	SETD2
Label Propagation	4	RBM10
Label Propagation	4	AR
Label Propagation	5	POLE
Label Propagation	5	MAP2K4
Label Propagation	5	SMAD2
Label Propagation	5	TSC2
Label Propagation	5	AXIN1
Label Propagation	5	RPTOR
Label Propagation	5	ARID1A
Label Propagation	5	BRCA2
Label Propagation	6	KDM6A
Label Propagation	6	EP300
Label Propagation	6	ZFHX3
Label Propagation	6	DOT1L
Label Propagation	6	POLD1
Label Propagation	7	PALB2
Label Propagation	7	AXIN2
Label Propagation	7	LATS2
Label Propagation	7	ATM
Label Propagation	7	NTRK3
Label Propagation	8	CSF1R
Label Propagation	8	BCOR
Label Propagation	9	GNAS
Label Propagation	9	PIK3CA
Label Propagation	10	INPPL1
Label Propagation	10	NOTCH3
Label Propagation	11	FLT4
Label Propagation	11	RNF43
Label Propagation	11	PTEN
Label Propagation	11	RET
Label Propagation	11	JAK3
Label Propagation	12	KMT2C
Label Propagation	12	PTPRD
Label Propagation	12	BRCA1
Label Propagation	13	SMARCA4
Label Propagation	13	FLT1
Label Propagation	14	PTPRT
Label Propagation	14	RB1
Label Propagation	14	MGA
Label Propagation	15	JAK2
Label Propagation	15	ERF
Label Propagation	16	PTPRS
Label Propagation	16	TGFBR2
