Gene_B	Co_Occurrence_Count	P_Value	Log2OR	P_Value_FDR	FDR
RRAGC	8	0.75234091975694	-0.3039335017538457	1.0	1.0
RRAS	9	0.20815939382351986	0.7670888252942754	1.0	1.0
RRAS2	5	0.6480849056102402	-0.08667886911862256	1.0	1.0
RTEL1	7	0.9803317385862608	-1.1272106319937627	1.0	1.0
RTEL1-TNFRSF6B	7	0.9803317385862608	-1.1272106319937627	1.0	1.0
RUNX1	22	0.7281180011790338	-0.19020603249097856	1.0	1.0
RXRA	12	0.9605841551470833	-0.783072470155528	1.0	1.0
RYBP	6	0.13790871133990465	1.4045503855019303	1.0	1.0
SCG5	3	0.5203597769373027	0.4002330903871518	1.0	1.0
SDHA	16	0.8832087966844506	-0.46753652686617925	1.0	1.0
SDHAF2	3	0.9766272344191197	-1.4829730416103986	1.0	1.0
SDHB	4	0.5946228859878737	0.07756336077913363	1.0	1.0
SDHC	6	0.22271089812663983	0.9884236486923804	1.0	1.0
SDHD	1	0.8955767084111561	-1.1876004461887595	1.0	1.0
SERPINB3	2	0.9698711710212156	-1.6066575718204752	1.0	1.0
SERPINB4	5	0.22540034428110947	1.1400754453089217	1.0	1.0
SESN1	15	0.17576468678974175	0.6131016512602159	1.0	1.0
SESN2	7	0.9803317385862608	-1.1272106319937627	1.0	1.0
SESN3	15	0.22515913379757277	0.5050889234863689	1.0	1.0
SETD2	57	0.5600217302450374	-0.016802355564535628	1.0	1.0
SETD8	10	0.5664126406072278	0.020885766527738846	1.0	1.0
SETDB1	11	0.4716120297835342	0.15983705260778897	1.0	1.0
SF3B1	20	0.8780659840445432	-0.4177546367037476	1.0	1.0
SH2B3	27	0.6088257818360459	-0.05693051716086109	1.0	1.0
SH2D1A	3	0.7468106392864713	-0.33891180183830144	1.0	1.0
SHOC2	7	0.9724322742563437	-1.0521074941028277	1.0	1.0
SHQ1	15	0.4591189375447839	0.13812038020414372	1.0	1.0
SLFN11	6	0.8966019166845014	-0.7218563920762647	1.0	1.0
SLX4	40	0.6860854430972323	-0.11658568374926168	1.0	1.0
SMAD2	70	2.8653501852160355e-05	1.1586656686649222	0.0036676482370765254	0.0036676482370765254
SMAD3	53	0.0022082804658544127	0.9153028354247187	0.16151994264535133	0.16151994264535133
SMAD4	175	0.00014748259765182958	0.6289476529385377	0.015102217999547349	0.015102217999547349
SMARCA2	13	0.8476920610871391	-0.43039018802095996	1.0	1.0
SMARCA4	56	0.9624198675068536	-0.42024440450562967	1.0	1.0
SMARCB1	11	0.9081868970140208	-0.60906275052165	1.0	1.0
SMARCD1	7	0.9473490842379317	-0.8894402336330678	1.0	1.0
SMARCE1	3	0.945416828395798	-1.1912772054203835	1.0	1.0
SMO	32	0.9344311359893561	-0.45040010779675577	1.0	1.0
SMYD3	11	0.39973658568374504	0.2764109595833016	1.0	1.0
SOCS1	5	0.9437059454213526	-0.9863313322692734	1.0	1.0
SOS1	26	0.5814777200565544	-0.03044606521285868	1.0	1.0
SOX17	35	0.9859773526752017	-0.6278962967264916	1.0	1.0
SOX2	10	0.9864235065054126	-1.0490038549565066	1.0	1.0
SOX9	148	0.05622538666314907	0.29026238278068633	1.0	1.0
SPEN	54	0.9967363544267926	-0.6436669714596932	1.0	1.0
SPOP	10	0.1434436691789033	0.92053822967839	1.0	1.0
SPRED1	14	0.599061152339162	-0.04197311696911455	1.0	1.0
SPRTN	3	0.5203597769373027	0.4002330903871518	1.0	1.0
SRC	16	0.3826552895133469	0.23268484779601217	1.0	1.0
SRSF2	4	0.8357554318948379	-0.6037836763663648	1.0	1.0
STAG2	26	0.191660505047626	0.4084044069463969	1.0	1.0
STAT3	17	0.5926675633508368	-0.037549738316398545	1.0	1.0
STAT5A	11	0.8165904443806657	-0.3942484449291283	1.0	1.0
STAT5B	21	0.9587106182805989	-0.6167689090499643	1.0	1.0
STK11	10	0.9963373518185314	-1.2527551456460093	1.0	1.0
STK19	4	0.9924016521957478	-1.612553885994097	1.0	1.0
STK40	8	0.4626739009938077	0.23096298001681406	1.0	1.0
SUFU	12	0.8655562977132936	-0.4820826518007214	1.0	1.0
SUZ12	12	0.25050417701676064	0.530017796909362	1.0	1.0
SYK	14	0.18092476019281686	0.6286862875433155	1.0	1.0
TAP1	13	0.952265503778889	-0.7197213375629812	1.0	1.0
TAP2	29	0.2433538225679006	0.3110567940401627	1.0	1.0
TBX3	35	0.8671694353330639	-0.3166711858205972	1.0	1.0
TCEB1	0	1.0	-10.0	1.0	1.0
TCF3	27	0.9611167643637644	-0.5647775412153249	1.0	1.0
TCF7L2	168	0.3226095427575632	0.08410470411506665	1.0	1.0
TEK	20	0.995040080372594	-0.9188874748026064	1.0	1.0
TERT	26	0.9381204072207883	-0.5007040139119403	1.0	1.0
TET1	35	0.997545272355746	-0.7932193259736134	1.0	1.0
TET2	39	0.9732823078102609	-0.529813928454229	1.0	1.0
TGFBR1	23	0.44018986353041617	0.11798843657598582	1.0	1.0
TGFBR2	52	0.9803603480022409	-0.5008157287101276	1.0	1.0
TIMM8B	1	0.4312633832976446	10.0	1.0	1.0
TMEM127	1	0.9988790569230137	-3.07080657818631	1.0	1.0
TMPRSS2	10	0.6957298860202497	-0.18776099422646525	1.0	1.0
TNFAIP3	17	0.9830626561162235	-0.8171875442172298	1.0	1.0
TNFRSF14	5	0.9942042401897184	-1.5404168298061907	1.0	1.0
TOP1	14	0.8873018428374436	-0.5022209704462266	1.0	1.0
TP53	634	1.0	-1.3077737140134944	1.0	1.0
TP53BP1	43	0.7115422921958754	-0.13475920248639756	1.0	1.0
TP63	23	0.5373904419780093	0.01623152310839298	1.0	1.0
TRAF2	15	0.9168231021740038	-0.5621009944580477	1.0	1.0
TRAF7	16	0.9387315431809937	-0.6128912443018634	1.0	1.0
TRIP13	2	0.8125178520632288	-0.6022923792590734	1.0	1.0
TSC1	28	0.7753528398476148	-0.22652223816694836	1.0	1.0
TSC2	42	0.9212249768948302	-0.3760458944608567	1.0	1.0
TSHR	17	0.9720092481056939	-0.7390019540383915	1.0	1.0
U2AF1	16	0.3247530461185483	0.3162478817849269	1.0	1.0
UPF1	25	0.9329291056717054	-0.49510443397824017	1.0	1.0
USP8	8	0.6917121361250704	-0.18735959477833308	1.0	1.0
VEGFA	4	0.8831510591384728	-0.7748020428029484	1.0	1.0
VHL	4	0.6931588947873957	-0.18656192982564515	1.0	1.0
VTCN1	3	0.9938704365878418	-1.8341864149648903	1.0	1.0
WHSC1	23	0.9646733971907461	-0.618333958720499	1.0	1.0
WHSC1L1	18	0.9998027814123547	-1.2743736760900473	1.0	1.0
WT1	24	0.5216674010000578	0.030681348245399722	1.0	1.0
WWTR1	13	0.3663709479690096	0.29573231484353146	1.0	1.0
XIAP	10	0.6957298860202497	-0.18776099422646525	1.0	1.0
XPO1	19	0.6539892976188424	-0.10992197358676536	1.0	1.0
XRCC2	8	0.9630640063335154	-0.933122137181698	1.0	1.0
YAP1	7	0.9617136616114716	-0.9730032676219825	1.0	1.0
YES1	12	0.5839130044926815	-0.01603821009177125	1.0	1.0
ZFHX3	87	0.9749218193134553	-0.38535679379813165	1.0	1.0
ZNRF3	10	0.9997979131630252	-1.592887270011431	1.0	1.0
ZRSR2	10	0.9901156899486316	-1.1025806136526208	1.0	1.0
