Metodo	Cluster_ID	Gene
Label Propagation	0	SH2B3
Label Propagation	0	JAK2
Label Propagation	0	MST1R
Label Propagation	0	PPP2R1A
Label Propagation	0	FGFR2
Label Propagation	0	IDH1
Label Propagation	0	MLL2
Label Propagation	0	PIK3CG
Label Propagation	0	FYN
Label Propagation	0	RASA1
Label Propagation	0	HLA-B
Label Propagation	0	ERG
Label Propagation	0	IKBKE
Label Propagation	0	MDM4
Label Propagation	0	DDR2
Label Propagation	0	RAD50
Label Propagation	0	KMT2C
Label Propagation	0	DNMT3A
Label Propagation	0	KIT
Label Propagation	0	DROSHA
Label Propagation	0	SETD2
Label Propagation	0	CDH1
Label Propagation	0	BARD1
Label Propagation	0	PMS1
Label Propagation	0	AXL
Label Propagation	0	TSC1
Label Propagation	0	HLA-C
Label Propagation	0	BRCA2
Label Propagation	0	PRDM1
Label Propagation	0	POLE
Label Propagation	0	ALOX12B
Label Propagation	0	MGA
Label Propagation	0	MYC
Label Propagation	0	CIC
Label Propagation	0	NRAS
Label Propagation	0	FBXW7
Label Propagation	0	DICER1
Label Propagation	0	SLX4
Label Propagation	0	AURKA
Label Propagation	0	DOT1L
Label Propagation	0	CHEK2
Label Propagation	0	PREX2
Label Propagation	0	PARP1
Label Propagation	0	PIK3CD
Label Propagation	0	PAX5
Label Propagation	0	NCOA3
Label Propagation	0	CSF3R
Label Propagation	0	GNAS
Label Propagation	0	RECQL4
Label Propagation	0	MYOD1
Label Propagation	0	CYSLTR2
Label Propagation	0	WHSC1
Label Propagation	0	SOX9
Label Propagation	0	ARID1B
Label Propagation	0	KMT2A
Label Propagation	0	RAF1
Label Propagation	0	NTRK3
Label Propagation	0	BIRC3
Label Propagation	0	CTLA4
Label Propagation	0	ALK
Label Propagation	0	MALT1
Label Propagation	0	AR
Label Propagation	0	SESN1
Label Propagation	0	SMO
Label Propagation	0	PTPRD
Label Propagation	0	NBN
Label Propagation	0	TP53
Label Propagation	0	LATS2
Label Propagation	0	SMAD3
Label Propagation	0	ASXL1
Label Propagation	0	EGFR
Label Propagation	0	ATM
Label Propagation	0	MSH6
Label Propagation	0	KMT2D
Label Propagation	0	TCF3
Label Propagation	0	AXIN1
Label Propagation	0	PDGFRA
Label Propagation	0	TNFAIP3
Label Propagation	0	ATRX
Label Propagation	0	PAK7
Label Propagation	0	PIK3C3
Label Propagation	0	KDR
Label Propagation	0	CTCF
Label Propagation	0	INPP4B
Label Propagation	0	UPF1
Label Propagation	0	PALB2
Label Propagation	0	BBC3
Label Propagation	0	RECQL
Label Propagation	0	DNMT3B
Label Propagation	0	PIK3R3
Label Propagation	0	ROS1
Label Propagation	0	CTNNB1
Label Propagation	0	WWTR1
Label Propagation	0	NOTCH1
Label Propagation	0	RPS6KB2
Label Propagation	0	IL7R
Label Propagation	0	PTPRT
Label Propagation	0	ZFHX3
Label Propagation	0	INHBA
Label Propagation	0	NF1
Label Propagation	0	PIK3R2
Label Propagation	0	SPEN
Label Propagation	0	CASP8
Label Propagation	0	EPHA5
Label Propagation	0	PIK3CB
Label Propagation	0	FLT4
Label Propagation	0	NKX2-1
Label Propagation	0	WT1
Label Propagation	0	RICTOR
Label Propagation	0	IKZF1
Label Propagation	0	NSD1
Label Propagation	0	RAD54L
Label Propagation	0	PMS2
Label Propagation	0	PARK2
Label Propagation	0	JAK3
Label Propagation	0	AMER1
Label Propagation	0	STAG2
Label Propagation	0	NFE2L2
Label Propagation	0	ETV1
Label Propagation	0	PLK2
Label Propagation	0	FLT3
Label Propagation	0	FLCN
Label Propagation	0	SMAD4
Label Propagation	0	CDKN2A
Label Propagation	0	PGR
Label Propagation	0	CSF1R
Label Propagation	0	HLA-A
Label Propagation	0	PTPN11
Label Propagation	0	CDK12
Label Propagation	0	NKX3-1
Label Propagation	0	MAP2K4
Label Propagation	0	RET
Label Propagation	0	AXIN2
Label Propagation	0	RAD21
Label Propagation	0	CDC73
Label Propagation	0	TAP2
Label Propagation	0	TEK
Label Propagation	0	ANKRD11
Label Propagation	0	RHOA
Label Propagation	0	ERCC3
Label Propagation	0	PPM1D
Label Propagation	0	JAK1
Label Propagation	0	TCF7L2
Label Propagation	0	CYLD
Label Propagation	0	GRIN2A
Label Propagation	0	MPL
Label Propagation	0	SPRED1
Label Propagation	0	FGF19
Label Propagation	0	RPTOR
Label Propagation	0	SHQ1
Label Propagation	0	PTPRS
Label Propagation	0	MSH3
Label Propagation	0	SESN3
Label Propagation	0	ESR1
Label Propagation	0	ATR
Label Propagation	0	MET
Label Propagation	0	MAPK3
Label Propagation	0	PTCH1
Label Propagation	0	TOP1
Label Propagation	0	GLI1
Label Propagation	0	TRAF7
Label Propagation	0	CTR9
Label Propagation	0	BCOR
Label Propagation	0	ERBB3
Label Propagation	0	NOTCH3
Label Propagation	0	VEGFA
Label Propagation	0	CD274
Label Propagation	0	E2F3
Label Propagation	0	NOTCH4
Label Propagation	0	ARID1A
Label Propagation	0	RB1
