Gene_B	Co_Occurrence_Count	P_Value	Log2OR	P_Value_FDR	FDR
IDH1	0	1.0	-10.0	1.0	1.0
IDH2	1	0.8723536737235368	10.0	1.0	1.0
IFNGR1	2	0.760931553403708	10.0	1.0	1.0
IGF1	3	0.6636803261918875	10.0	1.0	1.0
IGF1R	3	0.9831532694880097	-2.198850227469104	1.0	1.0
IGF2	3	0.918305030251782	-1.1917608026827846	1.0	1.0
IKBKE	4	0.8750728707609635	-0.7756909634379676	1.0	1.0
IKZF1	7	0.9039303568048127	-0.9723240066256429	1.0	1.0
IL10	0	1.0	-10.0	1.0	1.0
IL7R	6	0.4401093281997268	10.0	1.0	1.0
INHA	1	0.9837757940433655	-2.7787857698608334	1.0	1.0
INHBA	4	0.5788054248385894	10.0	1.0	1.0
INPP4A	7	0.7280847107381054	0.034765418160676624	1.0	1.0
INPP4B	1	0.9997412544008593	-4.37796212980169	1.0	1.0
INPPL1	5	0.9994566832677908	-2.8032270364349277	1.0	1.0
INSR	8	0.3345254076364267	10.0	1.0	1.0
IRF4	1	0.9837757940433655	-2.7787857698608334	1.0	1.0
IRS1	5	0.988102795707504	-2.0519061492916513	1.0	1.0
IRS2	5	0.988102795707504	-2.0519061492916513	1.0	1.0
JAK1	5	0.8278847391493424	-0.45272978935079433	1.0	1.0
JAK2	5	0.9514881513895324	-1.4598192141371136	1.0	1.0
JAK3	6	0.7784433742532664	-0.1886615640238981	1.0	1.0
JUN	3	0.9968574049918139	-2.7909371626236417	1.0	1.0
KBTBD4	0	1.0	-10.0	1.0	1.0
KDM5A	2	0.9925629854029163	-2.784844329979577	1.0	1.0
KDM5C	8	0.9880034698358116	-1.7929278514223244	1.0	1.0
KDM6A	65	0.005451005196295679	2.3039994377395785	0.6295911001721509	0.6295911001721509
KDR	10	0.580659514268174	0.5524467323166188	1.0	1.0
KEAP1	10	0.580659514268174	0.5524467323166188	1.0	1.0
KIT	7	0.38372032052413657	10.0	1.0	1.0
KLF4	10	0.25417788940537717	10.0	1.0	1.0
KLF5	2	0.760931553403708	10.0	1.0	1.0
KMT2A	14	0.9740642106524379	-1.3084690553786364	1.0	1.0
KMT2B	13	0.7021107995395515	-0.07301621725199245	1.0	1.0
KMT2C	36	0.7166300626437094	-0.19309811454240977	1.0	1.0
KMT2D	51	0.9131649972145058	-0.5858371264168674	1.0	1.0
KNSTRN	1	0.8723536737235368	10.0	1.0	1.0
LATS1	10	0.25417788940537717	10.0	1.0	1.0
LATS2	7	0.9709873376780906	-1.5644109417801804	1.0	1.0
LMO1	1	0.8723536737235368	10.0	1.0	1.0
LYN	2	0.760931553403708	10.0	1.0	1.0
LZTR1	1	0.8723536737235368	10.0	1.0	1.0
MALT1	0	1.0	-10.0	1.0	1.0
MAP2K1	1	0.9837757940433655	-2.7787857698608334	1.0	1.0
MAP2K2	5	0.5047385633579959	10.0	1.0	1.0
MAP2K4	12	0.7390051974572494	-0.18953246607506008	1.0	1.0
MAP3K1	4	0.9694491339842056	-1.782780388224287	1.0	1.0
