Gene1	Gene2	Shared_Count	P_Value	Log2OR	FDR
MDC1	NTRK1	1	0.034415842784444955	5.244307197764889	0.06994380279576738
BLM	WHSC1	1	0.034415842784444955	5.244307197764889	0.06994380279576738
BLM	TRAF2	1	0.034415842784444955	5.244307197764889	0.06994380279576738
BLM	TOP1	1	0.034415842784444955	5.244307197764889	0.06994380279576738
FANCA	KIT	1	0.034415842784444955	5.244307197764889	0.06994380279576738
MDC1	MTOR	1	0.034415842784444955	5.244307197764889	0.06994380279576738
AXL	ERF	1	0.034415842784444955	5.244307197764889	0.06994380279576738
AXL	IRS1	1	0.034415842784444955	5.244307197764889	0.06994380279576738
AXL	MET	1	0.034415842784444955	5.244307197764889	0.06994380279576738
FGFR1	NTRK1	1	0.034415842784444955	5.244307197764889	0.06994380279576738
INPP4A	JAK2	1	0.034415842784444955	5.244307197764889	0.06994380279576738
INSR	TRAF7	1	0.034415842784444955	5.244307197764889	0.06994380279576738
ERF	HLA-A	1	0.034415842784444955	5.244307197764889	0.06994380279576738
POLD1	SRC	1	0.034415842784444955	5.244307197764889	0.06994380279576738
ERF	NOTCH4	1	0.034415842784444955	5.244307197764889	0.06994380279576738
AXL	NTRK2	1	0.034415842784444955	5.244307197764889	0.06994380279576738
CASP8	NOTCH2	1	0.034415842784444955	5.244307197764889	0.06994380279576738
CASP8	TRAF2	1	0.034415842784444955	5.244307197764889	0.06994380279576738
CASP8	TOP1	1	0.034415842784444955	5.244307197764889	0.06994380279576738
CASP8	POLD1	1	0.034415842784444955	5.244307197764889	0.06994380279576738
INSR	TOP1	1	0.034415842784444955	5.244307197764889	0.06994380279576738
INPP4A	NOTCH2	1	0.034415842784444955	5.244307197764889	0.06994380279576738
INSR	SMAD2	1	0.034415842784444955	5.244307197764889	0.06994380279576738
CASP8	WHSC1	1	0.034415842784444955	5.244307197764889	0.06994380279576738
ERG	TBX3	1	0.034415842784444955	5.244307197764889	0.06994380279576738
ERG	SRC	1	0.034415842784444955	5.244307197764889	0.06994380279576738
SPRED1	TBX3	1	0.034415842784444955	5.244307197764889	0.06994380279576738
ESR1	IRS1	1	0.034415842784444955	5.244307197764889	0.06994380279576738
INSR	SPRED1	1	0.034415842784444955	5.244307197764889	0.06994380279576738
ERF	NOTCH2	1	0.034415842784444955	5.244307197764889	0.06994380279576738
INPP4A	SMAD2	1	0.034415842784444955	5.244307197764889	0.06994380279576738
INPP4A	RPTOR	1	0.034415842784444955	5.244307197764889	0.06994380279576738
INPP4A	POLD1	1	0.034415842784444955	5.244307197764889	0.06994380279576738
INPP4A	RECQL4	1	0.034415842784444955	5.244307197764889	0.06994380279576738
MAP3K13	TBX3	1	0.034415842784444955	5.244307197764889	0.06994380279576738
MDC1	MET	1	0.034415842784444955	5.244307197764889	0.06994380279576738
FANCA	MDC1	1	0.034415842784444955	5.244307197764889	0.06994380279576738
NTRK2	PRKAR1A	1	0.034415842784444955	5.244307197764889	0.06994380279576738
INSR	POLD1	1	0.034415842784444955	5.244307197764889	0.06994380279576738
INPP4A	MAP3K13	1	0.034415842784444955	5.244307197764889	0.06994380279576738
IRS1	PDGFRA	1	0.034415842784444955	5.244307197764889	0.06994380279576738
IRS1	PDGFRB	1	0.034415842784444955	5.244307197764889	0.06994380279576738
FGFR1	MET	1	0.034415842784444955	5.244307197764889	0.06994380279576738
FGFR1	IRS1	1	0.034415842784444955	5.244307197764889	0.06994380279576738
ERF	HGF	1	0.034415842784444955	5.244307197764889	0.06994380279576738
BRD4	MET	1	0.034415842784444955	5.244307197764889	0.06994380279576738
PDGFRB	SRC	1	0.034415842784444955	5.244307197764889	0.06994380279576738
NOTCH2	TBX3	1	0.034415842784444955	5.244307197764889	0.06994380279576738
CASP8	HLA-A	1	0.034415842784444955	5.244307197764889	0.06994380279576738
ERG	NCOA3	1	0.034415842784444955	5.244307197764889	0.06994380279576738
HGF	MET	1	0.034415842784444955	5.244307197764889	0.06994380279576738
RECQL4	TBX3	1	0.034415842784444955	5.244307197764889	0.06994380279576738
NCOA3	RECQL4	1	0.034415842784444955	5.244307197764889	0.06994380279576738
NCOA3	PGBD5	1	0.034415842784444955	5.244307197764889	0.06994380279576738
TBX3	TOP1	1	0.034415842784444955	5.244307197764889	0.06994380279576738
JAK2	SRC	1	0.034415842784444955	5.244307197764889	0.06994380279576738
MLH1	TBX3	1	0.034415842784444955	5.244307197764889	0.06994380279576738
FANCA	JAK3	1	0.034415842784444955	5.244307197764889	0.06994380279576738
FANCA	GPS2	1	0.034415842784444955	5.244307197764889	0.06994380279576738
BRD4	NTRK1	1	0.034415842784444955	5.244307197764889	0.06994380279576738
BRD4	MTOR	1	0.034415842784444955	5.244307197764889	0.06994380279576738
CASP8	ESR1	1	0.034415842784444955	5.244307197764889	0.06994380279576738
CASP8	ERG	1	0.034415842784444955	5.244307197764889	0.06994380279576738
PRKCI	SRC	1	0.034415842784444955	5.244307197764889	0.06994380279576738
ARID1B	PTPRT	2	0.0345222473804212	2.9816681772277427	0.070135680766962
KMT2C	PTPRS	3	0.03459483526083292	2.2434816084123934	0.0702587470279902
ANKRD11	TGFBR2	3	0.034771642488476306	2.275385508950332	0.07059331375046787
BRAF	ZFHX3	2	0.03493344425746854	2.9707798610850067	0.07089719481677081
ATM	PIK3CA	4	0.03513658817579813	1.8511366140855172	0.0712847395907885
ANKRD11	ARID2	2	0.0352943472041179	2.9662458732249397	0.0715563195915663
ARID1A	LATS1	3	0.0353251492143821	2.3981939891154296	0.0715563195915663
FANCA	KMT2D	2	0.0353438548982792	3.094986691632152	0.0715563195915663
ERF	KMT2D	2	0.0353438548982792	3.094986691632152	0.0715563195915663
KMT2D	TBX3	2	0.0353438548982792	3.094986691632152	0.0715563195915663
INPP4A	KMT2D	2	0.0353438548982792	3.094986691632152	0.0715563195915663
ATM	IKZF1	2	0.03553137603218324	3.057181660647277	0.07177536314869953
ATM	NCOR1	2	0.03553137603218324	3.057181660647277	0.07177536314869953
ATM	PIK3R1	2	0.03553137603218324	3.057181660647277	0.07177536314869953
SMARCA4	TERT	2	0.03570397507986447	2.995368551268354	0.07177536314869953
ROS1	SMAD4	6	0.03578102200476223	1.7194445531054134	0.07177536314869953
RBM10	SETD2	3	0.03606434623188684	2.2210372396528166	0.07177536314869953
FBXW7	PREX2	2	0.03621290211310408	2.947400640369992	0.07177536314869953
FLT1	SETD2	2	0.03640492813706342	2.937676721028169	0.07177536314869953
PTEN	SETD2	2	0.03640492813706342	2.937676721028169	0.07177536314869953
KMT2A	SETD2	2	0.03640492813706342	2.937676721028169	0.07177536314869953
RNF43	SMARCA4	6	0.036475168154574855	1.4400826287251711	0.07177536314869953
MEN1	PRKD1	2	0.03673965526793938	3.0292799223496623	0.07177536314869953
MEN1	TP53BP1	2	0.03673965526793938	3.0292799223496623	0.07177536314869953
KRAS	SMAD3	24	0.03677778246367605	inf	0.07177536314869953
LATS1	STAG2	1	0.036839634935060143	5.143865024001373	0.07177536314869953
ABL1	AKT3	1	0.036839634935060143	5.143865024001373	0.07177536314869953
AGO2	FLT3	1	0.036839634935060143	5.143865024001373	0.07177536314869953
JUN	LATS2	1	0.036839634935060143	5.143865024001373	0.07177536314869953
JUN	PARK2	1	0.036839634935060143	5.143865024001373	0.07177536314869953
AKT2	CARD11	1	0.036839634935060143	5.143865024001373	0.07177536314869953
AGO2	PARK2	1	0.036839634935060143	5.143865024001373	0.07177536314869953
AGO2	ETV6	1	0.036839634935060143	5.143865024001373	0.07177536314869953
AKT2	INPPL1	1	0.036839634935060143	5.143865024001373	0.07177536314869953
FGFR4	PARK2	1	0.036839634935060143	5.143865024001373	0.07177536314869953
BRCA1	PIK3CD	1	0.036839634935060143	5.143865024001373	0.07177536314869953
AKT3	TET1	1	0.036839634935060143	5.143865024001373	0.07177536314869953
CARD11	WT1	1	0.036839634935060143	5.143865024001373	0.07177536314869953
FLT3	PPP2R1A	1	0.036839634935060143	5.143865024001373	0.07177536314869953
FLT3	JUN	1	0.036839634935060143	5.143865024001373	0.07177536314869953
FLT3	NKX2-1	1	0.036839634935060143	5.143865024001373	0.07177536314869953
GATA2	LATS1	1	0.036839634935060143	5.143865024001373	0.07177536314869953
BRCA1	MYCN	1	0.036839634935060143	5.143865024001373	0.07177536314869953
ARHGAP35	CARD11	1	0.036839634935060143	5.143865024001373	0.07177536314869953
CARD11	WHSC1L1	1	0.036839634935060143	5.143865024001373	0.07177536314869953
DDR2	INPPL1	1	0.036839634935060143	5.143865024001373	0.07177536314869953
CARD11	NKX2-1	1	0.036839634935060143	5.143865024001373	0.07177536314869953
CARD11	PLCG2	1	0.036839634935060143	5.143865024001373	0.07177536314869953
CCND2	INPPL1	1	0.036839634935060143	5.143865024001373	0.07177536314869953
AKT3	NSD1	1	0.036839634935060143	5.143865024001373	0.07177536314869953
AKT3	MLL2	1	0.036839634935060143	5.143865024001373	0.07177536314869953
INPPL1	MAP3K1	1	0.036839634935060143	5.143865024001373	0.07177536314869953
ARHGAP35	INPPL1	1	0.036839634935060143	5.143865024001373	0.07177536314869953
BRCA1	CCND2	1	0.036839634935060143	5.143865024001373	0.07177536314869953
ARHGAP35	LATS2	1	0.036839634935060143	5.143865024001373	0.07177536314869953
BRCA1	EGFR	1	0.036839634935060143	5.143865024001373	0.07177536314869953
DDR2	LATS2	1	0.036839634935060143	5.143865024001373	0.07177536314869953
CARD11	MST1R	1	0.036839634935060143	5.143865024001373	0.07177536314869953
CARD11	MYCN	1	0.036839634935060143	5.143865024001373	0.07177536314869953
CARD11	PIK3R2	1	0.036839634935060143	5.143865024001373	0.07177536314869953
CSF3R	LATS2	1	0.036839634935060143	5.143865024001373	0.07177536314869953
INPPL1	MYCN	1	0.036839634935060143	5.143865024001373	0.07177536314869953
INPPL1	NKX2-1	1	0.036839634935060143	5.143865024001373	0.07177536314869953
INPPL1	NSD1	1	0.036839634935060143	5.143865024001373	0.07177536314869953
AKT3	CSF3R	1	0.036839634935060143	5.143865024001373	0.07177536314869953
INPPL1	MST1R	1	0.036839634935060143	5.143865024001373	0.07177536314869953
INPPL1	XPO1	1	0.036839634935060143	5.143865024001373	0.07177536314869953
AKT3	XPO1	1	0.036839634935060143	5.143865024001373	0.07177536314869953
FGFR4	FLT3	1	0.036839634935060143	5.143865024001373	0.07177536314869953
FGFR4	LATS2	1	0.036839634935060143	5.143865024001373	0.07177536314869953
INPPL1	WHSC1L1	1	0.036839634935060143	5.143865024001373	0.07177536314869953
AKT3	DDR2	1	0.036839634935060143	5.143865024001373	0.07177536314869953
INPPL1	TET1	1	0.036839634935060143	5.143865024001373	0.07177536314869953
LATS2	PPP2R1A	1	0.036839634935060143	5.143865024001373	0.07177536314869953
LATS2	PLCG2	1	0.036839634935060143	5.143865024001373	0.07177536314869953
LATS2	NSD1	1	0.036839634935060143	5.143865024001373	0.07177536314869953
LATS2	RARA	1	0.036839634935060143	5.143865024001373	0.07177536314869953
CARD11	CDKN1A	1	0.036839634935060143	5.143865024001373	0.07177536314869953
CARD11	CSF3R	1	0.036839634935060143	5.143865024001373	0.07177536314869953
FGFR4	INPPL1	1	0.036839634935060143	5.143865024001373	0.07177536314869953
ETV6	FGFR4	1	0.036839634935060143	5.143865024001373	0.07177536314869953
CARD11	GLI1	1	0.036839634935060143	5.143865024001373	0.07177536314869953
CARD11	GATA2	1	0.036839634935060143	5.143865024001373	0.07177536314869953
NKX2-1	PARK2	1	0.036839634935060143	5.143865024001373	0.07177536314869953
CARD11	MAP3K1	1	0.036839634935060143	5.143865024001373	0.07177536314869953
INPPL1	PIK3CD	1	0.036839634935060143	5.143865024001373	0.07177536314869953
INPPL1	PIK3R2	1	0.036839634935060143	5.143865024001373	0.07177536314869953
INPPL1	RARA	1	0.036839634935060143	5.143865024001373	0.07177536314869953
PARK2	TET1	1	0.036839634935060143	5.143865024001373	0.07177536314869953
FLT3	TET1	1	0.036839634935060143	5.143865024001373	0.07177536314869953
PARK2	PPP2R1A	1	0.036839634935060143	5.143865024001373	0.07177536314869953
LATS2	XPO1	1	0.036839634935060143	5.143865024001373	0.07177536314869953
EGFR	INPPL1	1	0.036839634935060143	5.143865024001373	0.07177536314869953
ABL1	CARD11	1	0.036839634935060143	5.143865024001373	0.07177536314869953
KDM5C	RXRA	1	0.03685098573013245	5.17537943153442	0.07177536314869953
MSH3	SPEN	1	0.03685098573013245	5.17537943153442	0.07177536314869953
EPHA3	TCF3	1	0.03685098573013245	5.17537943153442	0.07177536314869953
EPHA3	HNF1A	1	0.03685098573013245	5.17537943153442	0.07177536314869953
EPHA3	PAK7	1	0.03685098573013245	5.17537943153442	0.07177536314869953
EPHA3	RECQL	1	0.03685098573013245	5.17537943153442	0.07177536314869953
EPHA3	RASA1	1	0.03685098573013245	5.17537943153442	0.07177536314869953
ARAF	NF1	1	0.03685098573013245	5.17537943153442	0.07177536314869953
RASA1	SPEN	1	0.03685098573013245	5.17537943153442	0.07177536314869953
FUBP1	KDM5C	1	0.03685098573013245	5.17537943153442	0.07177536314869953
IGF1R	TERT	1	0.03685098573013245	5.17537943153442	0.07177536314869953
CTR9	EPHA3	1	0.03685098573013245	5.17537943153442	0.07177536314869953
EPHA3	MSH3	1	0.03685098573013245	5.17537943153442	0.07177536314869953
MSH2	SPEN	1	0.03685098573013245	5.17537943153442	0.07177536314869953
PAK7	TERT	1	0.03685098573013245	5.17537943153442	0.07177536314869953
HIST1H3B	KDM5C	1	0.03685098573013245	5.17537943153442	0.07177536314869953
RECQL	SPEN	1	0.03685098573013245	5.17537943153442	0.07177536314869953
KDM5C	PRDM1	1	0.03685098573013245	5.17537943153442	0.07177536314869953
NF1	PIK3C3	1	0.03685098573013245	5.17537943153442	0.07177536314869953
PRDM1	TERT	1	0.03685098573013245	5.17537943153442	0.07177536314869953
SPEN	UPF1	1	0.03685098573013245	5.17537943153442	0.07177536314869953
SPEN	TCF3	1	0.03685098573013245	5.17537943153442	0.07177536314869953
RHOA	TERT	1	0.03685098573013245	5.17537943153442	0.07177536314869953
HNF1A	SPEN	1	0.03685098573013245	5.17537943153442	0.07177536314869953
FUBP1	TERT	1	0.03685098573013245	5.17537943153442	0.07177536314869953
KDM5C	RHOA	1	0.03685098573013245	5.17537943153442	0.07177536314869953
CTR9	SPEN	1	0.03685098573013245	5.17537943153442	0.07177536314869953
EPHA3	MSH2	1	0.03685098573013245	5.17537943153442	0.07177536314869953
EPHA3	IKBKE	1	0.03685098573013245	5.17537943153442	0.07177536314869953
ERCC5	SPEN	1	0.03685098573013245	5.17537943153442	0.07177536314869953
CBL	SPEN	1	0.03685098573013245	5.17537943153442	0.07177536314869953
CIC	RBM10	2	0.03745613887252515	2.969626350956481	0.07239329766158192
RBM10	TSC1	2	0.03745613887252515	2.969626350956481	0.07239329766158192
PTPRD	TP53	15	0.037701956332508106	2.5524119285773583	0.07239329766158192
PTPRT	ZFHX3	2	0.03781182239679989	2.9027429309187815	0.07239329766158192
KMT2C	PREX2	3	0.03789719494779783	2.1859603516796424	0.07239329766158192
ERG	SMAD4	4	0.03816919926299883	2.3526891226110336	0.07239329766158192
ESR1	SMAD4	4	0.03816919926299883	2.3526891226110336	0.07239329766158192
BCOR	NOTCH1	2	0.03845368322931633	2.9059654945566926	0.07239329766158192
BCOR	NTRK3	2	0.03845368322931633	2.9059654945566926	0.07239329766158192
RPTOR	TP53BP1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
NOTCH2	TP53BP1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
FH	MDC1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
FH	JAK2	1	0.03864556061955692	5.050755619609892	0.07239329766158192
FH	RPTOR	1	0.03864556061955692	5.050755619609892	0.07239329766158192
FH	POLD1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
AXL	TP53BP1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
BRD4	IKZF1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
PGBD5	PRKD1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
TP53BP1	WHSC1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
TOP1	TP53BP1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
MSH6	TRAF7	1	0.03864556061955692	5.050755619609892	0.07239329766158192
MSH6	RPTOR	1	0.03864556061955692	5.050755619609892	0.07239329766158192
ESR1	NCOR1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
PALB2	TRAF2	1	0.03864556061955692	5.050755619609892	0.07239329766158192
MSH6	PDGFRA	1	0.03864556061955692	5.050755619609892	0.07239329766158192
CUL3	HGF	1	0.03864556061955692	5.050755619609892	0.07239329766158192
CUL3	FGFR1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
CUL3	ESR1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
CUL3	PDGFRB	1	0.03864556061955692	5.050755619609892	0.07239329766158192
CUL3	NOTCH4	1	0.03864556061955692	5.050755619609892	0.07239329766158192
CUL3	NFE2L2	1	0.03864556061955692	5.050755619609892	0.07239329766158192
CUL3	MDC1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
ERBB2	PDGFRB	1	0.03864556061955692	5.050755619609892	0.07239329766158192
ERBB2	JAK2	1	0.03864556061955692	5.050755619609892	0.07239329766158192
CUL3	PRKCI	1	0.03864556061955692	5.050755619609892	0.07239329766158192
ERBB2	ERG	1	0.03864556061955692	5.050755619609892	0.07239329766158192
PIK3R1	WHSC1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
MAP3K13	RAD50	1	0.03864556061955692	5.050755619609892	0.07239329766158192
MDC1	NCOR1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
MDC1	MSH6	1	0.03864556061955692	5.050755619609892	0.07239329766158192
ESR1	IKZF1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
DICER1	WHSC1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
AXL	IKZF1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
ESR1	TP53BP1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
ESR1	RAD50	1	0.03864556061955692	5.050755619609892	0.07239329766158192
ESR1	PRKD1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
FGFR1	NCOR1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
NOTCH2	PIK3R1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
ERG	TP53BP1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
FGFR1	IKZF1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
RECQL4	TP53BP1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
PIK3R1	PRKAR1A	1	0.03864556061955692	5.050755619609892	0.07239329766158192
IKZF1	NOTCH4	1	0.03864556061955692	5.050755619609892	0.07239329766158192
PIK3R1	TRAF2	1	0.03864556061955692	5.050755619609892	0.07239329766158192
PIK3R1	TOP1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
PIK3R1	SMAD2	1	0.03864556061955692	5.050755619609892	0.07239329766158192
IKZF1	SMAD2	1	0.03864556061955692	5.050755619609892	0.07239329766158192
IKZF1	PRKAR1A	1	0.03864556061955692	5.050755619609892	0.07239329766158192
DICER1	RECQL4	1	0.03864556061955692	5.050755619609892	0.07239329766158192
AXL	NCOR1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
CSF1R	TP53BP1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
CSF1R	RAD50	1	0.03864556061955692	5.050755619609892	0.07239329766158192
CSF1R	PRKD1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
MSH6	NOTCH4	1	0.03864556061955692	5.050755619609892	0.07239329766158192
IKZF1	JAK2	1	0.03864556061955692	5.050755619609892	0.07239329766158192
IKZF1	PDGFRB	1	0.03864556061955692	5.050755619609892	0.07239329766158192
NCOR1	NOTCH4	1	0.03864556061955692	5.050755619609892	0.07239329766158192
IKZF1	POLD1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
IKZF1	PGBD5	1	0.03864556061955692	5.050755619609892	0.07239329766158192
PIK3CG	SMAD2	1	0.03864556061955692	5.050755619609892	0.07239329766158192
IKZF1	MDC1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
PIK3CG	RPTOR	1	0.03864556061955692	5.050755619609892	0.07239329766158192
PDGFRB	PIK3CG	1	0.03864556061955692	5.050755619609892	0.07239329766158192
ERG	RAD50	1	0.03864556061955692	5.050755619609892	0.07239329766158192
PDGFRA	TP53BP1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
NCOR1	PRKCI	1	0.03864556061955692	5.050755619609892	0.07239329766158192
NCOR1	PGBD5	1	0.03864556061955692	5.050755619609892	0.07239329766158192
NCOR1	PDGFRB	1	0.03864556061955692	5.050755619609892	0.07239329766158192
NOTCH4	RAD50	1	0.03864556061955692	5.050755619609892	0.07239329766158192
NOTCH4	PRKD1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
PDGFRB	PIK3R1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
AXL	CUL3	1	0.03864556061955692	5.050755619609892	0.07239329766158192
FGFR1	TP53BP1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
FGFR1	RAD50	1	0.03864556061955692	5.050755619609892	0.07239329766158192
BAP1	PRKD1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
CSF1R	NCOR1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
FGFR1	PRKD1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
MDC1	RAD50	1	0.03864556061955692	5.050755619609892	0.07239329766158192
MDC1	PRKD1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
MDC1	PIK3R1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
PDGFRB	RAD50	1	0.03864556061955692	5.050755619609892	0.07239329766158192
PDGFRB	PRKD1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
ESR1	PIK3R1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
CSF1R	IKZF1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
AXL	RAD50	1	0.03864556061955692	5.050755619609892	0.07239329766158192
AXL	PRKD1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
CSF1R	CUL3	1	0.03864556061955692	5.050755619609892	0.07239329766158192
HGF	IKZF1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
BRD4	FH	1	0.03864556061955692	5.050755619609892	0.07239329766158192
BRD4	CUL3	1	0.03864556061955692	5.050755619609892	0.07239329766158192
KIT	PIK3CG	1	0.03864556061955692	5.050755619609892	0.07239329766158192
BRD4	RAD50	1	0.03864556061955692	5.050755619609892	0.07239329766158192
BRD4	PRKD1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
JAK2	PIK3R1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
JAK2	PIK3CG	1	0.03864556061955692	5.050755619609892	0.07239329766158192
HLA-A	PIK3R1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
ERG	PIK3R1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
ERG	PIK3CG	1	0.03864556061955692	5.050755619609892	0.07239329766158192
FH	PDGFRA	1	0.03864556061955692	5.050755619609892	0.07239329766158192
FH	NOTCH4	1	0.03864556061955692	5.050755619609892	0.07239329766158192
BRD4	NCOR1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
BRD4	MSH6	1	0.03864556061955692	5.050755619609892	0.07239329766158192
PDGFRB	TP53BP1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
HGF	PRKD1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
PGBD5	TP53BP1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
HGF	TP53BP1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
HGF	RAD50	1	0.03864556061955692	5.050755619609892	0.07239329766158192
HGF	NCOR1	1	0.03864556061955692	5.050755619609892	0.07239329766158192
ARID2	KMT2A	2	0.039042557852809	2.877859707116915	0.07239329766158192
ERF	IRS1	1	0.03924678290810004	5.02100827621584	0.07239329766158192
ERF	NTRK1	1	0.03924678290810004	5.02100827621584	0.07239329766158192
ERF	INSR	1	0.03924678290810004	5.02100827621584	0.07239329766158192
ERF	INPP4A	1	0.03924678290810004	5.02100827621584	0.07239329766158192
ERF	TBX3	1	0.03924678290810004	5.02100827621584	0.07239329766158192
ERF	MET	1	0.03924678290810004	5.02100827621584	0.07239329766158192
ERF	SRC	1	0.03924678290810004	5.02100827621584	0.07239329766158192
BLM	CASP8	1	0.03924678290810004	5.02100827621584	0.07239329766158192
ATR	BTK	1	0.03924678290810004	5.02100827621584	0.07239329766158192
BLM	IRS2	1	0.03924678290810004	5.02100827621584	0.07239329766158192
BLM	ERF	1	0.03924678290810004	5.02100827621584	0.07239329766158192
BLM	TBX3	1	0.03924678290810004	5.02100827621584	0.07239329766158192
IRS1	MET	1	0.03924678290810004	5.02100827621584	0.07239329766158192
MET	NTRK1	1	0.03924678290810004	5.02100827621584	0.07239329766158192
BTK	MET	1	0.03924678290810004	5.02100827621584	0.07239329766158192
BTK	ERF	1	0.03924678290810004	5.02100827621584	0.07239329766158192
INPP4A	NCOA3	1	0.03924678290810004	5.02100827621584	0.07239329766158192
INPP4A	INSR	1	0.03924678290810004	5.02100827621584	0.07239329766158192
CASP8	ERF	1	0.03924678290810004	5.02100827621584	0.07239329766158192
INSR	TBX3	1	0.03924678290810004	5.02100827621584	0.07239329766158192
CASP8	TBX3	1	0.03924678290810004	5.02100827621584	0.07239329766158192
FANCA	TBX3	1	0.03924678290810004	5.02100827621584	0.07239329766158192
IRS1	NTRK1	1	0.03924678290810004	5.02100827621584	0.07239329766158192
IRS1	MTOR	1	0.03924678290810004	5.02100827621584	0.07239329766158192
SRC	TGFBR2	2	0.039689369476008915	2.9981202667817772	0.07239329766158192
NTRK2	TGFBR2	2	0.039689369476008915	2.9981202667817772	0.07239329766158192
MAP2K2	TET2	1	0.039872155787440695	5.048940908627363	0.07239329766158192
RASA1	SOX9	1	0.039872155787440695	5.048940908627363	0.07239329766158192
RECQL	SOX9	1	0.039872155787440695	5.048940908627363	0.07239329766158192
PARP1	ROS1	1	0.039872155787440695	5.048940908627363	0.07239329766158192
ARAF	MED12	1	0.039872155787440695	5.048940908627363	0.07239329766158192
FUBP1	ROS1	1	0.039872155787440695	5.048940908627363	0.07239329766158192
ATXN7	DOT1L	1	0.039872155787440695	5.048940908627363	0.07239329766158192
CBL	SOX9	1	0.039872155787440695	5.048940908627363	0.07239329766158192
CTR9	SOX9	1	0.039872155787440695	5.048940908627363	0.07239329766158192
CBL	DOT1L	1	0.039872155787440695	5.048940908627363	0.07239329766158192
APLNR	DOT1L	1	0.039872155787440695	5.048940908627363	0.07239329766158192
AR	FGF3	1	0.039872155787440695	5.048940908627363	0.07239329766158192
AR	FUBP1	1	0.039872155787440695	5.048940908627363	0.07239329766158192
HNF1A	ROS1	1	0.039872155787440695	5.048940908627363	0.07239329766158192
DOT1L	IGF1R	1	0.039872155787440695	5.048940908627363	0.07239329766158192
DOT1L	FUBP1	1	0.039872155787440695	5.048940908627363	0.07239329766158192
IGF1R	ROS1	1	0.039872155787440695	5.048940908627363	0.07239329766158192
MED12	MSH2	1	0.039872155787440695	5.048940908627363	0.07239329766158192
DOT1L	TP63	1	0.039872155787440695	5.048940908627363	0.07239329766158192
TET2	TP63	1	0.039872155787440695	5.048940908627363	0.07239329766158192
MED12	RXRA	1	0.039872155787440695	5.048940908627363	0.07239329766158192
DOT1L	RECQL	1	0.039872155787440695	5.048940908627363	0.07239329766158192
AR	RAD54L	1	0.039872155787440695	5.048940908627363	0.07239329766158192
AR	PARP1	1	0.039872155787440695	5.048940908627363	0.07239329766158192
AR	BARD1	1	0.039872155787440695	5.048940908627363	0.07239329766158192
