Cluster_ID	Gene_set	Term	Overlap	P-value	Adjusted P-value	Genes
0	KEGG_2021_Human	Human T-cell leukemia virus 1 infection	5/219	1.8283780835550763e-08	7.888549032328113e-07	CDKN2B;SMAD4;CDKN2A;KRAS;TP53
0	KEGG_2021_Human	Chronic myeloid leukemia	4/76	2.390469403735792e-08	7.888549032328113e-07	SMAD4;CDKN2A;KRAS;TP53
0	KEGG_2021_Human	Pancreatic cancer	4/76	2.390469403735792e-08	7.888549032328113e-07	SMAD4;CDKN2A;KRAS;TP53
0	Reactome_Pathways_2024	Transcriptional Regulation by RUNX3	4/86	3.948762548112017e-08	1.2359626775590616e-05	SMAD4;CDKN2A;KRAS;TP53
0	GO_Biological_Process_2021	negative regulation of phosphate metabolic process (GO:0045936)	3/22	9.660837738351323e-08	2.6567303780466136e-05	CDKN2B;CDKN2A;TP53
0	KEGG_2021_Human	Cell cycle	4/124	1.7312328021919197e-07	4.284801185425002e-06	CDKN2B;SMAD4;CDKN2A;TP53
0	KEGG_2021_Human	Gastric cancer	4/149	3.620966874881797e-07	7.169514412265957e-06	CDKN2B;SMAD4;KRAS;TP53
0	Reactome_Pathways_2024	Oncogene Induced Senescence	3/35	4.093939977621058e-07	6.407016064976956e-05	CDKN2B;CDKN2A;TP53
0	KEGG_2021_Human	Cellular senescence	4/156	4.352760137134851e-07	7.182054226272504e-06	CDKN2B;CDKN2A;KRAS;TP53
0	KEGG_2021_Human	Hepatocellular carcinoma	4/168	5.856898907828051e-07	8.240435701023789e-06	SMAD4;CDKN2A;KRAS;TP53
0	KEGG_2021_Human	Bladder cancer	3/41	6.658937940221244e-07	8.240435701023789e-06	CDKN2A;KRAS;TP53
0	KEGG_2021_Human	Viral carcinogenesis	4/203	1.247579832465319e-06	1.372337815711851e-05	CDKN2B;CDKN2A;KRAS;TP53
0	KEGG_2021_Human	Pathways in cancer	5/531	1.4934793554305707e-06	1.478544561876265e-05	CDKN2B;SMAD4;CDKN2A;KRAS;TP53
0	KEGG_2021_Human	Melanoma	3/72	3.6996514820895287e-06	3.052212472723861e-05	CDKN2A;KRAS;TP53
0	KEGG_2021_Human	Non-small cell lung cancer	3/72	3.6996514820895287e-06	3.052212472723861e-05	CDKN2A;KRAS;TP53
0	Reactome_Pathways_2024	RUNX3 Regulates CDKN1A Transcription	2/7	3.775499332228468e-06	0.0003939104303291701	SMAD4;TP53
0	KEGG_2021_Human	Glioma	3/75	4.185956056867304e-06	3.187766535614332e-05	CDKN2A;KRAS;TP53
0	KEGG_2021_Human	Colorectal cancer	3/86	6.328493251574592e-06	4.475148799327747e-05	SMAD4;KRAS;TP53
0	GO_Molecular_Function_2021	cyclin-dependent protein serine/threonine kinase inhibitor activity (GO:0004861)	2/10	8.084763760961904e-06	0.0004365772430919428	CDKN2B;CDKN2A
0	Reactome_Pathways_2024	RUNX3 Regulates p14-ARF	2/10	8.084763760961904e-06	0.0005179577043654074	CDKN2A;KRAS
0	Reactome_Pathways_2024	Oxidative Stress Induced Senescence	3/94	8.274084734271683e-06	0.0005179577043654074	CDKN2B;CDKN2A;TP53
0	GO_Biological_Process_2021	replicative senescence (GO:0090399)	2/12	1.1852169299324696e-05	0.0010886474350695	CDKN2A;TP53
0	GO_Biological_Process_2021	small GTPase mediated signal transduction (GO:0007264)	3/106	1.1876153837122233e-05	0.0010886474350695	CDKN2A;KRAS;TP53
0	Reactome_Pathways_2024	Gene Expression (Transcription)	6/1615	1.8638978487884e-05	0.0009723333777846153	CDKN2B;SMAD4;CDKN2A;KRAS;TP53;KDM6A
0	GO_Biological_Process_2021	negative regulation of cell growth (GO:0030308)	3/126	1.9947642475287097e-05	0.0010971203361407	SMAD4;CDKN2A;TP53
0	GO_Biological_Process_2021	negative regulation of growth (GO:0045926)	3/126	1.9947642475287097e-05	0.0010971203361407	SMAD4;CDKN2A;TP53
0	KEGG_2021_Human	FoxO signaling pathway	3/131	2.2413205269308675e-05	0.00014792715477743724	CDKN2B;SMAD4;KRAS
0	GO_Biological_Process_2021	Ras protein signal transduction (GO:0007265)	3/142	2.852708622465389e-05	0.0013074914519633	CDKN2A;KRAS;TP53
0	Reactome_Pathways_2024	Diseases of Signal Transduction by Growth Factor Receptors and Second Messengers	4/451	2.93861711521911e-05	0.0013139816529479	RNF43;SMAD4;KRAS;TP53
