Cluster_ID	Gene_set	Term	Overlap	P-value	Adjusted P-value	Genes
0	KEGG_2021_Human	Pathways in cancer	31/531	2.4617765610227983e-22	4.726610997163772e-20	RB1;NOTCH2;FH;FLT3;PTEN;PIK3R3;CXCR4;FGF3;NRAS;RXRA;TERT;MYC;PLCG2;EP300;MAPK1;NKX3-1;PDGFRB;MAP2K2;IFNGR1;CDKN2A;HGF;STAT3;MITF;AXIN2;VEGFA;AR;MSH2;MSH3;MDM2;TP53;NFE2L2
0	Reactome_Pathways_2024	Signal Transduction	54/2613	5.342485776273767e-18	4.738784883554831e-15	PTPRS;FLT3;PTEN;TNFAIP3;IKZF1;FGF3;PREX2;SOX2;XPO1;MYC;NUF2;EP300;PDGFRB;RNF43;PRKCI;MAP2K2;FBXW7;EED;HGF;GAB1;RRAS2;AXIN2;AR;MYCN;ELF3;RASA1;PGR;PIK3C3;TP53;NOTCH2;KMT2D;CBFB;SRC;PIK3R3;CXCR4;GATA3;MST1R;NRAS;RXRA;TERT;PLCG2;MAPK1;EIF4E;LYN;NTRK2;STAT3;VEGFA;CDK8;REST;MDM2;TCF3;TEK;INHA;EZH2
0	GO_Biological_Process_2021	regulation of gene expression (GO:0010468)	36/1079	6.415023310102426e-18	1.1919113310170307e-14	RB1;NOTCH2;KMT2D;PIK3R3;ALOX12B;GATA3;BRCA1;FGF3;AURKA;SOX2;TERT;MYC;PLCG2;EP300;MAPK1;KDM6A;NKX3-1;LYN;NTRK2;MAP2K2;FBXW7;IFNGR1;STAT3;MITF;SMARCA2;PHOX2B;VEGFA;AR;REST;MYCN;FUBP1;PGR;TCF3;TP53;EZH2;NFE2L2
0	KEGG_2021_Human	Hepatocellular carcinoma	18/168	7.622068330730388e-18	7.317185597501171e-16	RB1;PBRM1;SMARCB1;MAP2K2;CDKN2A;HGF;PTEN;GAB1;PIK3R3;AXIN2;SMARCA2;NRAS;TERT;MYC;PLCG2;MAPK1;TP53;NFE2L2
0	KEGG_2021_Human	Melanoma	13/72	3.1555697226946052e-16	2.019564622524548e-14	RB1;PDGFRB;MAP2K2;CDKN2A;HGF;PTEN;PIK3R3;MITF;FGF3;NRAS;MDM2;MAPK1;TP53
0	Reactome_Pathways_2024	Generic Transcription Pathway	36/1230	4.04453638496028e-16	1.7937518867298844e-13	RB1;NOTCH2;KMT2D;SMARCB1;CBFB;SRC;KMT2C;PTEN;GATA3;BRCA1;AURKA;SOX2;MED12;XPO1;RXRA;MYC;SESN1;EP300;CTLA4;MAPK1;TP63;PBRM1;EED;CDKN2A;SMARCA2;VEGFA;AR;CDK8;REST;MSH2;MDM2;PGR;TCF3;TP53;ATR;EZH2
0	GO_Molecular_Function_2021	DNA binding (GO:0003677)	30/811	4.2304434513396916e-16	1.137989288410377e-13	KDM5A;KMT2D;SMARCB1;CBFB;IKZF1;GATA3;BRCA1;SOX2;RXRA;TERT;MYC;EP300;TP63;PMS1;NKX3-1;STAT3;FOXL2;SMARCA2;TBX3;RAD52;MYCN;MSH2;MSH3;FUBP1;PGR;ERCC5;TCF3;TOP1;TP53;NFE2L2
0	Reactome_Pathways_2024	RNA Polymerase II Transcription	37/1360	1.4381577777385317e-15	4.252153162846925e-13	RB1;NOTCH2;KMT2D;SMARCB1;CBFB;SRC;KMT2C;PTEN;GATA3;BRCA1;AURKA;SOX2;MED12;XPO1;RXRA;MYC;SESN1;EP300;CTLA4;MAPK1;TP63;PBRM1;EED;CDKN2A;SMARCA2;VEGFA;AR;CDK8;REST;MSH2;SRSF2;MDM2;PGR;TCF3;TP53;ATR;EZH2
0	Reactome_Pathways_2024	Diseases of Signal Transduction by Growth Factor Receptors and Second Messengers	23/451	2.248337036328668e-15	4.985687378058821e-13	RB1;PDGFRB;LYN;RNF43;NTRK2;MAP2K2;FBXW7;FLT3;SRC;HGF;STAT3;PTEN;GAB1;PIK3R3;FGF3;ETV6;CDK8;NRAS;MYC;MDM2;EP300;MAPK1;TP53
0	Reactome_Pathways_2024	Disease	45/2131	5.5146485772226756e-15	9.782986575993028e-13	RB1;NOTCH2;FLT3;SRC;PTEN;PIK3R3;CXCR4;BRCA1;FGF3;MED12;CD79A;NRAS;XPO1;MYC;PLCG2;EP300;MAPK1;B2M;MUTYH;PDGFRB;LYN;RNF43;NTRK2;MAP2K2;FBXW7;EED;IFNGR1;CDKN2A;HGF;IDH1;STAT3;HLA-B;GAB1;ETV6;VEGFA;CDK8;REST;MSH2;MSH3;MDM2;PIK3C3;TP53;ATR;EZH2;NFE2L2
