Cluster_ID	Gene
0	ATRX
0	EP300
0	KMT2B
0	KMT2C
0	KMT2D
0	MED12
0	MSH3
0	MYOD1
0	PTPRD
0	RAD54L
1	AMER1
1	CDKN1B
1	CTNNB1
1	FLCN
1	KRAS
1	MYD88
1	PIK3CA
1	STAT3
2	BAP1
2	SMAD2
2	SMAD3
