Metodo	Cluster_ID	Gene
Leiden	0	PIK3CB
Leiden	0	PGR
Leiden	0	GRIN2A
Leiden	0	NCOA3
Leiden	0	PIK3R1
Leiden	0	SETD2
Leiden	0	ALOX12B
Leiden	0	WHSC1
Leiden	0	ERCC3
Leiden	0	IGF1
Leiden	0	PLK2
Leiden	0	ETV6
Leiden	0	XPO1
Leiden	0	FYN
Leiden	0	NKX2-1
Leiden	0	YES1
Leiden	0	RNF43
Leiden	0	KDM5A
Leiden	0	GATA3
Leiden	0	PIK3R2
Leiden	0	PDGFRA
Leiden	0	INPP4B
Leiden	0	USP8
Leiden	0	ATM
Leiden	0	BLM
Leiden	0	KDR
Leiden	0	AXIN1
Leiden	0	AR
Leiden	0	NOTCH4
Leiden	0	ROS1
Leiden	0	MET
Leiden	0	RAF1
Leiden	0	RICTOR
Leiden	0	BRAF
Leiden	0	ERBB4
Leiden	0	ETV1
Leiden	0	VTCN1
Leiden	0	PAK7
Leiden	0	PTPRS
Leiden	0	PIK3C3
Leiden	0	RASA1
Leiden	0	EP300
Leiden	0	MAP2K4
Leiden	0	ZRSR2
Leiden	0	BMPR1A
Leiden	0	INPP4A
Leiden	0	RAD50
Leiden	0	NTRK1
Leiden	0	PARK2
Leiden	0	NOTCH3
Leiden	0	TOP1
Leiden	0	EPHA5
Leiden	0	PPP2R1A
Leiden	0	LATS1
Leiden	0	ATRX
Leiden	0	RB1
Leiden	0	DIS3
Leiden	0	IGF1R
Leiden	0	CBL
Leiden	0	TET2
Leiden	0	ATR
Leiden	0	DDR2
Leiden	0	ERF
Leiden	0	PARP1
Leiden	0	SESN3
Leiden	0	CASP8
Leiden	0	NPM1
Leiden	0	DOT1L
Leiden	0	PBRM1
Leiden	0	EZH2
Leiden	1	TEK
Leiden	1	RPTOR
Leiden	1	BARD1
Leiden	1	ETAA1
Leiden	1	PAX5
Leiden	1	UPF1
Leiden	1	SETDB1
Leiden	1	MAP3K1
Leiden	1	FH
Leiden	1	MDM4
Leiden	1	BRCA1
Leiden	1	EIF4A2
Leiden	1	PREX2
Leiden	1	JAK2
Leiden	1	SPEN
Leiden	1	SLX4
Leiden	1	AGO2
Leiden	1	PIK3CG
Leiden	1	KMT2A
Leiden	1	EPHA7
Leiden	1	CTR9
Leiden	1	FGFR1
Leiden	1	ALB
Leiden	1	IRS1
Leiden	1	CCND2
Leiden	1	ALK
Leiden	1	MLH1
Leiden	1	NOTCH2
Leiden	1	ERG
Leiden	1	ERBB2
Leiden	1	RTEL1-TNFRSF6B
Leiden	1	NF1
Leiden	1	MUTYH
Leiden	1	RFWD2
Leiden	1	MST1R
Leiden	1	RET
Leiden	1	TP53BP1
Leiden	1	MSH6
Leiden	1	PIK3C2G
Leiden	1	NTRK3
Leiden	1	MYOD1
Leiden	1	NOTCH1
Leiden	1	POLD1
