Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reactome_2022	Generic Transcription Pathway R-HSA-212436	10/1190	3.171059671441104e-11	7.99107037203158e-09	0	0	79.69491525423729	1926.574385186052	SMAD4;CDKN2A;KMT2C;ABL1;EP300;ATM;BRCA1;ARID1A;TP53;SMARCA4
KEGG_2021_Human	Cell cycle	6/124	4.504919112958996e-11	3.6489844814967863e-09	0	0	168.38983050847455	4011.595738545434	SMAD4;CDKN2A;ABL1;EP300;ATM;TP53
GO_Biological_Process_2021	intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)	5/51	6.885262709985521e-11	3.76623870236208e-08	0	0	309.6583850931677	7245.712882512669	ABL1;EP300;ATM;BRCA1;TP53
Reactome_2022	RNA Polymerase II Transcription R-HSA-73857	10/1312	8.346660004803342e-11	1.0516791606052211e-08	0	0	71.75883256528418	1665.2766985172425	SMAD4;CDKN2A;KMT2C;ABL1;EP300;ATM;BRCA1;ARID1A;TP53;SMARCA4
Reactome_2022	Gene Expression (Transcription) R-HSA-74160	10/1449	2.2310752300492314e-10	1.8741031932413543e-08	0	0	64.45100764419736	1432.3184153925597	SMAD4;CDKN2A;KMT2C;ABL1;EP300;ATM;BRCA1;ARID1A;TP53;SMARCA4
GO_Biological_Process_2021	positive regulation of transcription, DNA-templated (GO:0045893)	9/1183	1.6097283218426062e-09	4.402606960239529e-07	0	0	48.07666098807496	973.4177903762038	SMAD4;KMT2C;ABL1;EP300;ATM;BRCA1;ARID1A;TP53;SMARCA4
GO_Biological_Process_2021	positive regulation of transcription by RNA polymerase II (GO:0045944)	8/908	7.3665682067982264e-09	1.1713773708859907e-06	0	0	42.41777777777778	794.3286208763858	SMAD4;KMT2C;ABL1;EP300;ATM;BRCA1;TP53;SMARCA4
GO_Biological_Process_2021	regulation of cell cycle (GO:0051726)	6/296	8.565830865711083e-09	1.1713773708859907e-06	0	0	67.92413793103448	1261.7237850879208	CDKN2A;ABL1;EP300;ATM;BRCA1;TP53
KEGG_2021_Human	MicroRNAs in cancer	6/310	1.1287960826820444e-08	4.5716241348622806e-07	0	0	64.75	1184.894508754934	CDKN2A;ABL1;EP300;ATM;BRCA1;TP53
GO_Biological_Process_2021	regulation of transcription by RNA polymerase II (GO:0006357)	10/2206	1.3995568611903152e-08	1.531115206142205e-06	0	0	40.510018214936245	732.6044406082151	SMAD4;CDKN2A;KMT2C;ABL1;EP300;ATM;BRCA1;ARID1A;TP53;SMARCA4
