Gene_B	Co_Occurrence_Count	P_Value	Log2OR	P_Value_FDR	FDR
SPRED1	8	0.816468871059514	-0.42507351604515065	1.0	1.0
SPRTN	2	0.4155302881227743	0.9715949142705641	1.0	1.0
SRC	3	0.9918275842836618	-1.7003934192998986	1.0	1.0
SRSF2	5	0.7817558213796139	-0.409985535494043	1.0	1.0
STAG2	45	0.014665805629189642	0.6747501977205085	0.34131329464295895	0.34131329464295895
STAT3	7	0.9519305491053995	-0.8728461166962742	1.0	1.0
STAT5A	10	0.5384258853073307	0.04480608656552316	1.0	1.0
STAT5B	7	0.8847952134710763	-0.6188958237883951	1.0	1.0
STK11	305	1.463746149490467e-31	1.5953916695403243	7.494380285391191e-29	7.494380285391191e-29
STK19	1	0.995352188557887	-2.620527860704872	1.0	1.0
STK40	6	0.2524209368901502	0.7509067232391178	1.0	1.0
SUFU	7	0.10988038273704427	1.1974665887629903	1.0	1.0
SUZ12	6	0.9758671627237129	-1.0964148080048455	1.0	1.0
SYK	8	0.4782954541503727	0.16409947975809702	1.0	1.0
TAP1	4	0.9764382593754941	-1.2841825201671142	1.0	1.0
TAP2	5	0.9682454206401901	-1.1066742326380348	1.0	1.0
TBX3	51	0.34433680284069	0.12424341914147916	1.0	1.0
TCEB1	0	1.0	-10.0	1.0	1.0
TCF3	17	0.10501053834632462	0.6730278456515363	1.0	1.0
TCF7L2	7	0.8589695677641591	-0.5479042437317541	1.0	1.0
TEK	16	0.620340084757987	-0.07494433588191092	1.0	1.0
TERT	23	0.8773559093397004	-0.3718623682527535	1.0	1.0
TET1	38	0.7834162707366021	-0.19752503643336092	1.0	1.0
TET2	28	0.5461698641136687	-0.003639896355736838	1.0	1.0
TGFBR1	13	0.8746551914720133	-0.46415682598378877	1.0	1.0
TGFBR2	29	0.01723960356592316	0.8435298388300317	0.3602959523362268	0.3602959523362268
TMEM127	3	0.9013596564914566	-0.9070905394853391	1.0	1.0
TMPRSS2	10	0.4851595794841302	0.12341034833188701	1.0	1.0
TNFAIP3	14	0.1564793644565144	0.6135634534093034	1.0	1.0
TNFRSF14	4	0.8439177411647276	-0.6170105203826324	1.0	1.0
TOP1	6	0.9352046849201934	-0.8424645150969665	1.0	1.0
TP53	464	1.0	-1.5790855221528663	1.0	1.0
TP53BP1	21	0.32254160631311957	0.23721232763117692	1.0	1.0
TP63	27	0.6375515829683631	-0.08391046754501681	1.0	1.0
TRAF2	8	0.9307843029703828	-0.7362108491629141	1.0	1.0
TRAF7	18	0.23114961173345547	0.39048803924203285	1.0	1.0
TRIP13	1	0.8079883710333906	-0.6151368412003063	1.0	1.0
TSC1	15	0.8406961058991339	-0.3758023359957436	1.0	1.0
TSC2	21	0.9512456148999386	-0.5556233324722484	1.0	1.0
TSHR	27	0.1355856516433099	0.44839727934357004	1.0	1.0
U2AF1	51	1.73923799098659e-07	1.6845795422561247	1.7809797027702682e-05	1.7809797027702682e-05
UPF1	9	0.9223882398559603	-0.6732306420431385	1.0	1.0
USP8	1	0.8729404529307375	-1.0307723487948166	1.0	1.0
VEGFA	3	0.7759518727419796	-0.445860422745744	1.0	1.0
VHL	5	0.30029309807104965	0.7096881799133506	1.0	1.0
VTCN1	4	0.7508694274480395	-0.3527763680839475	1.0	1.0
WHSC1	18	0.342146881159211	0.23667213503587853	1.0	1.0
WHSC1L1	14	0.8468915443051765	-0.3973066318096145	1.0	1.0
WT1	32	0.3692130974202509	0.1410492533690868	1.0	1.0
WWTR1	6	0.6041356274711165	-0.029698352951719624	1.0	1.0
XIAP	9	0.5382524579526781	0.05329175979275579	1.0	1.0
XPO1	12	0.7115382434566516	-0.20158134797338342	1.0	1.0
XRCC2	7	0.5382809932707404	0.07779287335559681	1.0	1.0
YAP1	10	0.3756446673183777	0.29453809685585663	1.0	1.0
YES1	8	0.6484836920997796	-0.11781143284683782	1.0	1.0
ZFHX3	64	0.7497243941183569	-0.13490608822688585	1.0	1.0
ZNRF3	3	0.6342053980316069	-0.029625169109278336	1.0	1.0
ZRSR2	5	0.3814788903935953	0.4866970056980495	1.0	1.0
