Cluster_ID	Gene
0	APC
0	AXIN2
0	BRCA2
0	CUL3
0	DIS3
0	ERCC2
0	ETV6
0	FGF19
0	FGFR4
0	KDM5C
0	MED12
0	MGA
0	MST1R
0	NCOR1
0	NEGR1
0	NF1
0	NSD1
0	NTRK3
0	PAK1
0	PDGFRB
0	POLE
0	PPM1D
0	RB1
0	SLX4
0	TP53
1	AXL
1	CDKN2A
1	CREBBP
1	CTCF
1	DNMT3B
1	ERBB3
1	FYN
1	KEAP1
1	MEN1
1	MSH3
1	NBN
1	PALB2
1	SF3B1
1	SMARCA4
1	SMYD3
1	SPRED1
1	STK11
1	TSC2
1	UPF1
2	ATR
2	ATRX
2	CIC
2	CSF1R
2	DNMT3A
2	ETV1
2	FLT4
2	IKZF1
2	IRS2
2	NOTCH4
2	PDCD1
2	PTPRD
2	RBM10
2	RET
2	TET1
2	TGFBR2
2	TNFAIP3
2	U2AF1
3	ALK
3	BARD1
3	BCOR
3	FANCA
3	FAT1
3	FLT3
3	INHBA
3	KMT2B
3	MLL3
3	NTRK1
3	NTRK2
3	PBRM1
3	PIK3C2G
3	PRDM1
3	PRDM14
3	PTPRT
3	SH2B3
3	STAG2
4	BRAF
4	EP300
4	ERBB4
4	GRIN2A
4	KMT2D
4	LATS1
4	MET
4	NOTCH3
4	PIK3CA
4	ROS1
4	SETD2
4	SMO
4	TBX3
4	TERT
4	TP63
4	TSHR
4	ZFHX3
5	BTK
5	DOT1L
5	EPHA5
5	EPHB1
5	FLT1
5	HGF
5	INPP4B
5	KMT2C
5	MDC1
5	NUF2
5	PDGFRA
5	PIK3C3
5	PREX2
5	SMAD4
6	AMER1
6	ARID1A
6	BRIP1
6	EPHA3
6	KDR
6	KLF4
6	PIK3CG
6	WT1
7	ATM
7	PAK7
7	RPTOR
