Cluster_ID	Gene
0	ALB
0	ALK
0	ALOX12B
0	ARID1A
0	ARID2
0	ASXL2
0	BAP1
0	BRD4
0	CD79B
0	CREBBP
0	CSDE1
0	CSF3R
0	DIS3
0	DNAJB1
0	DNMT3A
0	EML4
0	EPHA3
0	EPHA7
0	ERCC5
0	FAM46C
0	FANCA
0	FBXW7
0	FOXP1
0	GATA2
0	HIST1H3D
0	IKBKE
0	INPPL1
0	JAK2
0	KNSTRN
0	MDC1
0	MGA
0	MITF
0	MLH1
0	MST1R
0	MTOR
0	MYOD1
0	NF2
0	NOTCH3
0	PALB2
0	PIK3C3
0	PPM1D
0	PTPN11
0	RYBP
0	SESN2
0	SETD2
0	SHQ1
0	SLX4
0	SMAD2
0	SPRED1
0	STAG2
0	TET2
0	TP53BP1
0	TSHR
0	VTCN1
0	ZFHX3
1	ABL1
1	AKT1
1	AMER1
1	AR
1	ARAF
1	ARID1B
1	BCOR
1	BTK
1	CALR
1	CD274
1	CRLF2
1	CYLD
1	DUSP4
1	E2F3
1	EIF1AX
1	ESR1
1	FGFR3
1	FGFR4
1	GATA1
1	IRS2
1	KDM5C
1	KDM6A
1	MED12
1	MRE11A
1	NCOA3
1	NKX3-1
1	NOTCH1
1	PAK7
1	PBRM1
1	PDCD1LG2
1	PPARG
1	PTPRS
1	PTPRT
1	RAC2
1	RBM10
1	RHOA
1	SOX9
1	TCF3
1	TSC1
1	U2AF1
1	WHSC1
1	ZRSR2
2	ANKRD11
2	APC
2	ATM
2	AXIN2
2	BRIP1
2	CARD11
2	CBFB
2	CD74
2	CDH1
2	CDK6
2	DAXX
2	DDR2
2	DNMT1
2	EPHB1
2	ERF
2	FH
2	FLT4
2	HGF
2	HIST1H3B
2	INPP4A
2	KMT2C
2	KMT2D
2	NFE2L2
2	NOTCH4
2	NSD1
2	NTRK3
2	PDCD1
2	PIK3C2G
2	PIK3CG
2	PMS2
2	PPP2R1A
2	PTPRD
2	RAC1
2	RASA1
2	RB1
2	RECQL
2	ROS1
2	RPTOR
2	STAT5B
2	TET1
2	TP53
3	AGO2
3	CBL
3	CCND2
3	CDKN1B
3	EP300
3	ERCC2
3	ETV6
3	FLT3
3	H3C14
3	HIST2H3C
3	HIST2H3D
3	HNF1A
3	JAK3
3	KDM5A
3	KLF4
3	LYN
3	MCL1
3	MLL2
3	MYC
3	NBN
3	NOTCH2
3	NRAS
3	NTRK1
3	NUF2
3	PARK2
3	PHOX2B
3	PRDM14
3	RAD21
3	RAD52
3	RECQL4
3	RIT1
3	SDHC
3	SETDB1
3	TCEB1
3	VEGFA
3	YES1
4	ATRX
4	BARD1
4	CDK4
4	CYSLTR2
4	ELF3
4	EPHA5
4	ERBB4
4	ERCC3
4	FOXO1
4	GLI1
4	GREM1
4	GRIN2A
4	H3F3C
4	IGF1
4	INPP4B
4	JUN
4	KMT2A
4	LATS1
4	LATS2
4	MDM2
4	MUTYH
4	NCOR1
4	NF1
4	PIK3CD
4	POLE
4	PREX2
4	PTCH1
4	RXRA
4	SCG5
4	SF3B1
4	SMAD4
4	SMO
4	TGFBR2
4	TSC2
5	AKT3
5	ARID5B
5	AXL
5	B2M
5	CD79A
5	DROSHA
5	ERBB3
5	ERCC4
5	FAT1
5	ID3
5	IL7R
5	INHBA
5	JAK1
5	NEGR1
5	PGR
5	RICTOR
5	RUNX1
5	SDHA
5	SESN1
5	SPEN
5	TERT
5	TRIP13
6	BIRC3
6	BRCA2
6	EGFR
6	HIST1H3G
6	IRF4
6	KDR
6	KIT
6	MSH6
6	MYCN
6	PDGFRA
6	POT1
6	REL
6	REST
6	TNFAIP3
6	WT1
6	XPO1
6	YAP1
7	ASXL1
7	BCL2L1
7	CCND1
7	CCND3
7	DNMT3B
7	EPCAM
7	FGF19
7	FGF3
7	FGF4
7	RPS6KB2
7	SRC
7	TOP1
7	TRAF2
8	ATR
8	BCL6
8	CRKL
8	CUL3
8	DCUN1D1
8	EIF4A2
8	MAP3K13
8	PIK3CA
8	PMS1
8	PRKCI
8	SOX2
8	TP63
8	WWTR1
9	CDKN2A
9	CDKN2Ap14ARF
9	CDKN2Ap16INK4A
9	CDKN2B
9	DICER1
9	FLT1
9	FOXL2
9	H3-4
9	MTAP
9	PIK3CB
9	RNF43
9	TEK
10	CSF1R
10	GATA3
10	IL10
10	IRS1
10	KEAP1
10	KRAS
10	SETD8
10	SMARCA4
10	SOX17
10	STK11
10	TBX3
11	AKT2
11	CCNE1
11	CEBPA
11	CTCF
11	FGFR1
11	KMT2B
11	MLL4
11	NSD3
11	NUP93
11	WHSC1L1
12	FOXA1
12	NFKBIA
12	NKX2-1
12	PRKD1
13	AURKA
13	GNAS
13	RTEL1
14	CDK12
14	ERBB2
14	PAK1
15	CTNNB1
15	DOT1L
16	MAP3K1
16	NTRK2
17	MET
17	SYK
