Cluster_ID	Gene	Degree_Centrality	Betweenness_Centrality	Closeness_Centrality
0	TP53	0.6667	0.6206	0.72
0	EPHA3	0.3611	0.177	0.5902
0	PTPRD	0.3056	0.052	0.5373
0	MDC1	0.25	0.0233	0.4557
0	ZFHX3	0.2222	0.1394	0.4557
0	NOTCH2	0.1944	0.0133	0.5143
0	PIK3CG	0.1944	0.0711	0.5143
0	AMER1	0.1389	0.0088	0.4865
0	BRCA1	0.1389	0.0207	0.4235
0	FLT4	0.1389	0.0034	0.4286
0	HGF	0.1389	0.0072	0.4932
0	IRS1	0.1389	0.0132	0.4865
0	KMT2B	0.1389	0.0047	0.4615
0	NTRK3	0.1111	0.0049	0.4286
0	PAK7	0.1111	0.005	0.45
0	PARK2	0.1111	0.0004	0.4865
0	RB1	0.1111	0.0099	0.48
0	SF3B1	0.1111	0.0028	0.48
0	AR	0.0833	0.0556	0.48
0	KMT2C	0.0833	0.0841	0.4932
0	TSHR	0.0833	0.0019	0.4138
0	B2M	0.0556	0.0	0.4337
0	CDKN2A	0.0556	0.0556	0.4337
0	EZH1	0.0556	0.0016	0.3789
0	KDM6A	0.0556	0.0	0.4444
0	MED12	0.0556	0.0	0.4286
0	NSD1	0.0556	0.0	0.4286
0	AXIN2	0.0278	0.0	0.4235
0	BRD4	0.0278	0.0	0.4235
0	DNMT3A	0.0278	0.0	0.4235
0	FOXP1	0.0278	0.0	0.3158
0	MLL	0.0278	0.0	0.3158
0	MRE11A	0.0278	0.0	0.3051
0	PRKD1	0.0278	0.0	0.4235
0	TET1	0.0278	0.0	0.4235
0	TET2	0.0278	0.0	0.3333
0	TP63	0.0278	0.0	0.3273
1	EPHA5	0.2903	0.3049	0.4306
1	GRIN2A	0.2903	0.5195	0.4844
1	RBM10	0.2258	0.4821	0.4627
1	EPHA7	0.1613	0.0746	0.3647
1	ATM	0.129	0.2946	0.3563
1	CIC	0.129	0.052	0.3827
1	EPHB1	0.129	0.0921	0.3333
1	ARID2	0.0968	0.1269	0.3444
1	ASXL2	0.0968	0.0817	0.3523
1	BCOR	0.0968	0.0499	0.378
1	CHEK2	0.0968	0.0198	0.378
1	NOTCH1	0.0968	0.0645	0.3523
1	ALK	0.0645	0.0645	0.2199
1	EP300	0.0645	0.1247	0.2743
1	FLT3	0.0645	0.0007	0.2844
1	JAK3	0.0645	0.0	0.2952
1	KIT	0.0645	0.0	0.369
1	NTRK1	0.0645	0.0258	0.3444
1	TSC1	0.0645	0.0	0.3444
1	BRIP1	0.0323	0.0	0.3039
1	BTK	0.0323	0.0	0.3039
1	CDK12	0.0323	0.0	0.1813
1	CSF1R	0.0323	0.0	0.2627
1	ERCC5	0.0323	0.0	0.2583
1	IL7R	0.0323	0.0	0.3298
1	MET	0.0323	0.0	0.2627
1	NCOR1	0.0323	0.0	0.252
1	NTRK2	0.0323	0.0	0.2583
1	ROS1	0.0323	0.0	0.3298
1	SMAD3	0.0323	0.0	0.3196
1	SMAD4	0.0323	0.0	0.265
1	WT1	0.0323	0.0	0.265
2	ARID1A	0.4583	0.5214	0.4898
2	NF1	0.2917	0.3403	0.4
2	MGA	0.25	0.2362	0.3934
2	NOTCH3	0.1667	0.0525	0.381
2	POLE	0.1667	0.2191	0.4211
2	ASXL1	0.125	0.1594	0.338
2	KDR	0.125	0.0876	0.4
2	SOX17	0.125	0.2634	0.48
2	BRCA2	0.0833	0.0136	0.338
2	INPP4B	0.0833	0.0683	0.4068
2	NF2	0.0833	0.0683	0.4068
