Cluster_ID	Gene
0	APC
0	ATR
0	BAP1
0	BRCA2
0	CIC
0	CREBBP
0	DICER1
0	ERBB3
0	FLT3
0	GRIN2A
0	KEAP1
0	KIT
0	LATS2
0	MED12
0	PIK3C2G
0	PREX2
0	SMARCA4
0	STAG2
0	STK11
0	TSC2
1	AMER1
1	ATRX
1	BRIP1
1	DIS3
1	EPHA3
1	EPHA5
1	EPHB1
1	ERCC5
1	FLT1
1	GLI1
1	HGF
1	MDC1
1	MTOR
1	PDCD1
1	PIK3C3
1	SOX17
1	U2AF1
2	ARID1B
2	AXIN2
2	BCOR
2	EPHA7
2	FLT4
2	KMT2C
2	MET
2	MGA
2	NF1
2	NOTCH2
2	NTRK3
2	PAK7
2	PIK3CA
2	POLE
2	PTPRD
2	SETD2
2	ZFHX3
3	CYLD
3	DNMT3A
3	DROSHA
3	ERBB4
3	FAT1
3	FGF19
3	GATA3
3	IKZF1
3	KMT2D
3	NSD1
3	PBRM1
3	PDGFRA
3	PGR
3	PRDM14
3	RASA1
3	RICTOR
3	TP53
4	ALK
4	ARID1A
4	ASXL2
4	ATM
4	BRCA1
4	BTK
4	CSF1R
4	EP300
4	ERCC2
4	FBXW7
4	NOTCH3
4	PALB2
4	RBM10
4	TET2
4	WT1
5	CDKN2A
5	DOT1L
5	KDM5A
5	KDR
5	MLL3
5	NKX2-1
5	NTRK1
5	PIK3CG
5	PTPRT
6	SMO
6	TP63
