Cluster_ID	Gene
0	ALK
0	ARID1B
0	ATM
0	BAP1
0	BCL6
0	BRCA1
0	CDK12
0	CIC
0	DROSHA
0	EP300
0	EPHA5
0	FAT1
0	FGF4
0	FGFR4
0	FLT3
0	FOXO1
0	GATA3
0	GRIN2A
0	IRS1
0	JAK3
0	KMT2B
0	KMT2D
0	LATS2
0	MAP3K1
0	MLL2
0	NBN
0	NF2
0	NFE2L2
0	NOTCH3
0	PAK1
0	PALB2
0	PARP1
0	PIK3C3
0	PPM1D
0	PRDM1
0	RPTOR
0	SMO
0	STAG2
0	WT1
1	AMER1
1	ASXL2
1	B2M
1	CBL
1	CYLD
1	DAXX
1	DNMT3A
1	ERBB4
1	FBXW7
1	FLT1
1	HGF
1	IKZF1
1	INPPL1
1	KDM5C
1	KIT
1	KMT2A
1	KMT2C
1	MRE11A
1	NEGR1
1	NSD1
1	NTRK1
1	NUF2
1	PBRM1
1	PDGFRA
1	PDGFRB
1	PLCG2
1	POLE
1	PTPN11
1	RB1
1	RBM10
1	RECQL4
1	SLX4
1	TGFBR1
1	TP53
2	ARID2
2	ATR
2	AXIN1
2	BLM
2	CARD11
2	CUL3
2	DIS3
2	EPHA3
2	EPHA7
2	EPHB1
2	ERCC2
2	ERCC5
2	FAM175A
2	FLT4
2	INPP4B
2	MDC1
2	NF1
2	NOTCH2
2	NTRK3
2	PAK7
2	PARK2
2	PIK3CG
2	PTPRD
2	SOX17
2	TSHR
2	XPO1
2	YAP1
3	ARID1A
3	BRIP1
3	CSF1R
3	DNMT1
3	EPAS1
3	ETV1
3	IRS2
3	KDR
3	MALT1
3	MTOR
3	NOTCH1
3	PDCD1
3	PGR
3	PIK3C2G
3	PMS1
3	PRKD1
3	PTEN
3	RET
3	SMAD4
3	TERT
3	TET1
3	TET2
3	TSC1
4	ATRX
4	AXIN2
4	BCOR
4	BRAF
4	CCND2
4	EGFR
4	FANCA
4	INHBA
4	KDM5A
4	KDM6A
4	MED12
4	MET
4	MSH6
4	MST1R
4	NOTCH4
4	NTRK2
4	PIK3CA
4	PIK3R1
4	PTPRT
4	SDHB
4	U2AF1
5	APC
5	BRCA2
5	CDKN2A
5	CREBBP
5	DDR2
5	DNMT3B
5	DOT1L
5	FGFR2
5	HNF1A
5	INSR
5	KEAP1
5	PRDM14
5	PREX2
5	REL
5	RFWD2
5	SF3B1
5	SMARCA4
5	STK11
5	TBX3
5	TSC2
6	ASXL1
6	BARD1
6	BTK
6	CHEK2
6	EZH1
6	FUBP1
6	GLI1
6	LATS1
6	MGA
6	PLK2
6	PPP2R1A
6	PTCH1
6	RASA1
6	ROS1
6	SETD2
6	SPEN
6	TP63
6	ZFHX3
