Metodo	Cluster_ID	Gene
Louvain	0	APC
Louvain	0	STAG2
Louvain	0	SOX17
Louvain	0	STK11
Louvain	0	SMARCA4
Louvain	0	KEAP1
Louvain	0	PTPRD
Louvain	0	FGFR2
Louvain	1	TP53
Louvain	1	NF2
Louvain	1	MTOR
Louvain	2	ATM
Louvain	2	TGFBR2
Louvain	3	RPTOR
Louvain	3	IL7R
Louvain	3	FAT1
Louvain	4	ERBB4
Louvain	4	NOTCH4
Louvain	4	IRS1
Louvain	4	RET
Louvain	4	TERT
Louvain	4	KMT2D
Louvain	5	INPP4B
Louvain	5	PTPRT
Louvain	5	NTRK3
Louvain	5	PIK3CG
Louvain	5	ARID1A
Louvain	5	KDM5A
Louvain	5	PGR
Louvain	6	MDC1
Louvain	6	SF3B1
Louvain	7	WT1
Louvain	7	POT1
Louvain	8	TSHR
Louvain	8	SETD2
Louvain	8	ZFHX3
