Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	enzyme linked receptor protein signaling pathway (GO:0007167)	8/140	3.1511278825415338e-12	1.6890045450422623e-09	0	0	75.16666666666667	1990.658426970362	ALK;PTPRT;PTPRD;PDGFRA;ERBB4;NTRK3;EPHB1;EPHA3
GO_Biological_Process_2021	regulation of kinase activity (GO:0043549)	6/94	1.152455318949078e-09	3.088580254783529e-07	0	0	75.33333333333333	1550.4632903331485	ALK;PDGFRA;ERBB4;NTRK3;EPHB1;EPHA3
GO_Biological_Process_2021	positive regulation of kinase activity (GO:0033674)	6/114	3.7169053239964267e-09	6.640870845540283e-07	0	0	61.32098765432099	1190.2633299927804	ALK;PDGFRA;ERBB4;NTRK3;EPHB1;EPHA3
GO_Biological_Process_2021	positive regulation of phosphorylation (GO:0042327)	7/253	1.3741427960013903e-08	1.5365868379519e-06	0	0	33.024868483978956	597.8442611857623	ALK;PDGFRA;ERBB4;NTRK3;HGF;EPHB1;EPHA3
GO_Biological_Process_2021	transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	8/404	1.4333832443581158e-08	1.5365868379519e-06	0	0	24.72222222222222	446.49923439180554	ALK;PTPRT;PDGFRA;ERBB4;NTRK3;HGF;EPHB1;EPHA3
GO_Biological_Process_2021	positive regulation of transferase activity (GO:0051347)	6/148	1.788177591512422e-08	1.5974386484177636e-06	0	0	46.55868544600939	830.5829123433186	ALK;PDGFRA;ERBB4;NTRK3;EPHB1;EPHA3
GO_Biological_Process_2021	histone H3-K4 monomethylation (GO:0097692)	3/8	8.467574531021557e-08	6.483742783753649e-06	0	0	570.6	9291.899544656286	KMT2D;KMT2C;KMT2B
GO_Biological_Process_2021	positive regulation of transcription, DNA-templated (GO:0045893)	10/1183	4.614368874307938e-07	3.091627145786318e-05	0	0	11.449884301546703	167.04145235506803	KMT2D;ZFHX3;ERBB4;KMT2C;HGF;KMT2B;ARID1A;GLI1;TP53;SMARCA4
GO_Biological_Process_2021	protein autophosphorylation (GO:0046777)	5/159	1.121513803228559e-06	6.679237761450087e-05	0	0	33.87218045112782	464.0770258979763	ALK;PDGFRA;STK11;ERBB4;EPHB1
KEGG_2021_Human	Hepatocellular carcinoma	5/168	1.471470475543656e-06	8.461871382946388e-05	0	0	31.98740716822732	429.5668344121706	HGF;KEAP1;ARID1A;TP53;SMARCA4
GO_Biological_Process_2021	positive regulation of nucleic acid-templated transcription (GO:1903508)	7/511	1.6187863600028085e-06	8.676694889615053e-05	0	0	15.908496732026144	212.1212522276755	ZFHX3;ERBB4;KMT2B;ARID1A;GLI1;TP53;SMARCA4
GO_Biological_Process_2021	regulation of cell population proliferation (GO:0042127)	8/764	1.8655911907378508e-06	9.090517074868074e-05	0	0	12.711640211640212	167.69110043386348	ALK;PDGFRA;KMT2D;STK11;ERBB4;NTRK3;GLI1;TP53
KEGG_2021_Human	Pathways in cancer	7/531	2.0893509587521945e-06	8.461871382946388e-05	0	0	15.28558599012124	199.91493752746635	ALK;PDGFRA;PTCH1;HGF;KEAP1;GLI1;TP53
Reactome_2022	Transcriptional Regulation By RUNX1 R-HSA-8878171	5/204	3.8156541105545935e-06	0.0008051030173270192	0	0	26.153134091510186	326.2969216517585	KMT2D;KMT2C;KMT2B;ARID1A;SMARCA4
GO_Biological_Process_2021	histone H3-K4 methylation (GO:0051568)	3/30	6.033858309199734e-06	0.00026951233781092145	0	0	105.55026455026454	1268.516156997622	KMT2D;KMT2C;KMT2B
Reactome_2022	Chromatin Modifying Enzymes R-HSA-3247509	5/238	8.084314202919251e-06	0.000852895148407981	0	0	22.298396205105036	261.4617376566152	KMT2D;KMT2C;KMT2B;ARID1A;SMARCA4
GO_Biological_Process_2021	protein phosphorylation (GO:0006468)	6/496	2.077244652215416e-05	0.0008564639489134332	0	0	13.25578231292517	142.92229577242006	ALK;PDGFRA;STK11;ERBB4;EPHB1;EPHA3
Reactome_2022	PKMTs Methylate Histone Lysines R-HSA-3214841	3/47	2.377813101282339e-05	0.0012184756788926	0	0	64.71428571428571	688.9964502733432	KMT2D;KMT2C;KMT2B
GO_Biological_Process_2021	histone H3-K4 dimethylation (GO:0044648)	2/7	2.88738312533813e-05	0.0011054552537008	0	0	363.1090909090909	3795.424957257872	KMT2D;KMT2B
Reactome_2022	GLI Proteins Bind Promoters Of Hh Responsive Genes To Promote Transcription R-HSA-5635851	2/7	2.88738312533813e-05	0.0012184756788926	0	0	363.1090909090909	3795.424957257872	PTCH1;GLI1
Reactome_2022	RUNX3 Regulates CDKN1A Transcription R-HSA-8941855	2/7	2.88738312533813e-05	0.0012184756788926	0	0	363.1090909090909	3795.424957257872	ZFHX3;TP53
GO_Biological_Process_2021	regulation of megakaryocyte differentiation (GO:0045652)	3/54	3.61734870774487e-05	0.0012925992715675	0	0	55.812324929971986	570.8029225903276	KMT2D;KMT2C;KMT2B
GO_Biological_Process_2021	peptidyl-tyrosine modification (GO:0018212)	3/56	4.036253222957771e-05	0.0013521448296908	0	0	53.700808625336926	543.323764430037	PDGFRA;ERBB4;EPHA3
Reactome_2022	Generic Transcription Pathway R-HSA-212436	8/1190	4.784950258368387e-05	0.0016827075075262	0	0	7.950084602368866	79.08306776960525	KMT2D;ZFHX3;STK11;KMT2C;KMT2B;ARID1A;TP53;SMARCA4
KEGG_2021_Human	PI3K-Akt signaling pathway	5/354	5.441168117477957e-05	0.0008682605438753941	0	0	14.799426934097422	145.31456226023994	PDGFRA;STK11;ERBB4;HGF;TP53
KEGG_2021_Human	Basal cell carcinoma	3/63	5.750476445862841e-05	0.0008682605438753941	0	0	47.41904761904762	462.9826406609123	PTCH1;GLI1;TP53
KEGG_2021_Human	Lysine degradation	3/63	5.750476445862841e-05	0.0008682605438753941	0	0	47.41904761904762	462.9826406609123	KMT2D;KMT2C;KMT2B
GO_Biological_Process_2021	negative regulation of telomerase activity (GO:0051974)	2/10	6.173695322587491e-05	0.0018427196123182	0	0	226.9090909090909	2199.345382715804	ERCC4;TP53
Reactome_2022	RUNX1 Regulates Genes Involved In Megakaryocyte Differentiation And Platelet Function R-HSA-8936459	3/66	6.610796813009997e-05	0.0019926830393501	0	0	45.15419501133787	434.57396413795897	KMT2D;KMT2C;KMT2B
GO_Biological_Process_2021	positive regulation of transcription by RNA polymerase II (GO:0045944)	7/908	6.81505787688593e-05	0.0018427196123182	0	0	8.71743814062806	83.63327876837394	KMT2D;ZFHX3;KMT2C;HGF;GLI1;TP53;SMARCA4
