Cluster_ID	N_Nodes	N_Edges	N_Components	Density	Avg_Degree	Avg_Clustering	Transitivity	Diameter_LCC	Avg_Edge_Weight
0	26	51	1	0.157	3.92	0.081	0.223	2	13.22
1	7	9	1	0.429	2.57	0.08	0.375	2	24.44
