Cluster_ID	Gene
0	ATR
0	B2M
0	CBL
0	CUL3
0	DIS3
0	EPAS1
0	EPHA3
0	EPHA5
0	FAM175A
0	FGFR3
0	GRIN2A
0	HGF
0	INPPL1
0	KMT2C
0	MAP2K4
0	MDC1
0	MTOR
0	NF1
0	NOTCH2
0	PAK7
0	PARK2
0	PDGFRA
0	PGR
0	PHOX2B
0	PIK3C3
0	PPP6C
0	PTPRD
0	RB1
0	ROS1
0	SRSF2
0	TP53
0	TSC1
0	TSHR
0	YES1
1	AXIN2
1	BRCA1
1	CD79B
1	CEBPA
1	CIC
1	ERF
1	FAT1
1	FGFR4
1	FH
1	INHBA
1	IRS1
1	KMT2B
1	LATS2
1	MLL3
1	MYCN
1	NF2
1	PAK1
1	PARP1
1	PBRM1
1	POLE
1	PPM1D
1	PTPRT
1	RPTOR
1	XPO1
2	CCND2
2	CDKN1B
2	ERCC5
2	ETV6
2	FBXW7
2	H3F3C
2	INPP4B
2	IRS2
2	KDM5A
2	NCOA3
2	PIK3C2G
2	PIK3CB
2	RAD52
2	RECQL
2	TET1
3	AGO2
3	DUSP4
3	FGFR1
3	MYC
3	NBN
3	NKX3-1
3	PRDM14
3	RAD21
3	RECQL4
3	TCEB1
3	WHSC1L1
4	BCL2
4	CDKN2A
4	CDKN2Ap14ARF
4	CDKN2Ap16INK4A
4	CDKN2B
4	GNAS
4	MTAP
4	RTEL1
5	CHEK2
5	FOXA1
5	GSK3B
5	MGA
5	NFKBIA
5	NKX2-1
5	PRKD1
5	PTCH1
6	CTCF
6	DROSHA
6	IL7R
6	RICTOR
6	SDHA
6	SMYD3
6	TERT
6	TRIP13
7	ARID5B
7	H3C14
7	MCL1
7	NTRK1
7	RIT1
7	SDHC
7	SETDB1
8	ARAF
8	EIF1AX
8	GATA1
8	KDM6A
8	RBM10
8	ZRSR2
9	CREBBP
9	KEAP1
9	SLX4
9	SMARCA4
9	STK11
9	TSC2
10	PDCD1
10	PIK3CG
10	PMS1
10	PTEN
10	SMAD2
10	TCF7L2
11	EPHA7
11	FYN
11	KLF4
11	PNRC1
11	PRDM1
12	ARID1A
12	MALT1
12	SF3B1
12	SOX17
13	CSF1R
13	DNMT3A
13	NOTCH1
13	NOTCH4
14	DNAJB1
14	LATS1
14	PIK3CA
14	SETD2
15	FLCN
15	PLK2
15	PPP2R1A
15	RET
16	CCND1
16	FGF19
16	FGF3
16	FGF4
17	ALK
17	EP300
17	MST1R
18	CDK4
18	GLI1
18	MDM2
19	FLT1
19	KDR
19	KIT
20	MLL2
20	NEGR1
20	SPEN
21	ASXL1
21	FOXO1
22	BRCA2
22	REL
23	CCND3
23	PIM1
24	DNMT1
24	ESR1
25	ERCC2
25	NTRK2
26	EZH1
26	KDM5C
27	IL10
27	KMT2D
28	LYN
28	PREX2
29	MET
29	NSD1
30	MLL
30	ZFHX3
31	MSH6
31	PIK3R1
32	SDHB
32	U2AF1
33	SMO
33	TP63
