Cluster_ID	Database	Native_Macro_Sector	N_Pathways_Aggregated	Best_P-value	Unique_Genes_Count	Coverage_%	Total_Input_Genes	Original_Pathways	All_Unique_Genes
0	GO	GO: Dna metabolic process	6	0.0032997207202743	2	12.5	16	DNA replication (GO:0006260) | DNA double-strand break processing (GO:0000729) | nucleotide-excision repair, DNA gap filling (GO:0006297) | base-excision repair, gap-filling (GO:0006287) | DNA replication initiation (GO:0006270) | DNA-dependent DNA replication maintenance of fidelity (GO:0045005)	BRCA1;POLE
0	GO	GO: Enzyme binding	4	0.0013555575841727	6	37.5	16	ubiquitin-like protein ligase binding (GO:0044389) | kinase binding (GO:0019900) | RNA polymerase binding (GO:0070063) | DNA polymerase binding (GO:0070182)	AXIN1;BRCA1;CCND2;RPTOR;SMAD2;SMARCA4
0	GO	GO: Dna repair	4	0.0017834370707108	3	18.75	16	recombinational repair (GO:0000725) | nucleotide-excision repair (GO:0006289) | double-strand break repair (GO:0006302) | base-excision repair (GO:0006284)	BRCA1;BRCA2;POLE
0	GO	GO: Regulation of dna-templated transcription	3	6.740344295325572e-08	9	56.25	16	positive regulation of transcription, DNA-templated (GO:0045893) | regulation of transcription by RNA polymerase II (GO:0006357) | regulation of transcription by RNA polymerase III (GO:0006359)	ARID1A;AXIN1;BRCA1;BRCA2;KMT2C;KMT2D;RPTOR;SMAD2;SMARCA4
0	GO	GO: Regulation of intracellular steroid hormone receptor signaling pathway	3	2.0540807489581383e-06	4	25.0	16	regulation of intracellular estrogen receptor signaling pathway (GO:0033146) | negative regulation of intracellular steroid hormone receptor signaling pathway (GO:0033144) | regulation of androgen receptor signaling pathway (GO:0060765)	AXIN1;BRCA1;KMT2D;SMARCA4
0	GO	GO: Swi/snf superfamily-type complex	3	3.286162327694617e-05	2	12.5	16	npBAF complex (GO:0071564) | nBAF complex (GO:0071565) | SWI/SNF complex (GO:0016514)	ARID1A;SMARCA4
0	GO	GO: Smad binding	3	4.656042999375256e-05	2	12.5	16	I-SMAD binding (GO:0070411) | co-SMAD binding (GO:0070410) | R-SMAD binding (GO:0070412)	AXIN1;SMAD2
0	GO	GO: Positive regulation of protein kinase activity	3	7.706355543179465e-05	5	31.25	16	positive regulation of protein serine/threonine kinase activity (GO:0071902) | activation of protein kinase activity (GO:0032147) | positive regulation of cyclin-dependent protein kinase activity (GO:1904031)	AXIN1;CCND2;FLT1;INSR;RPTOR
0	GO	GO: Regulation of protein phosphorylation	3	0.0001776960689743	4	25.0	16	positive regulation of protein phosphorylation (GO:0001934) | regulation of peptidyl-threonine phosphorylation (GO:0010799) | regulation of peptidyl-serine phosphorylation (GO:0033135)	AXIN1;CCND2;INSR;RPTOR
0	GO	GO: Protein kinase activity	3	0.0010336760126706	3	18.75	16	transmembrane receptor protein kinase activity (GO:0019199) | protein tyrosine kinase activity (GO:0004713) | protein serine/threonine/tyrosine kinase activity (GO:0004712)	FLT1;INSR;MAP2K4
