Cluster_ID	Meta_Term	Best_P-value	Aggregated_Terms	All_Genes	N_Terms_Merged
1	regulation of cell development (GO:0060284)	0.0076277365536019	regulation of cell development (GO:0060284)	YAP1;NOTCH2	1
1	skeletal system morphogenesis (GO:0048705)	0.0079927159707321	skeletal system morphogenesis (GO:0048705)	ANKRD11;FGFR3	1
1	development of primary male sexual characteristics (GO:0046546)	0.0083654359112813	development of primary male sexual characteristics (GO:0046546) | male gonad development (GO:0008584)	CSDE1;AR	2
1	branching morphogenesis of an epithelial tube (GO:0048754)	0.0087458447043581	branching morphogenesis of an epithelial tube (GO:0048754)	TGFBR2;NKX3-1	1
1	positive regulation of chemotaxis (GO:0050921)	0.0091338909156672	positive regulation of chemotaxis (GO:0050921)	PRKD1;PDGFRB	1
2	transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	1.7588716092842697e-11	transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169) | protein tyrosine kinase activity (GO:0004713) | transmembrane receptor protein kinase activity (GO:0019199) | transmembrane receptor protein tyrosine kinase activity (GO:0004714) | enzyme linked receptor protein signaling pathway (GO:0007167) | regulation of kinase activity (GO:0043549) | regulation of cell population proliferation (GO:0042127) | MAPK cascade (GO:0000165) | positive regulation of kinase activity (GO:0033674) | peptidyl-tyrosine modification (GO:0018212) | regulation of protein kinase B signaling (GO:0051896) | PI3K-Akt signaling pathway | peptidyl-tyrosine phosphorylation (GO:0018108) | positive regulation of transferase activity (GO:0051347) | protein autophosphorylation (GO:0046777) | positive regulation of protein kinase B signaling (GO:0051897) | regulation of phosphatidylinositol 3-kinase signaling (GO:0014066) | positive regulation of phosphorylation (GO:0042327) | regulation of MAPK cascade (GO:0043408) | positive regulation of intracellular signal transduction (GO:1902533) | integral component of plasma membrane (GO:0005887)	EGFR;STK11;DOT1L;MEN1;PIK3R2;KIT;AXL;ERBB3;TSC2;APC;FGFR2;DDR2;SPRED1;TBX3;JAK2;CD79B	21
2	Pathways in cancer	3.246085815569754e-10	Pathways in cancer | Breast cancer | Regulation of actin cytoskeleton	EGFR;CREBBP;JAK2;CXCR4;PIK3R2;KIT;BRCA2;FGFR2;APC;PTCH1;KEAP1	3
2	intracellular membrane-bounded organelle (GO:0043231)	9.081709903640826e-09	intracellular membrane-bounded organelle (GO:0043231) | nucleus (GO:0005634) | DNA binding (GO:0003677) | regulation of transcription by RNA polymerase II (GO:0006357) | positive regulation of transcription by RNA polymerase II (GO:0045944) | positive regulation of transcription, DNA-templated (GO:0045893) | regulation of transcription, DNA-templated (GO:0006355)	EGFR;CREBBP;DOT1L;LATS2;MEN1;PIK3R2;STAG2;SMARCA4;STK11;GATA1;KIT;DICER1;UPF1;BRCA2;AXL;TSC2;APC;FGFR2;ARID5B;POLD1;JAK2;HNF1A;PRDM14;PTCH1;TBX3	7
2	regulation of transforming growth factor beta receptor signaling pathway (GO:0017015)	5.1104532419394e-07	regulation of transforming growth factor beta receptor signaling pathway (GO:0017015) | positive regulation of cellular response to transforming growth factor beta stimulus (GO:1903846) | positive regulation of transforming growth factor beta receptor signaling pathway (GO:0030511) | positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100) | response to ionizing radiation (GO:0010212)	STK11;CREBBP;LATS2;MEN1;SPRED1;JAK2	5
2	negative regulation of transcription by RNA polymerase II (GO:0000122)	8.407263569525266e-07	negative regulation of transcription by RNA polymerase II (GO:0000122) | negative regulation of transcription, DNA-templated (GO:0045892) | RNA polymerase II-specific DNA-binding transcription factor binding (GO:0061629) | sequence-specific double-stranded DNA binding (GO:1990837) | negative regulation of nucleic acid-templated transcription (GO:1903507)	HNF1A;SMARCA4;GATA1;CREBBP;MEN1;PTCH1;FGFR2;DICER1;ARID5B;TBX3	5
2	Signaling pathways regulating pluripotency of stem cells	3.0026228238701368e-06	Signaling pathways regulating pluripotency of stem cells | Gastric cancer | mesoderm development (GO:0007498) | mammary gland development (GO:0030879) | Prolactin signaling pathway | insulin receptor signaling pathway (GO:0008286)	EGFR;PIK3R2;FGFR2;APC;TBX3;JAK2	6
2	negative regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045736)	4.163402862130293e-06	negative regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045736) | negative regulation of cyclin-dependent protein kinase activity (GO:1904030) | regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079) | negative regulation of Wnt signaling pathway (GO:0030178) | negative regulation of protein serine/threonine kinase activity (GO:0071901) | negative regulation of cell cycle (GO:0045786) | protein-containing complex assembly (GO:0065003) | Cushing syndrome | negative regulation of canonical Wnt signaling pathway (GO:0090090)	SMARCA4;EGFR;STK11;CREBBP;LATS2;MEN1;TSC2;APC	9
2	Central carbon metabolism in cancer	4.5941718503596105e-06	Central carbon metabolism in cancer | Prostate cancer | Phospholipase D signaling pathway | Endometrial cancer | positive regulation of cell cycle (GO:0045787) | digestive system development (GO:0055123) | Pancreatic cancer | ErbB signaling pathway | Rap1 signaling pathway | Colorectal cancer | PD-L1 expression and PD-1 checkpoint pathway in cancer | Ras signaling pathway | Choline metabolism in cancer | positive regulation of phospholipase activity (GO:0010518) | HIF-1 signaling pathway | MAPK signaling pathway | regulation of phosphatidylinositol 3-kinase activity (GO:0043551) | positive regulation of Wnt signaling pathway (GO:0030177) | digestive tract development (GO:0048565) | stem cell differentiation (GO:0048863) | positive regulation of phospholipase C activity (GO:0010863) | embryonic organ development (GO:0048568) | Acute myeloid leukemia | positive regulation of cell motility (GO:2000147) | positive regulation of MAP kinase activity (GO:0043406) | Melanoma | Non-small cell lung cancer | regulation of ERK1 and ERK2 cascade (GO:0070372) | Glioma | Chemical carcinogenesis | Endocytosis | positive regulation of MAPK cascade (GO:0043410) | regulation of epithelial cell proliferation (GO:0050678) | hemopoiesis (GO:0030097)	SMARCA4;EGFR;CREBBP;CXCR4;PIK3R2;KIT;BRCA2;ERBB3;FGFR2;TSC2;APC;SPRED1;TBX3;JAK2	34
2	regulation of cell cycle (GO:0051726)	6.547516814284399e-06	regulation of cell cycle (GO:0051726) | negative regulation of cellular process (GO:0048523) | negative regulation of cell population proliferation (GO:0008285)	SMARCA4;STK11;MEN1;ERBB3;FGFR2;TSC2;APC;TBX3;JAK2	3
2	Hepatocellular carcinoma	6.602942355734322e-06	Hepatocellular carcinoma | Human papillomavirus infection | regulation of cellular catabolic process (GO:0031329) | regulation of G1/S transition of mitotic cell cycle (GO:2000045)	SMARCA4;EGFR;CREBBP;PIK3R2;TSC2;APC;KEAP1	4
2	MicroRNAs in cancer	8.524792920792752e-06	MicroRNAs in cancer | positive regulation of cellular process (GO:0048522) | FoxO signaling pathway | JAK-STAT signaling pathway | Proteoglycans in cancer | ubiquitin protein ligase binding (GO:0031625) | ubiquitin-like protein ligase binding (GO:0044389)	EGFR;STK11;CREBBP;DOT1L;CXCR4;PIK3R2;ERBB3;FGFR2;APC;DICER1;PTCH1;TBX3;JAK2	7
2	regulation of osteoblast differentiation (GO:0045667)	9.074466864496505e-06	regulation of osteoblast differentiation (GO:0045667) | regulation of smoothened signaling pathway (GO:0008589) | epithelium development (GO:0060429) | negative regulation of osteoblast differentiation (GO:0045668) | negative regulation of DNA-binding transcription factor activity (GO:0043433) | chordate embryonic development (GO:0043009)	CREBBP;JAK2;MEN1;KEAP1;FGFR2;PTCH1;DDR2	6
2	protein phosphorylation (GO:0006468)	1.0869923688716222e-05	protein phosphorylation (GO:0006468) | regulation of canonical Wnt signaling pathway (GO:0060828)	EGFR;STK11;LATS2;KIT;FGFR2;APC;DDR2;JAK2	2
2	negative regulation of cell differentiation (GO:0045596)	1.2310098230835456e-05	negative regulation of cell differentiation (GO:0045596) | negative regulation of multicellular organismal process (GO:0051241) | embryonic axis specification (GO:0000578) | limb morphogenesis (GO:0035108) | positive regulation of response to DNA damage stimulus (GO:2001022)	EGFR;STK11;MEN1;BRCA2;SPRED1;PTCH1;TBX3	5
2	beta-catenin-TCF complex assembly (GO:1904837)	1.3214996204188234e-05	beta-catenin-TCF complex assembly (GO:1904837) | response to UV (GO:0009411)	SMARCA4;EGFR;CREBBP;MEN1;POLD1	2
2	regulation of signal transduction (GO:0009966)	1.4649028692261044e-05	regulation of signal transduction (GO:0009966) | negative regulation of signal transduction (GO:0009968)	EGFR;CREBBP;ERBB3;FGFR2;TSC2;PTCH1	2
2	regulation of apoptotic process (GO:0042981)	1.6475395641964547e-05	regulation of apoptotic process (GO:0042981) | negative regulation of apoptotic process (GO:0043066) | negative regulation of programmed cell death (GO:0043069)	EGFR;CREBBP;LATS2;GATA1;AXL;ERBB3;APC;TBX3;JAK2	3
2	cellular response to DNA damage stimulus (GO:0006974)	1.6976898961202578e-05	cellular response to DNA damage stimulus (GO:0006974) | DNA repair (GO:0006281) | DNA metabolic process (GO:0006259)	STK11;DOT1L;MEN1;BRCA2;APC;UPF1;POLD1	3
2	embryonic limb morphogenesis (GO:0030326)	2.5626805033218163e-05	embryonic limb morphogenesis (GO:0030326) | embryonic digit morphogenesis (GO:0042733) | DNA-binding transcription factor binding (GO:0140297) | cAMP signaling pathway | central nervous system development (GO:0007417)	GATA1;CREBBP;CXCR4;PIK3R2;PTCH1;TBX3	5
2	apoptotic process (GO:0006915)	3.072952516717359e-05	apoptotic process (GO:0006915) | anoikis (GO:0043276) | circulatory system development (GO:0072359) | negative regulation of TOR signaling (GO:0032007) | protein kinase activator activity (GO:0030295) | Adipocytokine signaling pathway | extrinsic apoptotic signaling pathway (GO:0097191) | positive regulation of autophagy (GO:0010508)	STK11;CXCR4;ERBB3;TSC2;JAK2	8
2	phosphatase binding (GO:0019902)	3.1827481744123995e-05	phosphatase binding (GO:0019902) | Human cytomegalovirus infection | Longevity regulating pathway | regulation of protein kinase activity (GO:0045859) | AMPK signaling pathway | Thyroid hormone signaling pathway | Autophagy | negative regulation of protein phosphorylation (GO:0001933) | mTOR signaling pathway | negative regulation of intracellular signal transduction (GO:1902532) | negative regulation of kinase activity (GO:0033673) | regulation of intracellular signal transduction (GO:1902531) | negative regulation of protein kinase activity (GO:0006469) | negative regulation of MAPK cascade (GO:0043409)	EGFR;STK11;CREBBP;CXCR4;MEN1;PIK3R2;TSC2;SPRED1;DDR2	14
2	positive regulation of signal transduction (GO:0009967)	4.653670386777432e-05	positive regulation of signal transduction (GO:0009967) | regulation of cytokine-mediated signaling pathway (GO:0001959)	SMARCA4;CREBBP;AXL;FGFR2;JAK2	2
2	regulation of receptor signaling pathway via JAK-STAT (GO:0046425)	5.043512213605472e-05	regulation of receptor signaling pathway via JAK-STAT (GO:0046425) | erythrocyte differentiation (GO:0030218) | positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731) | myeloid cell differentiation (GO:0030099) | regulation of receptor signaling pathway via STAT (GO:1904892) | positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068) | positive regulation of receptor signaling pathway via JAK-STAT (GO:0046427) | regulation of DNA binding (GO:0051101) | positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531) | regulation of tyrosine phosphorylation of STAT protein (GO:0042509)	GATA1;DOT1L;KIT;ERBB3;JAK2	10
2	positive regulation of cell population proliferation (GO:0008284)	9.2154563470116e-05	positive regulation of cell population proliferation (GO:0008284) | Calcium signaling pathway	EGFR;DOT1L;CXCR4;ERBB3;FGFR2;TBX3;DDR2	2
2	positive regulation of nucleic acid-templated transcription (GO:1903508)	0.0001390886330841	positive regulation of nucleic acid-templated transcription (GO:1903508)	HNF1A;SMARCA4;EGFR;GATA1;CREBBP;BRCA2	1
2	megakaryocyte differentiation (GO:0030219)	0.0001620531878416	megakaryocyte differentiation (GO:0030219) | myeloid cell development (GO:0061515) | development of primary male sexual characteristics (GO:0046546) | male gonad development (GO:0008584) | gonad development (GO:0008406) | regulation of dendritic cell cytokine production (GO:0002730) | cellular response to erythropoietin (GO:0036018) | regulation of glycoprotein metabolic process (GO:1903018) | positive regulation of leukocyte mediated immunity (GO:0002705) | immature B cell differentiation (GO:0002327) | positive regulation of smooth muscle cell differentiation (GO:0051152) | megakaryocyte development (GO:0035855)	GATA1;KIT	12
2	gland development (GO:0048732)	0.0001974895767047	gland development (GO:0048732)	ARID5B;FGFR2;TBX3	1
2	cellular response to UV (GO:0034644)	0.0002511169797782	cellular response to UV (GO:0034644) | damaged DNA binding (GO:0003684) | cellular response to light stimulus (GO:0071482)	POLD1;STK11;CREBBP	3
2	lymphocyte differentiation (GO:0030098)	0.0003246256274314	lymphocyte differentiation (GO:0030098) | B cell differentiation (GO:0030183) | B cell activation (GO:0042113)	AXL;CD79B;KIT	3
2	glucose homeostasis (GO:0042593)	0.0003479091203504	glucose homeostasis (GO:0042593) | carbohydrate homeostasis (GO:0033500) | regulation of autophagy (GO:0010506)	HNF1A;KEAP1;STK11;PIK3R2	3
2	transcription regulatory region nucleic acid binding (GO:0001067)	0.0003496357037862	transcription regulatory region nucleic acid binding (GO:0001067) | transcription cis-regulatory region binding (GO:0000976)	HNF1A;GATA1;MEN1;PRDM14;ARID5B	2
2	positive regulation of glial cell differentiation (GO:0045687)	0.0003734250375722	positive regulation of glial cell differentiation (GO:0045687) | chemokine (C-X-C motif) ligand 12 signaling pathway (GO:0038146) | deoxyribonuclease I activity (GO:0004530) | C-X-C chemokine receptor activity (GO:0016494) | negative regulation of glial cell proliferation (GO:0060253) | pre-miRNA binding (GO:0070883) | myosin light chain binding (GO:0032027)	CXCR4;DICER1	7
2	regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	0.0004241446308301	regulation of peptidyl-tyrosine phosphorylation (GO:0050730) | negative regulation of DNA binding (GO:0043392) | positive regulation of protein phosphorylation (GO:0001934) | kinase binding (GO:0019900)	EGFR;GATA1;JAK2;APC;SPRED1;DDR2	4
2	positive regulation of cold-induced thermogenesis (GO:0120162)	0.0004952830617945	positive regulation of cold-induced thermogenesis (GO:0120162) | positive regulation of metabolic process (GO:0009893) | Chemokine signaling pathway	JAK2;CXCR4;APC;PIK3R2	3
2	positive regulation of DNA-binding transcription factor activity (GO:0051091)	0.0006126420569399	positive regulation of DNA-binding transcription factor activity (GO:0051091)	ARID5B;SMARCA4;DDR2;KIT	1
2	nervous system development (GO:0007399)	0.0006672577157738	nervous system development (GO:0007399) | positive regulation of cytokine-mediated signaling pathway (GO:0001961)	CXCR4;AXL;ERBB3;APC;TBX3	2
2	regulation of Wnt signaling pathway (GO:0030111)	0.0007338987763574	regulation of Wnt signaling pathway (GO:0030111)	SMARCA4;FGFR2;TSC2	1
2	regulation of transcription regulatory region DNA binding (GO:2000677)	0.0008490191830924	regulation of transcription regulatory region DNA binding (GO:2000677)	DOT1L;GATA1	1
2	positive regulation of cell migration (GO:0030335)	0.0008554909445426	positive regulation of cell migration (GO:0030335)	EGFR;DDR2;APC;KIT	1
2	Growth hormone synthesis, secretion and action	0.0008981375436486	Growth hormone synthesis, secretion and action | Hepatitis B | Influenza A | Kaposi sarcoma-associated herpesvirus infection | Renal cell carcinoma	JAK2;PIK3R2;CREBBP	5
2	cellular response to cytokine stimulus (GO:0071345)	0.0009365371446316	cellular response to cytokine stimulus (GO:0071345) | response to lipopolysaccharide (GO:0032496) | cell chemotaxis (GO:0060326)	CXCR4;KIT;AXL;UPF1;JAK2	3
2	histone acetyltransferase activity (GO:0004402)	0.0011202887088092	histone acetyltransferase activity (GO:0004402) | histone acetylation (GO:0016573) | establishment of protein localization to telomere (GO:0070200) | peptidyl-glutamine methylation (GO:0018364)	BRCA2;CREBBP	4
2	ERBB2 signaling pathway (GO:0038128)	0.0011937830632131	ERBB2 signaling pathway (GO:0038128) | regulation of cellular component movement (GO:0051270) | ERBB signaling pathway (GO:0038127) | regulation of protein kinase C activity (GO:1900019) | Schwann cell differentiation (GO:0014037) | positive regulation of protein kinase C activity (GO:1900020) | ErbB-3 class receptor binding (GO:0043125) | neuregulin binding (GO:0038132) | regulation of nitric oxide mediated signal transduction (GO:0010749)	ERBB3;EGFR	9
2	histone methyltransferase activity (GO:0042054)	0.0011937830632131	histone methyltransferase activity (GO:0042054) | histone lysine methylation (GO:0034968) | protein-lysine N-methyltransferase activity (GO:0016279) | histone-lysine N-methyltransferase activity (GO:0018024) | Y-form DNA binding (GO:0000403)	DOT1L;MEN1	5
2	phosphatidylinositol 3-kinase signaling (GO:0014065)	0.0013475353108508	phosphatidylinositol 3-kinase signaling (GO:0014065) | phosphatidylinositol-mediated signaling (GO:0048015)	ERBB3;PIK3R2	2
2	positive regulation of protein kinase activity (GO:0045860)	0.0018850372296765	positive regulation of protein kinase activity (GO:0045860)	ERBB3;DDR2;STK11	1
2	regulation of cell differentiation (GO:0045595)	0.0019556946174606	regulation of cell differentiation (GO:0045595)	FGFR2;APC;CREBBP	1
2	Homologous recombination	0.0019559584998492	Homologous recombination	POLD1;BRCA2	1
2	telomere organization (GO:0032200)	0.0025631521818335	telomere organization (GO:0032200)	DOT1L;POLD1	1
2	Axon guidance	0.0030278235745797	Axon guidance	PTCH1;CXCR4;PIK3R2	1
2	caveola (GO:0005901)	0.0041428521011986	caveola (GO:0005901) | plasma membrane raft (GO:0044853) | regulation of growth hormone receptor signaling pathway (GO:0060398) | activation of Janus kinase activity (GO:0042976) | metanephric collecting duct development (GO:0072205) | interleukin-12 receptor binding (GO:0005143)	PTCH1;JAK2	6
2	response to light stimulus (GO:0009416)	0.0042790268344135	response to light stimulus (GO:0009416)	MEN1;POLD1	1
2	Basal cell carcinoma	0.0045575536632649	Basal cell carcinoma | beta-catenin destruction complex assembly (GO:1904885)	PTCH1;APC	2
2	regulation of cell growth (GO:0001558)	0.0049548938544685	regulation of cell growth (GO:0001558)	SMARCA4;EGFR;STK11	1
2	cellular response to lipid (GO:0071396)	0.0050828209151518	cellular response to lipid (GO:0071396)	AXL;UPF1;EGFR	1
2	vascular endothelial growth factor receptor signaling pathway (GO:0048010)	0.0051391346748926	vascular endothelial growth factor receptor signaling pathway (GO:0048010) | regulation of natural killer cell differentiation (GO:0032823)	AXL;PIK3R2	2
2	regulation of myeloid cell differentiation (GO:0045637)	0.0052896020248526	regulation of myeloid cell differentiation (GO:0045637)	GATA1;CREBBP	1
2	Adherens junction	0.0057530740844661	Adherens junction | regulation of Notch signaling pathway (GO:0008593)	EGFR;CREBBP	2
2	negative regulation of epithelial cell proliferation (GO:0050680)	0.0059115667529958	negative regulation of epithelial cell proliferation (GO:0050680) | regulation of morphogenesis of a branching structure (GO:0060688) | salivary gland morphogenesis (GO:0007435) | fibroblast growth factor-activated receptor activity (GO:0005007) | epithelial tube branching involved in lung morphogenesis (GO:0060441) | epithelial tube formation (GO:0072175) | glandular epithelial cell differentiation (GO:0002067)	FGFR2;BRCA2	7
2	nucleic acid phosphodiester bond hydrolysis (GO:0090305)	0.0063989614074226	nucleic acid phosphodiester bond hydrolysis (GO:0090305)	POLD1;DICER1	1
2	fibroblast growth factor receptor signaling pathway (GO:0008543)	0.0063989614074226	fibroblast growth factor receptor signaling pathway (GO:0008543) | cellular response to fibroblast growth factor stimulus (GO:0044344) | negative regulation of lens fiber cell differentiation (GO:1902747)	SPRED1;FGFR2	3
2	B cell receptor signaling pathway	0.0074268057429622	B cell receptor signaling pathway	CD79B;PIK3R2	1
2	regulation of cell proliferation involved in heart morphogenesis (GO:2000136)	0.0079751460001487	regulation of cell proliferation involved in heart morphogenesis (GO:2000136) | female genitalia development (GO:0030540) | sinoatrial node cell differentiation (GO:0060921) | anterior/posterior axis specification, embryo (GO:0008595) | tripartite regional subdivision (GO:0007351)	TBX3	5
2	regulation of mitophagy (GO:1901524)	0.0079751460001487	regulation of mitophagy (GO:1901524)	TSC2	1
2	collagen receptor activity (GO:0038064)	0.0095627722512654	collagen receptor activity (GO:0038064)	DDR2	1
3	Hepatocellular carcinoma	1.282551155227773e-09	Hepatocellular carcinoma | Colorectal cancer | Pathways in cancer | Endometrial cancer | Human papillomavirus infection | Signaling pathways regulating pluripotency of stem cells | Breast cancer | Cellular senescence | Prostate cancer | Insulin resistance | Human T-cell leukemia virus 1 infection | Melanoma | Glioma | Focal adhesion | PI3K-Akt signaling pathway | Gastric cancer | mTOR signaling pathway | Diabetic cardiomyopathy | Human cytomegalovirus infection | Alzheimer disease	ARID1B;ARID1A;TCF3;NOTCH3;PIK3R1;PIK3CG;AXIN1;PIK3CA;GSK3B;FOXO1;KDR;CDKN2A;KLF4;ATM;MSH6;PTEN;MSH2	20
3	nucleus (GO:0005634)	1.4323423849495902e-09	nucleus (GO:0005634) | intracellular membrane-bounded organelle (GO:0043231) | regulation of transcription by RNA polymerase II (GO:0006357)	SETD2;DNMT3B;ASXL1;GSK3B;SOX17;ATM;NF2;MSH6;PTEN;ARID1B;PPM1D;TCF3;PIK3R1;MALT1;AXIN1;TET2;CUL3;CDKN2A;LATS1;REL;POLE;FANCA;BAP1;MGA;PMS1;KLF4;ARID1A;FUBP1;FOXO1;WT1;MSH2	3
3	regulation of phosphatidylinositol 3-kinase signaling (GO:0014066)	6.369927990955369e-08	regulation of phosphatidylinositol 3-kinase signaling (GO:0014066) | phosphatidylinositol 3-kinase complex, class I (GO:0097651) | Central carbon metabolism in cancer | positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068) | phosphatidylinositol 3-kinase signaling (GO:0014065) | phosphatidylinositol-mediated signaling (GO:0048015) | regulation of protein kinase B signaling (GO:0051896) | phosphatidylinositol metabolic process (GO:0046488) | phosphatidylinositol phosphate biosynthetic process (GO:0046854) | Neurotrophin signaling pathway | positive regulation of intracellular signal transduction (GO:1902533) | phosphatidylinositol biosynthetic process (GO:0006661) | transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169) | inositol lipid-mediated signaling (GO:0048017) | VEGF signaling pathway | vascular endothelial growth factor receptor signaling pathway (GO:0048010) | Inositol phosphate metabolism | glycerophospholipid biosynthetic process (GO:0046474) | Chemokine signaling pathway | Kaposi sarcoma-associated herpesvirus infection | PD-L1 expression and PD-1 checkpoint pathway in cancer | Small cell lung cancer | Phosphatidylinositol signaling system | Ras signaling pathway | axonogenesis (GO:0007409) | Cholinergic synapse | positive regulation of signal transduction (GO:0009967) | Sphingolipid signaling pathway | regulation of protein phosphorylation (GO:0001932) | Platelet activation | Autophagy | Fluid shear stress and atherosclerosis | MAPK cascade (GO:0000165) | Phospholipase D signaling pathway | positive regulation of protein kinase B signaling (GO:0051897) | Proteoglycans in cancer | Rap1 signaling pathway | phosphate-containing compound metabolic process (GO:0006796)	NTRK3;NOTCH3;ASXL1;PIK3R1;PIK3CG;PIK3CA;GSK3B;MALT1;FOXO1;AXIN1;CUL3;IDH1;KDR;REL;PTEN	38
3	DNA repair (GO:0006281)	1.1241596310883909e-07	DNA repair (GO:0006281) | mismatch repair (GO:0006298) | DNA metabolic process (GO:0006259) | cellular response to DNA damage stimulus (GO:0006974)	SETD2;FANCA;POLE;FOXO1;BAP1;POT1;PMS1;ATM;MSH6;MSH2	4
3	positive regulation of helicase activity (GO:0051096)	2.5792382404323026e-07	positive regulation of helicase activity (GO:0051096) | somatic recombination of immunoglobulin gene segments (GO:0016447) | regulation of helicase activity (GO:0051095) | oxidized purine DNA binding (GO:0032357) | maintenance of DNA repeat elements (GO:0043570) | mismatched DNA binding (GO:0030983) | positive regulation of catalytic activity (GO:0043085) | regulation of DNA recombination (GO:0000018) | positive regulation of ATPase activity (GO:0032781) | MutLalpha complex binding (GO:0032405) | oxidized DNA binding (GO:0032356) | somatic recombination of immunoglobulin genes involved in immune response (GO:0002204) | intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630) | negative regulation of DNA recombination (GO:0045910) | magnesium ion binding (GO:0000287) | isotype switching (GO:0045190) | B cell activation involved in immune response (GO:0002312) | four-way junction DNA binding (GO:0000400) | single-stranded DNA binding (GO:0003697) | Mismatch repair | chromosome organization (GO:0051276) | ADP binding (GO:0043531) | DNA secondary structure binding (GO:0000217) | negative regulation of DNA metabolic process (GO:0051053)	SETD2;TCF3;FUBP1;POT1;IDH1;ATM;LATS1;MSH6;MSH2	24
3	positive regulation of transcription, DNA-templated (GO:0045893)	2.726904473820567e-07	positive regulation of transcription, DNA-templated (GO:0045893) | positive regulation of transcription by RNA polymerase II (GO:0045944) | positive regulation of nucleic acid-templated transcription (GO:1903508) | DNA-binding transcription activator activity, RNA polymerase II-specific (GO:0001228) | regulation of transcription, DNA-templated (GO:0006355) | RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978) | cis-regulatory region sequence-specific DNA binding (GO:0000987)	ARID1B;ARID1A;TCF3;ATM;NOTCH3;ASXL1;PIK3R1;TET2;AXIN1;FOXO1;MGA;BAP1;SOX17;KLF4;WT1;CDKN2A;REL	7
3	positive regulation of gene expression (GO:0010628)	3.582035279622606e-07	positive regulation of gene expression (GO:0010628) | regulation of gene expression (GO:0010468) | positive regulation of macromolecule metabolic process (GO:0010604)	DNMT3B;TCF3;NTRK3;ATM;FUBP1;PIK3R1;PIK3CG;GSK3B;KDR;SOX17;KLF4;WT1;REL	3
3	negative regulation of apoptotic process (GO:0043066)	3.773456764431088e-07	negative regulation of apoptotic process (GO:0043066) | Thyroid hormone signaling pathway | Shigellosis | regulation of apoptotic process (GO:0042981) | insulin receptor signaling pathway (GO:0008286) | B cell receptor signaling pathway | T cell receptor signaling pathway | negative regulation of programmed cell death (GO:0043069) | Insulin signaling pathway	ATM;NOTCH3;PIK3R1;MALT1;PIK3CA;GSK3B;FOXO1;KDR;KLF4;WT1;LATS1;NF2;MSH2	9
3	1-phosphatidylinositol-3-kinase activity (GO:0016303)	8.806497495378952e-07	1-phosphatidylinositol-3-kinase activity (GO:0016303) | phosphatidylinositol 3-kinase activity (GO:0035004) | phosphatidylinositol kinase activity (GO:0052742) | 1-phosphatidylinositol-4-phosphate 3-kinase activity (GO:0035005) | phosphatidylinositol-3-phosphate biosynthetic process (GO:0036092) | phosphatidylinositol phosphate kinase activity (GO:0016307) | cellular response to chemical stress (GO:0062197) | phosphorylation (GO:0016310) | kinase activity (GO:0016301) | Apoptosis | Human immunodeficiency virus 1 infection | phosphotransferase activity, alcohol group as acceptor (GO:0016773)	PIK3R1;PIK3CG;PIK3CA;FOXO1;GSK3B;ATM;LATS1	12
3	regulation of cell population proliferation (GO:0042127)	1.8676212377242337e-06	regulation of cell population proliferation (GO:0042127) | negative regulation of cell population proliferation (GO:0008285) | negative regulation of cellular process (GO:0048523)	PPM1D;NTRK3;BAP1;CUL3;KDR;CDKN2A;KLF4;WT1;SOX17;NF2;PTEN	3
3	MicroRNAs in cancer	2.414672862479536e-06	MicroRNAs in cancer | FoxO signaling pathway | Non-small cell lung cancer | Chronic myeloid leukemia | Pancreatic cancer | axon guidance (GO:0007411)	DNMT3B;NOTCH3;PIK3R1;PIK3CA;FOXO1;CDKN2A;ATM;PTEN	6
3	circulatory system development (GO:0072359)	5.052682447276775e-06	circulatory system development (GO:0072359) | cardiac cell fate commitment (GO:0060911) | heart development (GO:0007507) | metanephros development (GO:0001656) | renal system development (GO:0072001) | kidney development (GO:0001822)	NTRK3;PIK3CA;SOX17;WT1;PTEN	6
3	protein kinase binding (GO:0019901)	5.989357824058848e-06	protein kinase binding (GO:0019901) | kinase binding (GO:0019900)	PPM1D;TCF3;AXIN1;GSK3B;CDKN2A;ERRFI1;LATS1;MSH2	2
