Cluster_ID	Database	Native_Macro_Sector	N_Pathways_Aggregated	Best_P-value	Unique_Genes_Count	Coverage_%	Total_Input_Genes	Original_Pathways	All_Unique_Genes
3	KEGG	KEGG: Cancer: overview	7	4.707568169450221e-05	6	75.0	8	Transcriptional misregulation in cancer | Viral carcinogenesis | MicroRNAs in cancer | Pathways in cancer | Proteoglycans in cancer | Central carbon metabolism in cancer | PD-L1 expression and PD-1 checkpoint pathway in cancer	ABL1;CDKN2A;KDM6A;PTPN11;REL;TP53
3	KEGG	KEGG: Cell growth and death	4	1.273360954461225e-05	3	37.5	8	Cell cycle | p53 signaling pathway | Cellular senescence | Ferroptosis	ABL1;CDKN2A;TP53
3	KEGG	KEGG: Signal transduction	3	8.265359314973177e-05	4	50.0	8	Ras signaling pathway | ErbB signaling pathway | Sphingolipid signaling pathway	ABL1;PTPN11;REL;TP53
3	KEGG	KEGG: Infectious disease: viral	3	0.0031998968919553	3	37.5	8	Human T-cell leukemia virus 1 infection | Human cytomegalovirus infection | Herpes simplex virus 1 infection	CDKN2A;PTPN11;TP53
3	Reactome	Reactome: Recruitment and atm-med phosphorylation of repair and signaling proteins at dna double strand breaks	1	1.4220357644402094e-06	3	37.5	8	Recruitment and ATM-med Phosphorylation of Repair and Signaling Proteins at DNA Double Strand Breaks	ABL1;BAP1;TP53
3	Reactome	Reactome: Dna double strand break response	1	1.4953093905258707e-06	3	37.5	8	DNA Double Strand Break Response	ABL1;BAP1;TP53
3	Reactome	Reactome: Developmental biology	1	2.706220087037796e-06	6	75.0	8	Developmental Biology	ABL1;CDKN2A;KDM6A;PTPN11;TBX3;TP53
3	Reactome	Reactome: Dna double-strand break repair	1	2.3436372416895747e-05	3	37.5	8	DNA Double-Strand Break Repair	ABL1;BAP1;TP53
3	Reactome	Reactome: Sumoylation of transcription factors	1	2.650430025143172e-05	2	25.0	8	SUMOylation of Transcription Factors	CDKN2A;TP53
5	GO	GO: Regulation of signal transduction	7	4.656042999375256e-05	9	56.25	16	regulation of receptor signaling pathway via STAT (GO:1904892) | regulation of Notch signaling pathway (GO:0008593) | regulation of intracellular signal transduction (GO:1902531) | regulation of neurotrophin TRK receptor signaling pathway (GO:0051386) | regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090092) | regulation of apoptotic signaling pathway (GO:2001233) | regulation of insulin receptor signaling pathway (GO:0046626)	ATM;DOT1L;EP300;LATS2;NOTCH3;NTRK3;PTPRT;RB1;TSC2
5	GO	GO: Dna metabolic process	6	0.0009010346774456	2	12.5	16	telomere maintenance (GO:0000723) | DNA replication (GO:0006260) | DNA double-strand break processing (GO:0000729) | nucleotide-excision repair, DNA gap filling (GO:0006297) | base-excision repair, gap-filling (GO:0006287) | DNA-dependent DNA replication maintenance of fidelity (GO:0045005)	ATM;POLD1
5	GO	GO: Biological regulation	5	7.435393461035295e-05	8	50.0	16	regulation of cell cycle (GO:0051726) | regulation of cell population proliferation (GO:0042127) | regulation of cellular response to stress (GO:0080135) | regulation of cell adhesion (GO:0030155) | negative regulation of cellular process (GO:0048523)	ATM;AXIN2;DOT1L;EP300;NTRK3;RB1;TSC2;ZFHX3
5	GO	GO: Dna repair	4	0.0031224753229706	4	25.0	16	nucleotide-excision repair (GO:0006289) | double-strand break repair (GO:0006302) | mismatch repair (GO:0006298) | base-excision repair (GO:0006284)	ATM;EP300;PALB2;POLD1
5	GO	GO: Chromosome organization	3	6.66624021583049e-06	5	31.25	16	telomere organization (GO:0032200) | maintenance of DNA repeat elements (GO:0043570) | chromosome condensation (GO:0030261)	ATM;AXIN2;DOT1L;POLD1;RB1
5	KEGG	KEGG: Cancer: specific types	7	0.0002030817225688	5	31.25	16	Breast cancer | Hepatocellular carcinoma | Prostate cancer | Gastric cancer | Bladder cancer | Endometrial cancer | Basal cell carcinoma	ARID1B;AXIN2;EP300;NOTCH3;RB1
5	KEGG	KEGG: Replication and repair	6	4.395318287963211e-06	3	18.75	16	Homologous recombination | Mismatch repair | Base excision repair | DNA replication | Nucleotide excision repair | Fanconi anemia pathway	ATM;PALB2;POLD1
5	KEGG	KEGG: Infectious disease: viral	5	1.367506850946603e-07	6	37.5	16	Human papillomavirus infection | Human T-cell leukemia virus 1 infection | Hepatitis B | Kaposi sarcoma-associated herpesvirus infection | Human cytomegalovirus infection	ATM;AXIN2;EP300;NOTCH3;RB1;TSC2
5	KEGG	KEGG: Cancer: overview	4	0.0006934435837737	6	37.5	16	Pathways in cancer | MicroRNAs in cancer | Transcriptional misregulation in cancer | Viral carcinogenesis	ATM;AXIN2;DOT1L;EP300;NOTCH3;RB1
5	KEGG	KEGG: Signal transduction	4	0.000999685933713	5	31.25	16	Notch signaling pathway | FoxO signaling pathway | Hippo signaling pathway | Wnt signaling pathway	ATM;AXIN2;EP300;LATS2;NOTCH3
5	Reactome	Reactome: Generic transcription pathway	1	1.6505524359569194e-06	8	50.0	16	Generic Transcription Pathway	ARID1B;ATM;EP300;MGA;NOTCH3;RB1;TSC2;ZFHX3
5	Reactome	Reactome: Rna polymerase ii transcription	1	3.5194224311563422e-06	8	50.0	16	RNA Polymerase II Transcription	ARID1B;ATM;EP300;MGA;NOTCH3;RB1;TSC2;ZFHX3
5	Reactome	Reactome: Gene expression (transcription)	1	1.2678793481355182e-05	8	50.0	16	Gene Expression (Transcription)	ARID1B;ATM;EP300;MGA;NOTCH3;RB1;TSC2;ZFHX3
5	Reactome	Reactome: Hdr through homologous recombination (hrr)	1	2.131029472269665e-05	3	18.75	16	HDR Through Homologous Recombination (HRR)	ATM;PALB2;POLD1
5	Reactome	Reactome: Hdr through homologous recombination (hrr) or single strand annealing (ssa)	1	0.0001007540692018	3	18.75	16	HDR Through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	ATM;PALB2;POLD1
