Cluster_ID	Database	Native_Macro_Sector	N_Pathways_Aggregated	Best_P-value	Unique_Genes_Count	Coverage_%	Total_Input_Genes	Original_Pathways	All_Unique_Genes
0	GO	GO: Intracellular signal transduction	4	2.897242771144559e-06	8	9.3	86	signal transduction in response to DNA damage (GO:0042770) | DNA damage induced protein phosphorylation (GO:0006975) | intrinsic apoptotic signaling pathway (GO:0097193) | phosphatidylinositol-mediated signaling (GO:0048015)	ABL1;BRIP1;CHEK2;DOT1L;MSH6;PIK3R2;RHOA;TP53
0	GO	GO: Protein phosphorylation	4	1.1830752501495324e-05	11	12.79	86	peptidyl-tyrosine phosphorylation (GO:0018108) | protein autophosphorylation (GO:0046777) | peptidyl-threonine phosphorylation (GO:0018107) | peptidyl-serine phosphorylation (GO:0018105)	ABL1;CHEK2;EGFR;EPHB1;FGFR2;FLT4;JAK3;LATS2;MAP2K1;RPS6KA4;TGFBR2
0	GO	GO: Tissue development	4	1.4372377492677153e-05	8	9.3	86	epithelium development (GO:0060429) | muscle tissue development (GO:0060537) | bone marrow development (GO:0048539) | epidermis development (GO:0008544)	FGFR2;GLI1;PTCH1;SMO;SOX17;SOX9;TP53;VEGFA
0	GO	GO: Dna binding	4	0.000381514858068	16	18.6	86	DNA secondary structure binding (GO:0000217) | single-stranded DNA binding (GO:0003697) | sequence-specific DNA binding (GO:0043565) | double-stranded DNA binding (GO:0003690)	ABL1;CTCF;EGFR;ERG;FOXP1;FUBP1;KMT2A;KMT2B;MLH1;MSH3;MSH6;PMS2;SMAD2;SMAD3;SOX9;TCF7L2
0	GO	GO: Signaling receptor binding	4	0.0010947220462902	8	9.3	86	cytokine receptor binding (GO:0005126) | receptor tyrosine kinase binding (GO:0030971) | patched binding (GO:0005113) | peroxisome proliferator activated receptor binding (GO:0042975)	ASXL1;PIK3R2;SH2B3;SMAD2;SMAD3;SMO;TP53;VEGFA
0	GO	GO: Hydrolase activity, acting on ester bonds	4	0.0016081357833763	3	3.49	86	endodeoxyribonuclease activity, producing 5'-phosphomonoesters (GO:0016888) | endoribonuclease activity, producing 5'-phosphomonoesters (GO:0016891) | endodeoxyribonuclease activity, producing 3'-phosphomonoesters (GO:0016889) | flap endonuclease activity (GO:0048256)	DICER1;DROSHA;SLX4
0	GO	GO: Dna metabolic process	4	0.0029800022502311	6	6.98	86	DNA double-strand break processing (GO:0000729) | DNA replication (GO:0006260) | DNA recombination (GO:0006310) | DNA-dependent DNA replication maintenance of fidelity (GO:0045005)	BARD1;BRIP1;MSH3;POLD1;RECQL;SLX4
0	GO	GO: Cytokine-mediated signaling pathway	4	0.0029800022502311	2	2.33	86	interleukin-7-mediated signaling pathway (GO:0038111) | interleukin-21-mediated signaling pathway (GO:0038114) | interleukin-9-mediated signaling pathway (GO:0038113) | interleukin-2-mediated signaling pathway (GO:0038110)	IL7R;JAK3
0	GO	GO: Cellular response to chemical stimulus	4	0.0064243047806953	7	8.14	86	cellular response to acid chemical (GO:0071229) | cellular response to oxygen-containing compound (GO:1901701) | cellular response to lipid (GO:0071396) | cellular response to antibiotic (GO:0071236)	CTR9;EGFR;RHOA;RPTOR;SOX9;TP53;VEGFA
0	GO	GO: Rna binding	4	0.0128221942546673	3	3.49	86	regulatory RNA binding (GO:0061980) | pre-miRNA binding (GO:0070883) | primary miRNA binding (GO:0070878) | double-stranded RNA binding (GO:0003725)	DICER1;DROSHA;RBM10
0	GO	GO: Regulation of gene expression	3	1.345523459258179e-09	37	43.02	86	regulation of transcription, DNA-templated (GO:0006355) | negative regulation of gene expression (GO:0010629) | positive regulation of gene expression (GO:0010628)	ABL1;ARID1A;BAP1;BCOR;BRIP1;CHEK2;CTCF;CTR9;DAXX;DICER1;EGFR;ERG;FOXP1;FUBP1;GLI1;HNF1A;KMT2A;KMT2B;MAP2K1;MGA;NCOR1;NOTCH1;NOTCH2;PIK3R3;RPS6KA4;SETDB1;SMAD2;SMAD3;SMO;SOX17;SOX9;SPEN;TCF3;TCF7L2;TP53;VEGFA;ZFHX3
0	GO	GO: Protein kinase activity	3	2.0810660468507023e-08	15	17.44	86	protein tyrosine kinase activity (GO:0004713) | transmembrane receptor protein kinase activity (GO:0019199) | protein serine/threonine kinase activity (GO:0004674)	ABL1;ARAF;CHEK2;EGFR;EPHB1;FGFR2;FLT4;JAK3;LATS2;MAP2K1;MAP3K1;MST1R;RPS6KA4;TGFBR2;YES1
0	GO	GO: Regulation of epithelial cell proliferation	3	1.00675923537108e-06	7	8.14	86	positive regulation of epithelial cell proliferation (GO:0050679) | regulation of keratinocyte proliferation (GO:0010837) | negative regulation of epithelial cell proliferation (GO:0050680)	EGFR;FGFR2;FLT4;NOTCH2;SOX9;TCF7L2;VEGFA
0	GO	GO: Peptidyl-amino acid modification	3	4.201179554710049e-06	9	10.47	86	peptidyl-tyrosine modification (GO:0018212) | peptidyl-threonine modification (GO:0018210) | peptidyl-serine modification (GO:0018209)	ABL1;EGFR;FGFR2;FLT4;JAK3;LATS2;MAP2K1;RPS6KA4;TGFBR2
