Cluster_ID	Meta_Term	Best_P-value	Aggregated_Terms	All_Genes	N_Terms_Merged
2	inositol lipid-mediated signaling (GO:0048017)	0.0005688783229383	inositol lipid-mediated signaling (GO:0048017) | Acute myeloid leukemia | regulation of actin cytoskeleton organization (GO:0032956) | response to macrophage colony-stimulating factor (GO:0036005) | positive regulation of macrophage proliferation (GO:0120041) | cellular response to macrophage colony-stimulating factor stimulus (GO:0036006) | mammary gland duct morphogenesis (GO:0060603) | phosphatidylinositol 3-kinase complex, class I (GO:0097651) | regulation of macrophage proliferation (GO:0120040) | negative regulation of actin filament depolymerization (GO:0030835) | 1-phosphatidylinositol-4-phosphate 3-kinase activity (GO:0035005) | phosphatidylinositol-3-phosphate biosynthetic process (GO:0036092) | actin-mediated cell contraction (GO:0070252) | anoikis (GO:0043276) | regulation of actin filament organization (GO:0110053) | 1-phosphatidylinositol-3-kinase activity (GO:0016303) | cell-cell junction maintenance (GO:0045217) | monocyte differentiation (GO:0030224) | regulation of actin filament depolymerization (GO:0030834) | positive regulation of leukocyte proliferation (GO:0070665) | phosphatidylinositol 3-kinase activity (GO:0035004) | relaxation of cardiac muscle (GO:0055119) | phosphatidylinositol phosphate kinase activity (GO:0016307) | relaxation of muscle (GO:0090075) | cell junction maintenance (GO:0034331) | positive regulation of macrophage chemotaxis (GO:0010759)	CSF1R;PIK3CA	26
2	blood vessel morphogenesis (GO:0048514)	0.0006857442847474	blood vessel morphogenesis (GO:0048514) | positive regulation of CD4-positive, alpha-beta T cell proliferation (GO:2000563) | positive regulation of epithelial to mesenchymal transition involved in endocardial cushion formation (GO:1905007) | tricuspid valve development (GO:0003175) | tricuspid valve morphogenesis (GO:0003186) | regulation of blood vessel remodeling (GO:0060312) | positive regulation of cardiac epithelial to mesenchymal transition (GO:0062043) | regulation of T cell tolerance induction (GO:0002664) | vascular endothelial growth factor-activated receptor activity (GO:0005021) | cellular response to growth factor stimulus (GO:0071363) | regulation of epithelial to mesenchymal transition involved in endocardial cushion formation (GO:1905005) | positive regulation of protein kinase C signaling (GO:0090037) | activin-activated receptor activity (GO:0017002) | type I transforming growth factor beta receptor binding (GO:0034713) | positive regulation of mesenchymal cell proliferation (GO:0002053) | myeloid dendritic cell differentiation (GO:0043011) | regulation of CD4-positive, alpha-beta T cell proliferation (GO:2000561) | response to sterol (GO:0036314) | regulation of mesenchymal cell proliferation (GO:0010464) | transforming growth factor beta-activated receptor activity (GO:0005024) | positive regulation of CD4-positive, alpha-beta T cell activation (GO:2000516) | pathway-restricted SMAD protein phosphorylation (GO:0060389) | embryonic hemopoiesis (GO:0035162) | positive regulation of alpha-beta T cell differentiation (GO:0046638) | atrioventricular valve development (GO:0003171) | branching involved in blood vessel morphogenesis (GO:0001569) | cardiac left ventricle morphogenesis (GO:0003214) | secondary palate development (GO:0062009) | myeloid dendritic cell activation (GO:0001773) | regulation of protein kinase C signaling (GO:0090036)	FLT4;TGFBR2	30
2	myeloid leukocyte differentiation (GO:0002573)	0.0010999291367171	myeloid leukocyte differentiation (GO:0002573) | cellular response to organic substance (GO:0071310) | Transcriptional misregulation in cancer	CSF1R;TGFBR2	3
2	integral component of plasma membrane (GO:0005887)	0.0023160134025717	integral component of plasma membrane (GO:0005887) | axon (GO:0030424)	RNF43;RET;FLT4;PTPRS;CSF1R	2
2	Th17 cell differentiation	0.002474294254998	Th17 cell differentiation | regulation of dendritic cell cytokine production (GO:0002730) | regulation of thymocyte apoptotic process (GO:0070243) | regulation of T-helper 1 cell differentiation (GO:0045625) | negative regulation of T cell apoptotic process (GO:0070233) | interleukin-21-mediated signaling pathway (GO:0038114) | cellular response to interleukin-21 (GO:0098757) | regulation of lymphocyte apoptotic process (GO:0070228) | tyrosine phosphorylation of STAT protein (GO:0007260) | negative regulation of glycoprotein biosynthetic process (GO:0010561) | interleukin-9-mediated signaling pathway (GO:0038113) | cellular response to interleukin-9 (GO:0071355) | response to interleukin-4 (GO:0070670) | cellular response to interleukin-4 (GO:0071353) | regulation of T cell apoptotic process (GO:0070232) | interleukin-2-mediated signaling pathway (GO:0038110) | cellular response to interleukin-2 (GO:0071352) | negative regulation of T-helper cell differentiation (GO:0045623) | T cell homeostasis (GO:0043029) | regulation of receptor signaling pathway via STAT (GO:1904892) | interleukin-15-mediated signaling pathway (GO:0035723) | cellular response to interleukin-15 (GO:0071350) | negative regulation of interleukin-12 production (GO:0032695) | growth hormone receptor signaling pathway via JAK-STAT (GO:0060397)	TGFBR2;JAK3	24
2	glial cell-derived neurotrophic factor receptor signaling pathway (GO:0035860)	0.0034953988931204	glial cell-derived neurotrophic factor receptor signaling pathway (GO:0035860) | cellular response to lipid (GO:0071396)	RET;AR	2
2	opioid receptor binding (GO:0031628)	0.0034953988931204	opioid receptor binding (GO:0031628) | beta-2 adrenergic receptor binding (GO:0031698) | dopamine receptor binding (GO:0050780) | G protein-coupled receptor binding (GO:0001664) | adenylate cyclase-activating dopamine receptor signaling pathway (GO:0007191) | ionotropic glutamate receptor binding (GO:0035255) | insulin-like growth factor receptor binding (GO:0005159)	RNF43;GNAS	7
2	regulation of tooth mineralization (GO:0070170)	0.0041931197986946	regulation of tooth mineralization (GO:0070170) | negative regulation of histone methylation (GO:0031061) | transcription regulatory region nucleic acid binding (GO:0001067) | negative regulation of bone mineralization (GO:0030502)	AR;BCOR	4
2	cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	0.0061118334297526	cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	TGFBR2;PTPRS	1
3	Chronic myeloid leukemia	1.3318607445555034e-08	Chronic myeloid leukemia | regulation of cell cycle (GO:0051726) | regulation of peptidyl-tyrosine phosphorylation (GO:0050730) | nucleus (GO:0005634) | replicative senescence (GO:0090399) | Neurotrophin signaling pathway | Cell cycle | positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731) | regulation of cellular component organization (GO:0051128) | intracellular membrane-bounded organelle (GO:0043231) | protein kinase binding (GO:0019901) | negative regulation of phosphate metabolic process (GO:0045936) | regulation of transcription, DNA-templated (GO:0006355) | RNA polymerase II-specific DNA-binding transcription factor binding (GO:0061629) | Viral carcinogenesis | negative regulation of transferase activity (GO:0051348) | regulation of cell growth (GO:0001558) | Ras signaling pathway | phosphotyrosine residue binding (GO:0001784) | Bladder cancer | protein phosphorylated amino acid binding (GO:0045309) | DNA repair (GO:0006281) | intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630) | signal transduction in response to DNA damage (GO:0042770) | MicroRNAs in cancer | regulation of DNA-templated transcription, initiation (GO:2000142) | regulation of transcription initiation from RNA polymerase II promoter (GO:0060260) | positive regulation of protein phosphorylation (GO:0001934) | Melanoma | Non-small cell lung cancer | protein tyrosine kinase binding (GO:1990782) | p53 signaling pathway | Glioma | Pancreatic cancer | negative regulation of protein serine/threonine kinase activity (GO:0071901) | kinase binding (GO:0019900) | regulation of transcription by RNA polymerase II (GO:0006357) | intrinsic apoptotic signaling pathway (GO:0097193) | small GTPase mediated signal transduction (GO:0007264) | Pathways in cancer | positive regulation of intracellular signal transduction (GO:1902533) | cellular response to oxidative stress (GO:0034599) | negative regulation of cell growth (GO:0030308) | negative regulation of growth (GO:0045926) | negative regulation of cellular process (GO:0048523) | regulation of cell adhesion (GO:0030155) | Ras protein signal transduction (GO:0007265) | Cellular senescence | Hepatocellular carcinoma | sequence-specific double-stranded DNA binding (GO:1990837) | Axon guidance | regulation of apoptotic process (GO:0042981) | regulation of programmed cell death (GO:0043067) | Pathogenic Escherichia coli infection | Proteoglycans in cancer | DNA binding (GO:0003677) | Human T-cell leukemia virus 1 infection | Human cytomegalovirus infection | positive regulation of programmed cell death (GO:0043068) | positive regulation of apoptotic process (GO:0043065) | cellular response to DNA damage stimulus (GO:0006974)	TP53;PTPN11;ABL1;BAP1;KDM6A;CDKN2A;REL;TBX3	61
3	negative regulation of cell population proliferation (GO:0008285)	8.365714484286324e-06	negative regulation of cell population proliferation (GO:0008285) | negative regulation of nucleic acid-templated transcription (GO:1903507) | negative regulation of cellular macromolecule biosynthetic process (GO:2000113) | cellular senescence (GO:0090398) | regulation of cell population proliferation (GO:0042127) | positive regulation of establishment of protein localization to mitochondrion (GO:1903749) | negative regulation of transcription, DNA-templated (GO:0045892) | positive regulation of intracellular protein transport (GO:0090316) | DNA-binding transcription factor binding (GO:0140297) | protein deubiquitination (GO:0016579) | protein modification by small protein removal (GO:0070646) | negative regulation of programmed cell death (GO:0043069)	TP53;TBX3;CDKN2A;BAP1	12
3	genitalia development (GO:0048806)	1.270931618352025e-05	genitalia development (GO:0048806) | sinoatrial node cell differentiation (GO:0060921) | female genitalia development (GO:0030540) | regulation of cell proliferation involved in heart morphogenesis (GO:2000136) | anterior/posterior axis specification, embryo (GO:0008595) | tripartite regional subdivision (GO:0007351) | non-membrane spanning protein tyrosine phosphatase activity (GO:0004726) | negative regulation of cell differentiation (GO:0045596) | cardiac pacemaker cell development (GO:0060926) | embryonic forelimb morphogenesis (GO:0035115) | forelimb morphogenesis (GO:0035136) | central nervous system development (GO:0007417) | mesoderm morphogenesis (GO:0048332) | positive regulation of insulin receptor signaling pathway (GO:0046628) | negative regulation of myoblast differentiation (GO:0045662) | negative regulation of cartilage development (GO:0061037) | positive regulation of cellular response to insulin stimulus (GO:1900078) | negative regulation of chondrocyte differentiation (GO:0032331) | embryonic axis specification (GO:0000578) | embryonic digit morphogenesis (GO:0042733) | interleukin-6-mediated signaling pathway (GO:0070102) | mesoderm development (GO:0007498) | cardiac epithelial to mesenchymal transition (GO:0060317) | anterior/posterior axis specification (GO:0009948) | limb morphogenesis (GO:0035108) | mammary gland development (GO:0030879)	PTPN11;TBX3	26
3	Transcriptional misregulation in cancer	4.707568169450221e-05	Transcriptional misregulation in cancer | positive regulation of transcription by RNA polymerase II (GO:0045944) | regulation of gene expression (GO:0010468) | RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978) | cis-regulatory region sequence-specific DNA binding (GO:0000987) | positive regulation of transcription, DNA-templated (GO:0045893) | RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977) | DNA-binding transcription activator activity, RNA polymerase II-specific (GO:0001228)	TP53;ABL1;KDM6A;REL;TBX3	8
3	regulation of interferon-beta production (GO:0032648)	0.0001631010776661	regulation of interferon-beta production (GO:0032648) | response to cytokine (GO:0034097) | negative regulation of interferon-beta production (GO:0032688)	PTPN11;REL	3
3	protein modification process (GO:0036211)	0.0004140822931136	protein modification process (GO:0036211) | activation of protein kinase C activity (GO:1990051) | monoubiquitinated protein deubiquitination (GO:0035520) | supercoiled DNA binding (GO:0097100) | regulation of microtubule binding (GO:1904526) | regulation of Cdc42 protein signal transduction (GO:0032489) | negative regulation of long-term synaptic potentiation (GO:1900272) | DNA damage induced protein phosphorylation (GO:0006975) | negative regulation of phospholipase activity (GO:0010519) | regulation of extent of cell growth (GO:0061387) | bubble DNA binding (GO:0000405) | response to dopamine (GO:1903350) | cellular response to dopamine (GO:1903351) | regulation of oxidoreductase activity (GO:0051341) | negative regulation of ubiquitin-protein transferase activity (GO:0051444) | peptidyl-tyrosine autophosphorylation (GO:0038083) | regulation of phospholipase C activity (GO:1900274) | platelet-derived growth factor receptor signaling pathway (GO:0048008) | four-way junction DNA binding (GO:0000400) | DNA conformation change (GO:0071103) | positive regulation of oxidoreductase activity (GO:0051353) | positive regulation of focal adhesion assembly (GO:0051894) | positive regulation of actin cytoskeleton reorganization (GO:2000251) | regulation of lymphocyte differentiation (GO:0045619) | ephrin receptor binding (GO:0046875) | adenylyltransferase activity (GO:0070566) | regulation of supramolecular fiber organization (GO:1902903) | positive regulation of cell-substrate junction organization (GO:0150117) | protein K48-linked deubiquitination (GO:0071108) | cellular response to catecholamine stimulus (GO:0071870) | actin monomer binding (GO:0003785)	ABL1;BAP1	31
3	circulatory system development (GO:0072359)	0.0010754978056936	circulatory system development (GO:0072359) | heart development (GO:0007507) | histone H3-K27 demethylation (GO:0071557) | histone demethylase activity (H3-K27 specific) (GO:0071558) | MLL3/4 complex (GO:0044666)	PTPN11;KDM6A	5
3	bone marrow development (GO:0048539)	0.0019985634316589	bone marrow development (GO:0048539) | cellular response to antibiotic (GO:0071236) | regulation of thymocyte apoptotic process (GO:0070243) | positive regulation of RNA polymerase II transcription preinitiation complex assembly (GO:0045899) | ER overload response (GO:0006983) | stress-induced premature senescence (GO:0090400) | positive regulation of execution phase of apoptosis (GO:1900119) | regulation of helicase activity (GO:0051095) | regulation of RNA polymerase II transcription preinitiation complex assembly (GO:0045898) | negative regulation of telomerase activity (GO:0051974) | positive regulation of T cell apoptotic process (GO:0070234) | hematopoietic stem cell differentiation (GO:0060218) | DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator (GO:0006978) | positive regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903800) | positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress (GO:1990440) | DNA damage response, signal transduction resulting in transcription (GO:0042772) | chromatin assembly or disassembly (GO:0006333) | mitotic G1/S transition checkpoint signaling (GO:0044819) | mRNA transcription (GO:0009299) | positive regulation of protein export from nucleus (GO:0046827) | cellular response to gamma radiation (GO:0071480) | negative regulation of ATPase activity (GO:0032780) | negative regulation of fibroblast proliferation (GO:0048147) | regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903798) | intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:0042771) | histone acetyltransferase binding (GO:0035035) | regulation of execution phase of apoptosis (GO:1900117) | positive regulation of transcription initiation from RNA polymerase II promoter (GO:0060261) | regulation of protein export from nucleus (GO:0046825) | disordered domain specific binding (GO:0097718) | positive regulation of transcription from RNA polymerase II promoter in response to stress (GO:0036003) | response to gamma radiation (GO:0010332) | DNA packaging (GO:0006323) | protein phosphatase 2A binding (GO:0051721) | positive regulation of release of cytochrome c from mitochondria (GO:0090200)	TP53	35
3	regulation of macrophage apoptotic process (GO:2000109)	0.0023978589692277	regulation of macrophage apoptotic process (GO:2000109) | positive regulation of myeloid cell apoptotic process (GO:0033034) | regulation of smooth muscle cell apoptotic process (GO:0034391) | positive regulation of smooth muscle cell apoptotic process (GO:0034393) | cyclin-dependent protein serine/threonine kinase inhibitor activity (GO:0004861) | positive regulation of leukocyte apoptotic process (GO:2000108) | positive regulation of cellular senescence (GO:2000774) | positive regulation of cell aging (GO:0090343) | negative regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045736) | negative regulation of cyclin-dependent protein kinase activity (GO:1904030) | heterochromatin assembly (GO:0031507) | NF-kappaB binding (GO:0051059)	CDKN2A	12
5	Human papillomavirus infection	1.367506850946603e-07	Human papillomavirus infection | negative regulation of signal transduction (GO:0009968) | regulation of cell cycle (GO:0051726) | Thyroid hormone signaling pathway | Cell cycle | Breast cancer | Cellular senescence | Human T-cell leukemia virus 1 infection | nucleus (GO:0005634) | Pathways in cancer | MicroRNAs in cancer | intracellular membrane-bounded organelle (GO:0043231) | negative regulation of cellular process (GO:0048523)	RB1;NOTCH3;AXIN2;LATS2;DOT1L;INPPL1;EP300;ZFHX3;PTPRT;TSC2;ATM;POLD1	13
5	Homologous recombination	4.395318287963211e-06	Homologous recombination | telomere organization (GO:0032200) | DNA metabolic process (GO:0006259) | telomere maintenance (GO:0000723) | DNA repair (GO:0006281) | cellular response to DNA damage stimulus (GO:0006974) | DNA replication (GO:0006260) | double-strand break repair (GO:0006302)	AXIN2;DOT1L;PALB2;ATM;POLD1	8
5	STAT family protein binding (GO:0097677)	8.983080444348457e-06	STAT family protein binding (GO:0097677) | RNA polymerase II-specific DNA-binding transcription factor binding (GO:0061629) | lysine N-acetyltransferase activity, acting on acetyl phosphate as donor (GO:0004468) | foam cell differentiation (GO:0090077) | macrophage derived foam cell differentiation (GO:0010742) | regulation of tubulin deacetylation (GO:0090043) | internal protein amino acid acetylation (GO:0006475) | peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity (GO:1990264) | regulation of RNA polymerase II regulatory region sequence-specific DNA binding (GO:1903025) | regulation of protein deacetylation (GO:0090311) | H3 histone acetyltransferase activity (GO:0010484) | peptidyl-lysine acetylation (GO:0018394) | H4 histone acetyltransferase activity (GO:0010485) | negative regulation of receptor signaling pathway via STAT (GO:1904893)	PTPRT;EP300;RB1	14
5	regulation of sister chromatid cohesion (GO:0007063)	3.941561644068303e-05	regulation of sister chromatid cohesion (GO:0007063) | Hepatocellular carcinoma | regulation of collagen fibril organization (GO:1904026) | maintenance of DNA repeat elements (GO:0043570) | Gastric cancer | regulation of protein localization to chromatin (GO:1905634) | Cushing syndrome | regulation of tau-protein kinase activity (GO:1902947) | regulation of lipid kinase activity (GO:0043550) | positive regulation of metaphase/anaphase transition of cell cycle (GO:1902101) | positive regulation of mitotic metaphase/anaphase transition (GO:0045842) | positive regulation of mitotic sister chromatid separation (GO:1901970)	ARID1B;RB1;AXIN2	12
5	regulation of receptor signaling pathway via STAT (GO:1904892)	4.656042999375256e-05	regulation of receptor signaling pathway via STAT (GO:1904892) | chromatin silencing at telomere (GO:0006348)	PTPRT;DOT1L	2
5	negative regulation of protein kinase activity (GO:0006469)	4.729605552859509e-05	negative regulation of protein kinase activity (GO:0006469) | negative regulation of protein phosphorylation (GO:0001933) | negative regulation of kinase activity (GO:0033673) | regulation of protein kinase activity (GO:0045859) | phosphatase binding (GO:0019902) | transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	PTPRT;RB1;NTRK3;TSC2	6
5	positive regulation of transcription of Notch receptor target (GO:0007221)	8.103128969688274e-05	positive regulation of transcription of Notch receptor target (GO:0007221) | positive regulation of transcription by RNA polymerase II (GO:0045944) | Notch signaling pathway | Notch signaling pathway (GO:0007219) | regulation of Notch signaling pathway (GO:0008593)	NOTCH3;DOT1L;EP300;ZFHX3;ATM	5
5	positive regulation of cellular process (GO:0048522)	9.619689824156182e-05	positive regulation of cellular process (GO:0048522) | DNA damage checkpoint signaling (GO:0000077) | DNA integrity checkpoint signaling (GO:0031570) | signal transduction in response to DNA damage (GO:0042770) | regulation of gene expression (GO:0010468) | positive regulation of transcription, DNA-templated (GO:0045893) | positive regulation of cell adhesion (GO:0045785) | regulation of cell population proliferation (GO:0042127) | chromosome organization (GO:0051276) | regulation of cell adhesion (GO:0030155) | Signaling pathways regulating pluripotency of stem cells	ARID1B;RB1;NTRK3;AXIN2;DOT1L;ZFHX3;EP300;TSC2;ATM	11
5	SWI/SNF complex (GO:0016514)	0.0001017900851664	SWI/SNF complex (GO:0016514) | chromatin remodeling (GO:0006338) | chromatin-mediated maintenance of transcription (GO:0048096)	ARID1B;RB1	3
5	positive regulation of transcription regulatory region DNA binding (GO:2000679)	0.0001248889732037	positive regulation of transcription regulatory region DNA binding (GO:2000679) | Prostate cancer | regulation of protein-containing complex assembly (GO:0043254) | regulation of nucleic acid-templated transcription (GO:1903506) | regulation of cellular macromolecule biosynthetic process (GO:2000112) | Hepatitis B	RB1;EP300;ZFHX3	6
5	regulation of transcription regulatory region DNA binding (GO:2000677)	0.0002081602777085	regulation of transcription regulatory region DNA binding (GO:2000677)	DOT1L;RB1	1
5	beta-catenin-TCF complex assembly (GO:1904837)	0.0002405536839323	beta-catenin-TCF complex assembly (GO:1904837) | Wnt signaling pathway	EP300;AXIN2	2
5	negative regulation of TOR signaling (GO:0032007)	0.0004147817481844	negative regulation of TOR signaling (GO:0032007) | p53 signaling pathway | regulation of mitophagy (GO:1901524) | cellular response to X-ray (GO:0071481) | negative regulation of telomere capping (GO:1904354) | pexophagy (GO:0000425) | DNA damage induced protein phosphorylation (GO:0006975) | peptidyl-serine autophosphorylation (GO:0036289) | anoikis (GO:0043276) | negative regulation of phosphatidylinositol 3-kinase signaling (GO:0014067) | 1-phosphatidylinositol-3-kinase activity (GO:0016303) | insulin-like growth factor receptor signaling pathway (GO:0048009) | negative regulation of B cell proliferation (GO:0030889) | autophagy of peroxisome (GO:0030242) | replicative senescence (GO:0090399) | phosphatidylinositol 3-kinase activity (GO:0035004)	ATM;TSC2	16
5	negative regulation of Wnt signaling pathway (GO:0030178)	0.0004380805623646	negative regulation of Wnt signaling pathway (GO:0030178) | Hippo signaling pathway | negative regulation of canonical Wnt signaling pathway (GO:0090090)	LATS2;TSC2;AXIN2	3
5	damaged DNA binding (GO:0003684)	0.0005565970754469	damaged DNA binding (GO:0003684) | cellular response to light stimulus (GO:0071482) | transcription-coupled nucleotide-excision repair (GO:0006283) | cellular response to UV (GO:0034644) | response to UV (GO:0009411) | nucleotide-excision repair (GO:0006289) | fatty acid homeostasis (GO:0055089) | 3'-5'-exodeoxyribonuclease activity (GO:0008296) | exodeoxyribonuclease activity, producing 5'-phosphomonoesters (GO:0016895)	POLD1;EP300	9
5	intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)	0.0007477269425466	intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630) | DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977) | regulation of cellular catabolic process (GO:0031329) | mitotic G1 DNA damage checkpoint signaling (GO:0031571) | DNA damage response, signal transduction by p53 class mediator (GO:0030330) | regulation of cellular response to heat (GO:1900034) | regulation of cellular response to stress (GO:0080135) | regulation of intracellular signal transduction (GO:1902531) | FoxO signaling pathway | positive regulation of gene expression (GO:0010628) | regulation of signal transduction by p53 class mediator (GO:1901796)	ATM;EP300;NTRK3	11
5	regulation of transcription by RNA polymerase II (GO:0006357)	0.0009122235670849	regulation of transcription by RNA polymerase II (GO:0006357) | positive regulation of nucleic acid-templated transcription (GO:1903508)	ARID1B;RB1;DOT1L;EP300;ZFHX3;MGA;ATM	2
5	positive regulation of gene expression, epigenetic (GO:0045815)	0.000933364471322	positive regulation of gene expression, epigenetic (GO:0045815)	ARID1B;EP300	1
5	cell cycle G1/S phase transition (GO:0044843)	0.0011389541194601	cell cycle G1/S phase transition (GO:0044843) | negative regulation of protein serine/threonine kinase activity (GO:0071901) | negative regulation of cell cycle (GO:0045786) | G1/S transition of mitotic cell cycle (GO:0000082) | regulation of organ growth (GO:0046620)	LATS2;RB1	5
5	positive regulation of neuron projection development (GO:0010976)	0.002206566745469	positive regulation of neuron projection development (GO:0010976) | positive regulation of cell projection organization (GO:0031346) | regulation of neurotrophin TRK receptor signaling pathway (GO:0051386) | regulation of positive chemotaxis (GO:0050926) | neurotrophin binding (GO:0043121) | regulation of neuron projection development (GO:0010975)	EP300;NTRK3	6
5	regulation of kinase activity (GO:0043549)	0.0025125351090035	regulation of kinase activity (GO:0043549)	RB1;NTRK3	1
5	regulation of transforming growth factor beta receptor signaling pathway (GO:0017015)	0.0028374149918175	regulation of transforming growth factor beta receptor signaling pathway (GO:0017015)	LATS2;EP300	1
5	regulation of phosphatidylinositol 3-kinase signaling (GO:0014066)	0.003181041206578	regulation of phosphatidylinositol 3-kinase signaling (GO:0014066) | circulatory system development (GO:0072359) | heart development (GO:0007507)	TSC2;NTRK3	3
5	regulation of cell migration (GO:0030334)	0.0038729628354168	regulation of cell migration (GO:0030334) | enzyme linked receptor protein signaling pathway (GO:0007167)	PTPRT;ATM;NTRK3	2
5	Insulin signaling pathway	0.0052488722606703	Insulin signaling pathway | endochondral ossification (GO:0001958)	INPPL1;TSC2	2
5	peptidyl-serine phosphorylation (GO:0018105)	0.0067518596221788	peptidyl-serine phosphorylation (GO:0018105) | peptidyl-serine modification (GO:0018209)	LATS2;ATM	2
