Cluster_ID	Meta_Term	Best_P-value	Aggregated_Terms	All_Genes	N_Terms_Merged
1	Long-term potentiation	2.0233171117575766e-06	Long-term potentiation | peptidyl-lysine acetylation (GO:0018394) | N-terminal protein amino acid acetylation (GO:0006474) | positive regulation of cellular response to transforming growth factor beta stimulus (GO:1903846) | positive regulation of transforming growth factor beta receptor signaling pathway (GO:0030511) | internal peptidyl-lysine acetylation (GO:0018393) | Melanogenesis | protein acetylation (GO:0006473) | acetyltransferase activity (GO:0016407) | cAMP signaling pathway | protein destabilization (GO:0031648) | protein acylation (GO:0043543)	CREBBP;GRIN2A;EP300;PIK3CA;NRAS;ARAF	12
1	Transcriptional misregulation in cancer	2.120025601308972e-06	Transcriptional misregulation in cancer	MYC;FLT3;ETV1;IGF1R;CDKN1B;WT1;CSF1R	1
1	histone acetyltransferase activity (GO:0004402)	2.473468277575132e-06	histone acetyltransferase activity (GO:0004402) | positive regulation of transcription of Notch receptor target (GO:0007221) | RNA polymerase II-specific DNA-binding transcription factor binding (GO:0061629) | H3 histone acetyltransferase activity (GO:0010484) | H4 histone acetyltransferase activity (GO:0010485) | Notch signaling pathway | histone acetylation (GO:0016573) | regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061418) | regulation of nucleic acid-templated transcription (GO:1903506) | regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618) | nucleotide-excision repair (GO:0006289) | histone H4 acetylation (GO:0043967)	NOTCH4;CREBBP;EP300;NCOA3;BRCA2;ATRX;TGFBR1;CDKN2A;KLF4;WT1;EPAS1;ERCC3;AR	12
1	Adherens junction	2.70194997165794e-06	Adherens junction | regulation of transforming growth factor beta receptor signaling pathway (GO:0017015)	NKX2-1;CREBBP;EP300;TGFBR1;IGF1R;SPRED1;FGFR1	2
1	regulation of TOR signaling (GO:0032006)	2.70194997165794e-06	regulation of TOR signaling (GO:0032006) | negative regulation of macroautophagy (GO:0016242) | positive regulation of TOR signaling (GO:0032008)	RICTOR;PIK3CA;TSC1;ARAF;ROS1	3
1	gland development (GO:0048732)	2.70194997165794e-06	gland development (GO:0048732) | branching morphogenesis of an epithelial tube (GO:0048754) | endocrine system development (GO:0035270) | negative regulation of cell differentiation (GO:0045596) | transcription regulatory region nucleic acid binding (GO:0001067) | respiratory system development (GO:0060541)	NKX2-1;NOTCH4;MYC;TGFBR1;SPRED1;KLF4;WT1;ARID5B;AR;PTEN	6
1	Inositol phosphate metabolism	3.1023261868149404e-06	Inositol phosphate metabolism | Phosphatidylinositol signaling system | phosphatidylinositol biosynthetic process (GO:0006661) | 1-phosphatidylinositol-4-phosphate 3-kinase activity (GO:0035005) | glycerophospholipid biosynthetic process (GO:0046474) | phosphatidylinositol-3-phosphate biosynthetic process (GO:0036092) | polyol metabolic process (GO:0019751) | 1-phosphatidylinositol-3-kinase activity (GO:0016303) | inositol phosphate metabolic process (GO:0043647) | phosphatidylinositol 3-kinase activity (GO:0035004) | phosphatidylinositol phosphate kinase activity (GO:0016307) | phosphatidylinositol kinase activity (GO:0052742) | phosphate-containing compound metabolic process (GO:0006796) | phosphatidylinositol phosphate biosynthetic process (GO:0046854)	PIK3CA;PLCG2;INPP4A;PIK3C2G;PTEN	14
1	DNA damage response, signal transduction by p53 class mediator (GO:0030330)	3.319245520309455e-06	DNA damage response, signal transduction by p53 class mediator (GO:0030330) | DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977) | mitotic G1 DNA damage checkpoint signaling (GO:0031571) | positive regulation of telomere maintenance (GO:0032206) | signal transduction by p53 class mediator (GO:0072331) | negative regulation of mitotic cell cycle (GO:0045930)	NBN;ATRX;EP300;CDKN1B;PLK2	6
1	regulation of cell division (GO:0051302)	3.788754735753439e-06	regulation of cell division (GO:0051302) | negative regulation of cell division (GO:0051782) | regulation of stem cell population maintenance (GO:2000036)	MYC;NCOA3;TP63;PLK2;BLM	3
1	regulation of epithelial to mesenchymal transition (GO:0010717)	3.788754735753439e-06	regulation of epithelial to mesenchymal transition (GO:0010717) | negative regulation of epithelial to mesenchymal transition (GO:0010719) | coronary vasculature morphogenesis (GO:0060977) | negative regulation of transforming growth factor beta receptor signaling pathway (GO:0030512) | negative regulation of multicellular organismal process (GO:0051241) | negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101)	NKX2-1;BRCA2;TGFBR1;EPHA3;SPRED1;PTEN	6
1	negative regulation of transcription, DNA-templated (GO:0045892)	5.3720966087898965e-06	negative regulation of transcription, DNA-templated (GO:0045892) | transcription cis-regulatory region binding (GO:0000976) | negative regulation of cellular macromolecule biosynthetic process (GO:2000113) | negative regulation of nucleic acid-templated transcription (GO:1903507) | RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977)	NKX2-1;NOTCH4;CREBBP;MYC;ETV1;PRDM14;EPAS1;EP300;TP63;CDKN1B;CIC;CDKN2A;KLF4;WT1;ARID5B;E2F3;AR;TSC1	5
1	apoptotic process (GO:0006915)	7.175632063867622e-06	apoptotic process (GO:0006915) | regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900739) | positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900740) | positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901030) | positive regulation of establishment of protein localization to mitochondrion (GO:1903749) | positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280)	CASP8;MYC;PIK3CA;EP300;TP63;BBC3;ERCC3	6
1	Homologous recombination	7.77846193733406e-06	Homologous recombination | double-strand break repair via homologous recombination (GO:0000724) | DNA recombination (GO:0006310) | replication fork processing (GO:0031297) | DNA repair (GO:0006281) | formation of extrachromosomal circular DNA (GO:0001325) | t-circle formation (GO:0090656) | telomere maintenance via telomere trimming (GO:0090737) | DNA duplex unwinding (GO:0032508) | regulation of DNA-dependent DNA replication (GO:0090329) | DNA double-strand break processing (GO:0000729) | DNA metabolic process (GO:0006259) | double-strand break repair (GO:0006302) | recombinational repair (GO:0000725) | DNA geometric change (GO:0032392) | cellular response to DNA damage stimulus (GO:0006974) | mitotic G2 DNA damage checkpoint signaling (GO:0007095) | mitotic G2/M transition checkpoint (GO:0044818) | telomere organization (GO:0032200)	NBN;MYC;ATRX;BRCA2;RAD21;RAD54L;ERCC3;BLM	19
1	development of primary male sexual characteristics (GO:0046546)	9.435188835906888e-06	development of primary male sexual characteristics (GO:0046546) | male gonad development (GO:0008584) | gonad development (GO:0008406) | cellular response to hormone stimulus (GO:0032870)	CSDE1;NCOA3;INHBA;WT1;AR	4
1	damaged DNA binding (GO:0003684)	1.0354687782230006e-05	damaged DNA binding (GO:0003684) | DNA-binding transcription factor binding (GO:0140297)	NBN;CREBBP;MYC;EP300;KLF4;ERCC3;AR	2
1	positive regulation of Notch signaling pathway (GO:0045747)	1.133860005318454e-05	positive regulation of Notch signaling pathway (GO:0045747) | positive regulation of signal transduction (GO:0009967) | regulation of Notch signaling pathway (GO:0008593)	NOTCH4;CREBBP;EP300;TP63;TGFBR1;TNFAIP3;PTEN	3
1	positive regulation of chromosome organization (GO:2001252)	1.2568820761891242e-05	positive regulation of chromosome organization (GO:2001252) | positive regulation of DNA metabolic process (GO:0051054) | regulation of telomere maintenance (GO:0032204) | protein localization to chromosome (GO:0034502)	NBN;MYC;ATRX;RAD21;WT1	4
1	AGE-RAGE signaling pathway in diabetic complications	1.4585125788444958e-05	AGE-RAGE signaling pathway in diabetic complications | C-type lectin receptor signaling pathway | Osteoclast differentiation | Fc epsilon RI signaling pathway | Human immunodeficiency virus 1 infection | Relaxin signaling pathway | Natural killer cell mediated cytotoxicity | VEGF signaling pathway | Phospholipase D signaling pathway | B cell receptor signaling pathway | Axon guidance | Neurotrophin signaling pathway	CASP8;PIK3CA;NRAS;TGFBR1;CDKN1B;RPS6KB2;ARAF;PLCG2;MAP2K4;CYLD;TSC1;CSF1R;EPHA3	12
1	protein deubiquitination (GO:0016579)	1.8359761035330235e-05	protein deubiquitination (GO:0016579) | protein modification by small protein removal (GO:0070646)	MYC;EP300;TGFBR1;CYLD;TNFAIP3;AR;PTEN	2
1	negative regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045736)	3.1145039317832526e-05	negative regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045736) | negative regulation of cyclin-dependent protein kinase activity (GO:1904030) | negative regulation of phosphate metabolic process (GO:0045936) | p53 signaling pathway | protein serine/threonine kinase inhibitor activity (GO:0030291) | negative regulation of cell cycle (GO:0045786) | regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079) | negative regulation of smooth muscle cell proliferation (GO:0048662) | negative regulation of phosphorylation (GO:0042326) | negative regulation of cell cycle G1/S phase transition (GO:1902807) | regulation of cell cycle G1/S phase transition (GO:1902806) | negative regulation of G1/S transition of mitotic cell cycle (GO:2000134) | cyclin-dependent protein serine/threonine kinase inhibitor activity (GO:0004861) | negative regulation of cell growth (GO:0030308) | negative regulation of growth (GO:0045926) | regulation of DNA-templated transcription, initiation (GO:2000142) | regulation of transcription initiation from RNA polymerase II promoter (GO:0060260) | negative regulation of vascular associated smooth muscle cell proliferation (GO:1904706) | Cushing syndrome | regulation of G1/S transition of mitotic cell cycle (GO:2000045) | negative regulation of protein serine/threonine kinase activity (GO:0071901) | negative regulation of mitotic cell cycle phase transition (GO:1901991) | negative regulation of cell-matrix adhesion (GO:0001953) | negative regulation of developmental growth (GO:0048640) | regulation of vascular associated smooth muscle cell proliferation (GO:1904705) | cyclin-dependent protein serine/threonine kinase regulator activity (GO:0016538)	CASP8;KLF4;AXIN1;INHBA;WT1;BBC3;CDKN1B;PLCG2;CDKN2A;TNFAIP3;SPRED1;CSF1R;E2F3;PTEN;BLM	26
1	negative regulation of intracellular signal transduction (GO:1902532)	3.383259880468656e-05	negative regulation of intracellular signal transduction (GO:1902532) | nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway (GO:0035872) | cytoplasmic pattern recognition receptor signaling pathway (GO:0002753) | nucleotide-binding oligomerization domain containing signaling pathway (GO:0070423) | regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803) | regulation of cytokine-mediated signaling pathway (GO:0001959)	CASP8;CYLD;TSC1;TNFAIP3;SPRED1;PTEN	6
1	cellular response to organic substance (GO:0071310)	3.963699877071767e-05	cellular response to organic substance (GO:0071310) | mononuclear cell differentiation (GO:1903131) | positive regulation of cellular component movement (GO:0051272)	FLT3;NCOA3;TGFBR1;KLF4;CSF1R	3
1	regulation of cell growth (GO:0001558)	5.6395184816159655e-05	regulation of cell growth (GO:0001558)	INHBA;TGFBR1;CDKN1B;CDKN2A;WT1;ROS1	1
1	transcription initiation from RNA polymerase II promoter (GO:0006367)	7.346970024446132e-05	transcription initiation from RNA polymerase II promoter (GO:0006367) | DNA-templated transcription, initiation (GO:0006352) | transcription by RNA polymerase II (GO:0006366)	AR;NOTCH4;CREBBP;ERCC3;E2F3	3
1	regulation of apoptotic process (GO:0042981)	8.718461756514737e-05	regulation of apoptotic process (GO:0042981) | negative regulation of apoptotic process (GO:0043066) | negative regulation of programmed cell death (GO:0043069)	CASP8;KLF4;CREBBP;FLT3;MYC;PIK3CA;TP63;IGF1R;ARAF;WT1;PLK2;ERCC3	3
1	positive regulation of endothelial cell proliferation (GO:0001938)	9.563154016332368e-05	positive regulation of endothelial cell proliferation (GO:0001938) | positive regulation of epithelial cell proliferation (GO:0050679) | positive regulation of endothelial cell chemotaxis (GO:2001028) | phosphorylation (GO:0016310) | regulation of endothelial cell proliferation (GO:0001936) | Apelin signaling pathway | positive regulation of blood vessel endothelial cell migration (GO:0043536)	MYC;PIK3CA;NRAS;TGFBR1;PRKD1;RPS6KB2;PLK2;FGFR1;ROS1	7
1	negative regulation of NF-kappaB transcription factor activity (GO:0032088)	0.0001056868427365	negative regulation of NF-kappaB transcription factor activity (GO:0032088) | negative regulation of cytokine production (GO:0001818) | Lys63-specific deubiquitinase activity (GO:0061578) | negative regulation of DNA-binding transcription factor activity (GO:0043433) | NF-kappa B signaling pathway | protein K63-linked deubiquitination (GO:0070536) | negative regulation of response to external stimulus (GO:0032102) | negative regulation of type I interferon production (GO:0032480)	KLF4;INHBA;CYLD;CD274;CDKN2A;TNFAIP3;PLCG2;PTEN	8
1	negative regulation of cellular component organization (GO:0051129)	0.0001109923217767	negative regulation of cellular component organization (GO:0051129) | positive regulation of DNA-binding transcription factor activity (GO:0051091) | regulation of intracellular steroid hormone receptor signaling pathway (GO:0033143) | negative regulation of transport (GO:0051051) | regulation of neuron projection development (GO:0010975) | positive regulation of neuron projection development (GO:0010976) | negative regulation of endocytosis (GO:0045806) | response to estrogen (GO:0043627) | regulation of androgen receptor signaling pathway (GO:0060765) | positive regulation of cell projection organization (GO:0031346)	AXIN1;EP300;PRKD1;EPHA3;PLCG2;ARID5B;AR;PTEN	10
1	peptidyl-serine phosphorylation (GO:0018105)	0.0001224280200375	peptidyl-serine phosphorylation (GO:0018105) | peptidyl-serine modification (GO:0018209) | TOR signaling (GO:0031929) | protein serine/threonine kinase activity (GO:0004674)	RICTOR;TGFBR1;RPS6KB2;PRKD1;ARAF;PLK2	4
1	hematopoietic progenitor cell differentiation (GO:0002244)	0.0001319637588305	hematopoietic progenitor cell differentiation (GO:0002244) | hemopoiesis (GO:0030097) | response to cytokine (GO:0034097) | positive regulation of protein serine/threonine kinase activity (GO:0071902) | positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)	CASP8;NOTCH4;FLT3;INHBA;FGFR1;CD274;PLCG2;CSF1R	5
1	protein autophosphorylation (GO:0046777)	0.0001338732988401	protein autophosphorylation (GO:0046777) | positive regulation of phosphatidylinositol 3-kinase activity (GO:0043552) | positive regulation of lipid kinase activity (GO:0090218) | regulation of phosphatidylinositol 3-kinase activity (GO:0043551)	FLT3;IGF1R;FGFR1;PRKD1;CSF1R	4
1	regulation of type I interferon production (GO:0032479)	0.0001678201390874	regulation of type I interferon production (GO:0032479)	CREBBP;TNFAIP3;EP300;CYLD	1
1	protein-containing complex assembly (GO:0065003)	0.0001758717037197	protein-containing complex assembly (GO:0065003) | Influenza A	CASP8;CREBBP;MYC;AXIN1;EP300;PIK3CA;BLM	2
1	regulation of actin cytoskeleton organization (GO:0032956)	0.0001828532706099	regulation of actin cytoskeleton organization (GO:0032956) | regulation of cytoskeleton organization (GO:0051493)	PIK3CA;RICTOR;EPHA3;CYLD;CSF1R	2
1	regulation of peptidyl-serine phosphorylation (GO:0033135)	0.0002431723963545	regulation of peptidyl-serine phosphorylation (GO:0033135) | regulation of ubiquitin-dependent protein catabolic process (GO:2000058) | Wnt signaling pathway (GO:0016055) | positive regulation of peptidyl-serine phosphorylation (GO:0033138) | positive regulation of proteolysis involved in cellular protein catabolic process (GO:1903052) | positive regulation of ubiquitin-protein transferase activity (GO:0051443)	AXIN1;PRKD1;PLCG2;ARAF;PTEN	6
1	regulation of cell migration (GO:0030334)	0.0002613332182163	regulation of cell migration (GO:0030334) | negative regulation of cell motility (GO:2000146)	NKX2-1;ARID2;TGFBR1;IGF1R;FGF19;CSF1R;PTEN	2
1	positive regulation of protein localization to membrane (GO:1905477)	0.0002729572647181	positive regulation of protein localization to membrane (GO:1905477)	CASP8;EPHA3;BBC3;TP63	1
1	response to growth factor (GO:0070848)	0.0002780387502723	response to growth factor (GO:0070848) | Hippo signaling pathway | positive regulation of telomerase activity (GO:0051973) | positive regulation of macromolecule biosynthetic process (GO:0010557) | regulation of telomerase activity (GO:0051972)	MYC;AXIN1;TGFBR1;BBC3;KLF4;AR	5
1	Chagas disease	0.0002834429568845	Chagas disease | Toll-like receptor signaling pathway | Lipid and atherosclerosis | Fc-epsilon receptor signaling pathway (GO:0038095) | Fc receptor signaling pathway (GO:0038093)	CASP8;PIK3CA;TGFBR1;NRAS;PLCG2;MAP2K4	5
1	regulation of JNK cascade (GO:0046328)	0.0003166358444918	regulation of JNK cascade (GO:0046328)	IGF1R;AXIN1;FGF19;CYLD	1
1	small GTPase mediated signal transduction (GO:0007264)	0.0003282939881975	small GTPase mediated signal transduction (GO:0007264) | Ras protein signal transduction (GO:0007265)	NRAS;PLK2;PRKD1;CDKN2A	2
1	regulation of protein deacetylation (GO:0090311)	0.0003356521247985	regulation of protein deacetylation (GO:0090311)	SPRED1;EP300	1
1	positive regulation of smooth muscle cell apoptotic process (GO:0034393)	0.0003356521247985	positive regulation of smooth muscle cell apoptotic process (GO:0034393)	E2F3;CDKN2A	1
1	regulation of DNA methylation (GO:0044030)	0.0004187278779227	regulation of DNA methylation (GO:0044030) | branching involved in ureteric bud morphogenesis (GO:0001658) | ureteric bud morphogenesis (GO:0060675)	WT1;MYC	3
1	cellular response to hydroxyurea (GO:0072711)	0.0004187278779227	cellular response to hydroxyurea (GO:0072711) | response to hydroxyurea (GO:0072710) | cellular response to nitrogen compound (GO:1901699) | cellular response to inorganic substance (GO:0071241) | DNA-dependent DNA replication maintenance of fidelity (GO:0045005)	ATRX;BLM	5
1	regulation of cellular protein metabolic process (GO:0032268)	0.0004721415188992	regulation of cellular protein metabolic process (GO:0032268) | positive regulation of cellular protein metabolic process (GO:0032270)	CASP8;INHBA;TSC1;KLF4	2
1	cellular response to oxygen-containing compound (GO:1901701)	0.0004868109769018	cellular response to oxygen-containing compound (GO:1901701) | cellular response to lipid (GO:0071396)	NCOA3;PRKD1;EPHA3;CD274;TNFAIP3;WT1;AR	2
1	kinase binding (GO:0019900)	0.0005439743939899	kinase binding (GO:0019900) | protein kinase binding (GO:0019901)	AXIN1;RICTOR;CDKN1B;PLCG2;CDKN2A;CYLD;SPRED1	2
1	DNA-binding transcription activator activity, RNA polymerase II-specific (GO:0001228)	0.0005715100604124	DNA-binding transcription activator activity, RNA polymerase II-specific (GO:0001228) | sequence-specific double-stranded DNA binding (GO:1990837)	NKX2-1;MYC;ETV1;E2F3;KLF4;WT1;ARID5B;AR	2
1	regulation of cellular macromolecule biosynthetic process (GO:2000112)	0.0005947888082266	regulation of cellular macromolecule biosynthetic process (GO:2000112)	CREBBP;ATRX;EP300;BRCA2;TGFBR1;TSC1;WT1	1
1	zinc ion binding (GO:0008270)	0.0005990337849609	zinc ion binding (GO:0008270) | transition metal ion binding (GO:0046914)	KLF4;GRIN2A;CYLD;TET1;WT1;BLM	2
1	regulation of focal adhesion assembly (GO:0051893)	0.0006286745850183	regulation of focal adhesion assembly (GO:0051893) | regulation of cell-matrix adhesion (GO:0001952)	TSC1;EPHA3;CDKN2A;PTEN	2
1	regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	0.0006489891884564	regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122) | negative regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902042) | negative regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043124) | regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041) | regulation of interleukin-2 production (GO:0032663)	CASP8;PRKD1;PLCG2;TNFAIP3;PLK2	5
1	positive regulation of multicellular organismal process (GO:0051240)	0.0006878348806035	positive regulation of multicellular organismal process (GO:0051240)	NCOA3;INHBA;TGFBR1;ALOX12B;IGF1R;EPAS1	1
1	I-SMAD binding (GO:0070411)	0.0007214595718669	I-SMAD binding (GO:0070411) | regulation of protein ubiquitination (GO:0031396)	TGFBR1;AXIN1;TNFAIP3	2
1	positive regulation of apoptotic signaling pathway (GO:2001235)	0.0008149412702132	positive regulation of apoptotic signaling pathway (GO:2001235)	TGFBR1;BBC3;CYLD	1
1	activation of cysteine-type endopeptidase activity (GO:0097202)	0.0008400240681185	activation of cysteine-type endopeptidase activity (GO:0097202) | positive regulation of cysteine-type endopeptidase activity (GO:2001056) | zymogen activation (GO:0031638)	CASP8;GRIN2A;MYC	3
1	regulation of ERK1 and ERK2 cascade (GO:0070372)	0.0008524649505622	regulation of ERK1 and ERK2 cascade (GO:0070372) | regulation of protein phosphorylation (GO:0001932)	AXIN1;FGF19;SPRED1;CSF1R;ROS1;PTEN	2
1	Long-term depression	0.0008559467089687	Long-term depression | Progesterone-mediated oocyte maturation | Serotonergic synapse	PIK3CA;NRAS;ALOX12B;IGF1R;ARAF	3
1	regulation of macrophage differentiation (GO:0045649)	0.0009673256915685	regulation of macrophage differentiation (GO:0045649)	CASP8;INHBA	1
1	macrophage differentiation (GO:0030225)	0.0009673256915685	macrophage differentiation (GO:0030225) | myeloid leukocyte differentiation (GO:0002573)	CASP8;CSF1R;EP300	2
1	protein localization to chromosome, telomeric region (GO:0070198)	0.0009673256915685	protein localization to chromosome, telomeric region (GO:0070198)	ATRX;BRCA2	1
1	Alzheimer disease	0.0009750418191008	Alzheimer disease | Apoptosis	CASP8;PIK3CA;GRIN2A;AXIN1;NRAS;BBC3;ARAF	2
1	negative regulation of epithelial cell differentiation (GO:0030857)	0.0011033108979298	negative regulation of epithelial cell differentiation (GO:0030857)	SPRED1;NOTCH4	1
1	3'-5' DNA helicase activity (GO:0043138)	0.0011033108979298	3'-5' DNA helicase activity (GO:0043138)	ERCC3;BLM	1
1	brain development (GO:0007420)	0.0012097358272477	brain development (GO:0007420) | central nervous system development (GO:0007417) | Spinocerebellar ataxia	NKX2-1;PIK3CA;GRIN2A;CIC;PTEN	3
1	cellular response to organic cyclic compound (GO:0071407)	0.0012097358272477	cellular response to organic cyclic compound (GO:0071407) | positive regulation of developmental process (GO:0051094) | basal RNA polymerase II transcription machinery binding (GO:0001099)	NCOA3;WT1;FGFR1;AR;BLM	3
1	embryo development ending in birth or egg hatching (GO:0009792)	0.0012479263816052	embryo development ending in birth or egg hatching (GO:0009792)	FGFR1;RICTOR	1
1	vasculature development (GO:0001944)	0.0012479263816052	vasculature development (GO:0001944)	PIK3CA;NOTCH4	1
1	cellular response to decreased oxygen levels (GO:0036294)	0.0012848405832421	cellular response to decreased oxygen levels (GO:0036294)	EPAS1;TSC1;MYC	1
1	activin receptor signaling pathway (GO:0032924)	0.0015628361432182	activin receptor signaling pathway (GO:0032924) | positive regulation of pathway-restricted SMAD protein phosphorylation (GO:0010862)	TGFBR1;INHBA	2
1	establishment of skin barrier (GO:0061436)	0.0015628361432182	establishment of skin barrier (GO:0061436) | regulation of water loss via skin (GO:0033561)	ALOX12B;TP63	2
1	fibroblast growth factor receptor signaling pathway (GO:0008543)	0.0016341970902516	fibroblast growth factor receptor signaling pathway (GO:0008543) | cellular response to fibroblast growth factor stimulus (GO:0044344) | Calcium signaling pathway	GRIN2A;FGF19;PLCG2;SPRED1;FGFR1	3
1	protein-DNA complex disassembly (GO:0032986)	0.0017330249930707	protein-DNA complex disassembly (GO:0032986)	ARID2;MYC	1
1	regulation of protein modification by small protein conjugation or removal (GO:1903320)	0.0017330249930707	regulation of protein modification by small protein conjugation or removal (GO:1903320)	TGFBR1;EPAS1	1
1	long-term synaptic potentiation (GO:0060291)	0.0019116332618349	long-term synaptic potentiation (GO:0060291)	PLK2;GRIN2A	1
1	negative regulation of B cell activation (GO:0050869)	0.0020986088221217	negative regulation of B cell activation (GO:0050869)	INHBA;TNFAIP3	1
1	B cell activation (GO:0042113)	0.0023384451702861	B cell activation (GO:0042113)	CASP8;PLCG2;FLT3	1
1	negative regulation of synaptic transmission (GO:0050805)	0.0024974544715199	negative regulation of synaptic transmission (GO:0050805)	PLK2;PTEN	1
1	NF-kappaB binding (GO:0051059)	0.0027092214667341	NF-kappaB binding (GO:0051059)	EP300;CDKN2A	1
1	negative regulation of MAPK cascade (GO:0043409)	0.0031115372472249	negative regulation of MAPK cascade (GO:0043409)	SPRED1;PTEN;MYC	1
1	dendritic spine organization (GO:0097061)	0.0031571877933943	dendritic spine organization (GO:0097061)	IGF1R;PTEN	1
1	regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239)	0.0033932854104427	regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239)	FGFR1;INHBA	1
1	Fc gamma R-mediated phagocytosis	0.0034000615372731	Fc gamma R-mediated phagocytosis	RPS6KB2;PIK3CA;PLCG2	1
1	regulation of angiogenesis (GO:0045765)	0.0036307720932377	regulation of angiogenesis (GO:0045765)	SPRED1;KLF4;PRKD1;TNFAIP3	1
1	negative regulation of interferon-gamma production (GO:0032689)	0.003637391901652	negative regulation of interferon-gamma production (GO:0032689)	CD274;INHBA	1
1	negative regulation of myeloid leukocyte differentiation (GO:0002762)	0.003637391901652	negative regulation of myeloid leukocyte differentiation (GO:0002762)	INHBA;MYC	1
1	positive regulation of extrinsic apoptotic signaling pathway (GO:2001238)	0.003637391901652	positive regulation of extrinsic apoptotic signaling pathway (GO:2001238)	INHBA;CYLD	1
1	positive regulation of cytokine production (GO:0001819)	0.0037936957373191	positive regulation of cytokine production (GO:0001819) | positive regulation of interleukin-10 production (GO:0032733) | regulation of interleukin-10 production (GO:0032653)	CREBBP;EP300;CD274;PLCG2;CSF1R	3
1	response to alcohol (GO:0097305)	0.0038894569775629	response to alcohol (GO:0097305)	TGFBR1;GRIN2A	1
1	regulation of cell death (GO:0010941)	0.003916369909112	regulation of cell death (GO:0010941)	PRKD1;CDKN1B;TSC1	1
1	cellular protein modification process (GO:0006464)	0.0041376701083032	cellular protein modification process (GO:0006464)	PRKD1;ALOX12B;TGFBR1;FGFR1;PLK2;ARAF;EPAS1;ROS1;PTEN	1
1	vasculogenesis (GO:0001570)	0.0046929042205557	vasculogenesis (GO:0001570)	SPRED1;WT1	1
1	regulation of protein serine/threonine kinase activity (GO:0071900)	0.0049607453352679	regulation of protein serine/threonine kinase activity (GO:0071900)	CSF1R;CDKN1B;BLM	1
1	cellular response to vascular endothelial growth factor stimulus (GO:0035924)	0.0049763052626568	cellular response to vascular endothelial growth factor stimulus (GO:0035924) | kinase activity (GO:0016301)	PRKD1;PIK3CA;PIK3C2G	2
1	positive regulation of pri-miRNA transcription by RNA polymerase II (GO:1902895)	0.0049763052626568	positive regulation of pri-miRNA transcription by RNA polymerase II (GO:1902895) | regulation of pri-miRNA transcription by RNA polymerase II (GO:1902893)	WT1;KLF4	2
1	cellular response to amyloid-beta (GO:1904646)	0.0052674168210299	cellular response to amyloid-beta (GO:1904646) | response to amyloid-beta (GO:1904645)	IGF1R;GRIN2A	2
1	positive regulation of cellular component organization (GO:0051130)	0.005342636956268	positive regulation of cellular component organization (GO:0051130) | positive regulation of cell migration (GO:0030335)	TGFBR1;IGF1R;PLCG2;CSF1R;AR	2
1	phosphatase binding (GO:0019902)	0.005342636956268	phosphatase binding (GO:0019902) | protein kinase inhibitor activity (GO:0004860)	SPRED1;CDKN1B;ROS1	2
1	regulation of microtubule-based process (GO:0032886)	0.005566189950907	regulation of microtubule-based process (GO:0032886) | regulation of microtubule cytoskeleton organization (GO:0070507)	EPHA3;CYLD	2
1	Thermogenesis	0.0058172874621168	Thermogenesis	NRAS;RPS6KB2;FGFR1;TSC1	1
1	Thyroid cancer	0.005872575927678	Thyroid cancer	NRAS;MYC	1
1	negative regulation of stress-activated MAPK cascade (GO:0032873)	0.005872575927678	negative regulation of stress-activated MAPK cascade (GO:0032873)	MYC;CYLD	1
1	protease binding (GO:0002020)	0.0058786991218003	protease binding (GO:0002020)	BRCA2;PTEN;TNFAIP3	1
1	regulation of peptidyl-threonine phosphorylation (GO:0010799)	0.006507992619723	regulation of peptidyl-threonine phosphorylation (GO:0010799)	SPRED1;AXIN1	1
1	negative regulation of cell-cell adhesion (GO:0022408)	0.0071732814853236	negative regulation of cell-cell adhesion (GO:0022408)	NOTCH4;KLF4	1
1	calcium ion transmembrane import into cytosol (GO:0097553)	0.0075170084911887	calcium ion transmembrane import into cytosol (GO:0097553)	GRIN2A;PLCG2	1
1	positive regulation of osteoblast differentiation (GO:0045669)	0.0082263905628337	positive regulation of osteoblast differentiation (GO:0045669)	PRKD1;TP63	1
