Cluster_ID	Meta_Term	Best_P-value	Aggregated_Terms	All_Genes	N_Terms_Merged
0	gland development (GO:0048732)	0.0001542450282333	gland development (GO:0048732) | hepaticobiliary system development (GO:0061008) | liver development (GO:0001889)	MET;NF1;TBX3;NKX3-1	3
0	Apelin signaling pathway	0.0001753052697012	Apelin signaling pathway	PIK3C3;PIK3CG;CDH1;MTOR;RAF1	1
0	positive regulation of apoptotic process (GO:0043065)	0.0001759005626711	positive regulation of apoptotic process (GO:0043065)	JUN;SHQ1;NKX3-1;CTNNB1;ATM;NF1;FLCN	1
0	negative regulation of transferase activity (GO:0051348)	0.0001794453988495	negative regulation of transferase activity (GO:0051348)	IRS2;ERCC4;GSK3B	1
0	regulation of cell division (GO:0051302)	0.000200769870675	regulation of cell division (GO:0051302) | regulation of cell cycle process (GO:0010564) | regulation of cytokinesis (GO:0032465)	SETD2;PIK3C3;NKX3-1;CTNNB1;FLCN	3
0	negative regulation of DNA binding (GO:0043392)	0.0002195441913447	negative regulation of DNA binding (GO:0043392) | negative regulation of binding (GO:0051100)	SMO;JUN;GSK3B;GATA1	2
0	recombinational repair (GO:0000725)	0.000233109382722	recombinational repair (GO:0000725) | double-strand break repair via homologous recombination (GO:0000724) | nucleotide-excision repair, DNA incision, 3'-to lesion (GO:0006295) | nucleotide-excision repair, preincision complex stabilization (GO:0006293) | negative regulation of telomere maintenance via telomere lengthening (GO:1904357) | global genome nucleotide-excision repair (GO:0070911) | nucleotide-excision repair (GO:0006289) | nucleotide-excision repair, DNA incision, 5'-to lesion (GO:0006296) | nucleotide-excision repair, DNA incision (GO:0033683)	ERCC4;PARP1;BRCA1;POLE;RECQL4	9
0	cellular response to amino acid stimulus (GO:0071230)	0.0002898863382919	cellular response to amino acid stimulus (GO:0071230) | cellular response to leucine (GO:0071233) | cellular response to leucine starvation (GO:1990253) | response to leucine (GO:0043201) | regulation of macroautophagy (GO:0016241)	KDR;MTOR;FYN;SESN3	5
0	nervous system development (GO:0007399)	0.0002918591021979	nervous system development (GO:0007399)	ERBB4;MET;CDH1;WWTR1;SMO;NF1;TBX3;STAT3	1
0	response to insulin (GO:0032868)	0.0002950981511788	response to insulin (GO:0032868) | cellular response to peptide hormone stimulus (GO:0071375)	PARP1;IRS2;INSR;PIK3R2	2
0	regulation of miRNA mediated inhibition of translation (GO:1905616)	0.0002955843967702	regulation of miRNA mediated inhibition of translation (GO:1905616) | positive regulation of miRNA mediated inhibition of translation (GO:1905618) | positive regulation of gene silencing by miRNA (GO:2000637)	AGO2;STAT3	3
0	regulation of TORC1 signaling (GO:1903432)	0.0003161992068327	regulation of TORC1 signaling (GO:1903432) | negative regulation of TOR signaling (GO:0032007) | regulation of cell adhesion (GO:0030155)	PIK3CG;RASA1;ATM;FLCN;SESN3	3
0	peptidyl-serine phosphorylation (GO:0018105)	0.0003202339701669	peptidyl-serine phosphorylation (GO:0018105) | protein serine/threonine kinase activity (GO:0004674) | regulation of phosphoprotein phosphatase activity (GO:0043666)	ATR;GSK3B;MTOR;TOP1;ATM;RAF1	3
0	glucose homeostasis (GO:0042593)	0.0003229210320555	glucose homeostasis (GO:0042593) | carbohydrate homeostasis (GO:0033500)	FGFR4;INSR;PIK3R2;STAT3	2
0	positive regulation of multicellular organismal process (GO:0051240)	0.0003370247174703	positive regulation of multicellular organismal process (GO:0051240) | positive regulation of epithelial to mesenchymal transition (GO:0010718) | regulation of epithelial to mesenchymal transition (GO:0010717)	PIK3CG;AGO2;MTOR;WWTR1;CTNNB1;SMO;TP53BP1	3
0	lysosome localization (GO:0032418)	0.0003733383137535	lysosome localization (GO:0032418)	PIK3CG;FLCN;KIT	1
0	Hippo signaling pathway	0.0003917942433745	Hippo signaling pathway	GSK3B;CDH1;WWTR1;CTNNB1;BIRC3	1
0	positive regulation of cell differentiation (GO:0045597)	0.0004468249714124	positive regulation of cell differentiation (GO:0045597)	TCF3;MTOR;KDR;WWTR1;ASXL2;CTNNB1	1
0	negative regulation of MAPK cascade (GO:0043409)	0.0004532222394418	negative regulation of MAPK cascade (GO:0043409) | negative regulation of intracellular signal transduction (GO:1902532)	PIK3R2;PIK3CB;NF1;FLCN;ESR1	2
0	positive regulation of ERK1 and ERK2 cascade (GO:0070374)	0.000500828141848	positive regulation of ERK1 and ERK2 cascade (GO:0070374) | peptidyl-tyrosine autophosphorylation (GO:0038083)	NTRK1;ERBB4;TEK;FGFR4;KDR	2
0	Phosphatidylinositol signaling system	0.0005105473127532	Phosphatidylinositol signaling system | Spinocerebellar ataxia	PIK3C3;INPPL1;PIK3R2;MTOR;PIK3CB	2
0	positive regulation of developmental process (GO:0051094)	0.0005705002896301	positive regulation of developmental process (GO:0051094)	AGO2;ALK;KDR;INSR;TP53BP1	1
0	cell-cell junction (GO:0005911)	0.0005789042256161	cell-cell junction (GO:0005911)	FAT1;TEK;CDH1;FGFR4;CTNNB1;FLCN	1
0	intracellular steroid hormone receptor signaling pathway (GO:0030518)	0.000624327478014	intracellular steroid hormone receptor signaling pathway (GO:0030518) | transcription coregulator binding (GO:0001221) | steroid hormone mediated signaling pathway (GO:0043401) | transcription coactivator binding (GO:0001223) | cellular response to lipid (GO:0071396)	PGR;NKX3-1;CTNNB1;ATM;UPF1;ESR1	5
0	smooth muscle tissue development (GO:0048745)	0.0006287301432982	smooth muscle tissue development (GO:0048745) | muscle tissue development (GO:0060537) | dendrite (GO:0030425)	FYN;GSK3B;INSR;SMO;NF1	3
0	NF-kappa B signaling pathway	0.0006641023611303	NF-kappa B signaling pathway | cellular response to chemical stress (GO:0062197)	NFE2L2;CARD11;PARP1;ATM;BIRC3	2
0	histone-lysine N-methyltransferase activity (GO:0018024)	0.0006671021090196	histone-lysine N-methyltransferase activity (GO:0018024) | histone methyltransferase activity (H3-K36 specific) (GO:0046975) | Lysine degradation | histone methyltransferase activity (GO:0042054)	SETD2;NSD1;KMT2C	4
0	regulation of cellular protein localization (GO:1903827)	0.0007117025171134	regulation of cellular protein localization (GO:1903827) | regulation of double-strand break repair via homologous recombination (GO:0010569)	SETD2;PARP1;TP53BP1;CTNNB1	2
0	positive regulation of nucleocytoplasmic transport (GO:0046824)	0.0007117025171134	positive regulation of nucleocytoplasmic transport (GO:0046824) | positive regulation of protein localization to nucleus (GO:1900182) | positive regulation of intracellular protein transport (GO:0090316) | positive regulation of protein import into nucleus (GO:0042307) | positive regulation of protein import (GO:1904591) | regulation of protein import into nucleus (GO:0042306)	FYN;GSK3B;PIK3R2;CDH1;WWTR1	6
0	regulation of protein localization to nucleus (GO:1900180)	0.0007581596501123	regulation of protein localization to nucleus (GO:1900180) | negative regulation of fat cell differentiation (GO:0045599)	GSK3B;WWTR1;FLCN	2
0	Cholinergic synapse	0.0009063145499305	Cholinergic synapse | Platelet activation | ephrin receptor binding (GO:0046875) | T cell receptor signaling pathway (GO:0050852) | antigen receptor-mediated signaling pathway (GO:0050851)	FYN;PIK3CG;CARD11;PIK3R2;PIK3CB	5
0	negative regulation of cell motility (GO:2000146)	0.0009365907902181	negative regulation of cell motility (GO:2000146) | negative regulation of cell migration (GO:0030336)	CDH1;NF1;FLCN;MITF	2
0	endonuclease activity (GO:0004519)	0.0009631598881733	endonuclease activity (GO:0004519)	DIS3;ERCC4;AGO2	1
0	heart morphogenesis (GO:0003007)	0.0010775747112888	heart morphogenesis (GO:0003007)	INSR;TBX3;MDM4	1
0	negative regulation of hydrogen peroxide-induced cell death (GO:1903206)	0.0010817770250507	negative regulation of hydrogen peroxide-induced cell death (GO:1903206)	MET;NFE2L2	1
0	embryonic hemopoiesis (GO:0035162)	0.0010817770250507	embryonic hemopoiesis (GO:0035162)	KDR;KIT	1
0	negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	0.0010967420369768	negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	JUN;ATR;GSK3B;NKX3-1;CTNNB1;BRCA1;IKZF1;TBX3	1
0	sequence-specific DNA binding (GO:0043565)	0.0014084965430129	sequence-specific DNA binding (GO:0043565)	JUN;GATA1;PRDM1;NFE2L2;ERF;NKX3-1;UPF1;TBX3;ESR1	1
0	histone mRNA catabolic process (GO:0071044)	0.0014490874335407	histone mRNA catabolic process (GO:0071044) | histone mRNA metabolic process (GO:0008334) | cellular response to oxygen-containing compound (GO:1901701)	JUN;MTOR;ATM;UPF1;ESR1	3
0	negative regulation of autophagy (GO:0010507)	0.0014711762036101	negative regulation of autophagy (GO:0010507) | negative regulation of cellular catabolic process (GO:0031330)	MET;MTOR;STAT3	2
0	positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531)	0.0014711762036101	positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531) | positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731) | regulation of tyrosine phosphorylation of STAT protein (GO:0042509) | positive regulation of receptor signaling pathway via STAT (GO:1904894) | positive regulation of receptor signaling pathway via JAK-STAT (GO:0046427)	ERBB4;GATA1;STAT3;KIT	5
0	caveola (GO:0005901)	0.0015444019507672	caveola (GO:0005901)	CDH1;SMO;INSR	1
0	regulation of ATP biosynthetic process (GO:2001169)	0.0016520302546127	regulation of ATP biosynthetic process (GO:2001169) | negative regulation of ATP metabolic process (GO:1903579)	PARP1;FLCN	2
0	neuron projection organization (GO:0106027)	0.0016520302546127	neuron projection organization (GO:0106027) | regulation of developmental growth (GO:0048638)	INSR;GSK3B	2
0	negative regulation of kinase activity (GO:0033673)	0.0016976216413384	negative regulation of kinase activity (GO:0033673)	IRS2;NF1;WWTR1	1
0	GTPase activator activity (GO:0005096)	0.0017513037019799	GTPase activator activity (GO:0005096) | GTPase regulator activity (GO:0030695)	JUN;RASA1;DIS3;NF1;FLCN;PREX2	2
0	negative regulation of Rho protein signal transduction (GO:0035024)	0.0020960030142903	negative regulation of Rho protein signal transduction (GO:0035024) | regulation of Rho protein signal transduction (GO:0035023) | negative regulation of Ras protein signal transduction (GO:0046580)	MET;RAF1;FLCN	3
0	regulation of protein-containing complex disassembly (GO:0043244)	0.0020960030142903	regulation of protein-containing complex disassembly (GO:0043244)	UPF1;INSR	1
0	chromatin organization (GO:0006325)	0.0021036183876158	chromatin organization (GO:0006325) | chromatin remodeling (GO:0006338)	SETD2;PBRM1;ESR1;TOP1	2
0	cellular response to decreased oxygen levels (GO:0036294)	0.0023075078916186	cellular response to decreased oxygen levels (GO:0036294)	MTOR;NKX3-1;MDM4	1
0	negative regulation of RNA metabolic process (GO:0051253)	0.0023368393222497	negative regulation of RNA metabolic process (GO:0051253)	SHQ1;ESR1	1
0	DNA alkylation (GO:0006305)	0.0023368393222497	DNA alkylation (GO:0006305) | DNA methylation or demethylation (GO:0044728) | DNA methylation (GO:0006306) | negative regulation of gene expression, epigenetic (GO:0045814)	PPM1D;DNMT3A	4
0	eye morphogenesis (GO:0048592)	0.0025901140533562	eye morphogenesis (GO:0048592)	NF1;STAT3	1
0	mesoderm development (GO:0007498)	0.0025901140533562	mesoderm development (GO:0007498)	IKZF1;TBX3	1
0	positive regulation of signal transduction (GO:0009967)	0.0027244222859039	positive regulation of signal transduction (GO:0009967)	TEK;ASXL2;NKX3-1;SMO;STAT3	1
0	cellular response to hormone stimulus (GO:0032870)	0.0030378618925873	cellular response to hormone stimulus (GO:0032870) | positive regulation of erythrocyte differentiation (GO:0045648) | regulation of erythrocyte differentiation (GO:0045646) | positive regulation of myeloid cell differentiation (GO:0045639)	NKX3-1;GATA1;STAT3	4
0	positive regulation of protein modification by small protein conjugation or removal (GO:1903322)	0.0031524581887009	positive regulation of protein modification by small protein conjugation or removal (GO:1903322) | positive regulation of protein ubiquitination (GO:0031398) | cellular response to tumor necrosis factor (GO:0071356) | regulation of protein ubiquitination (GO:0031396)	NFE2L2;AMER1;NKX3-1;BRCA1;BIRC3	4
0	regulation of cysteine-type endopeptidase activity (GO:2000116)	0.0034236166206592	regulation of cysteine-type endopeptidase activity (GO:2000116)	FYN;BIRC3	1
0	protein deubiquitination (GO:0016579)	0.0034894126849607	protein deubiquitination (GO:0016579) | protein modification by small protein removal (GO:0070646) | regulation of intracellular estrogen receptor signaling pathway (GO:0033146) | response to estrogen (GO:0043627)	MDM4;ASXL2;ESR1;BRCA1;BIRC3	4
0	negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)	0.0035120722111167	negative regulation of extrinsic apoptotic signaling pathway (GO:2001237) | negative regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902042)	BRCA1;GSK3B;GATA1	2
0	heart development (GO:0007507)	0.003535745260394	heart development (GO:0007507)	ERBB4;NF1;INSR;TEK	1
0	mammary gland development (GO:0030879)	0.0037256955134565	mammary gland development (GO:0030879)	ERBB4;TBX3	1
0	cGMP-PKG signaling pathway	0.0037718568091239	cGMP-PKG signaling pathway	RAF1;IRS2;INSR;PIK3CG	1
0	neuron differentiation (GO:0030182)	0.0043639533956816	neuron differentiation (GO:0030182)	PTPRD;ALK;MET;CTNNB1	1
0	regulation of telomere maintenance (GO:0032204)	0.0043656592891775	regulation of telomere maintenance (GO:0032204)	UPF1;ERCC4	1
0	negative regulation of angiogenesis (GO:0016525)	0.004445836066787	negative regulation of angiogenesis (GO:0016525)	PIK3CB;TEK;CTNNB1	1
0	regulation of transcription regulatory region DNA binding (GO:2000677)	0.0047033589674929	regulation of transcription regulatory region DNA binding (GO:2000677)	NSD1;GATA1	1
0	positive regulation of muscle cell differentiation (GO:0051149)	0.0047033589674929	positive regulation of muscle cell differentiation (GO:0051149) | regulation of muscle cell differentiation (GO:0051147)	TCF3;CTNNB1	2
0	NOD-like receptor signaling pathway	0.0050158845390261	NOD-like receptor signaling pathway	JAK1;JUN;BIRC3;TP53BP1	1
0	negative regulation of oxidative stress-induced cell death (GO:1903202)	0.0050527478946757	negative regulation of oxidative stress-induced cell death (GO:1903202)	FYN;NFE2L2	1
0	Rheumatoid arthritis	0.0053552238291803	Rheumatoid arthritis	FLT1;JUN;TEK	1
0	mismatch repair (GO:0006298)	0.0054137347517828	mismatch repair (GO:0006298)	SETD2;PMS1	1
0	peptidyl-lysine trimethylation (GO:0018023)	0.0057862287304151	peptidyl-lysine trimethylation (GO:0018023)	SETD2;TET2	1
0	positive regulation of DNA recombination (GO:0045911)	0.0057862287304151	positive regulation of DNA recombination (GO:0045911)	PARP1;TP53BP1	1
0	positive regulation of endopeptidase activity (GO:0010950)	0.0057862287304151	positive regulation of endopeptidase activity (GO:0010950) | response to peptide (GO:1901652)	FYN;STAT3	2
0	histone H3-K4 methylation (GO:0051568)	0.0057862287304151	histone H3-K4 methylation (GO:0051568)	TET2;KMT2C	1
0	alpha-tubulin binding (GO:0043014)	0.0061701395269362	alpha-tubulin binding (GO:0043014)	SETD2;FYN	1
0	regulation of cellular biosynthetic process (GO:0031326)	0.0065653773433593	regulation of cellular biosynthetic process (GO:0031326)	FGFR4;MITF	1
0	regulation of dendrite morphogenesis (GO:0048814)	0.0065653773433593	regulation of dendrite morphogenesis (GO:0048814)	PTPRD;GSK3B	1
0	positive regulation of cellular protein metabolic process (GO:0032270)	0.0069154823143938	positive regulation of cellular protein metabolic process (GO:0032270)	FGFR4;MTOR;AMER1	1
0	Base excision repair	0.0069718528828387	Base excision repair | base-excision repair, gap-filling (GO:0006287)	PARP1;POLE	2
0	regulation of histone acetylation (GO:0035065)	0.0069718528828387	regulation of histone acetylation (GO:0035065)	BRCA1;FLCN	1
0	regulation of sprouting angiogenesis (GO:1903670)	0.0069718528828387	regulation of sprouting angiogenesis (GO:1903670)	PIK3CB;JAK1	1
0	positive regulation of pri-miRNA transcription by RNA polymerase II (GO:1902895)	0.007389477349401	positive regulation of pri-miRNA transcription by RNA polymerase II (GO:1902895)	JUN;STAT3	1
0	protein localization to chromosome (GO:0034502)	0.007389477349401	protein localization to chromosome (GO:0034502)	ATR;ESR1	1
0	transcription by RNA polymerase II (GO:0006366)	0.0074384518888178	transcription by RNA polymerase II (GO:0006366)	SETD2;PGR;PARP1;WWTR1;ESR1	1
0	axon guidance (GO:0007411)	0.0074832712867988	axon guidance (GO:0007411)	IRS2;PIK3CB;SMO;FYN	1
0	small GTPase mediated signal transduction (GO:0007264)	0.0076866823838683	small GTPase mediated signal transduction (GO:0007264)	SHOC2;NF1;JUN	1
0	embryonic limb morphogenesis (GO:0030326)	0.0082578203549345	embryonic limb morphogenesis (GO:0030326)	TBX3;CTNNB1	1
0	Wnt signaling pathway, calcium modulating pathway (GO:0007223)	0.0082578203549345	Wnt signaling pathway, calcium modulating pathway (GO:0007223)	AGO2;CTNNB1	1
0	phosphotyrosine residue binding (GO:0001784)	0.0087083637744971	phosphotyrosine residue binding (GO:0001784)	RASA1;PIK3R2	1
0	positive regulation of cytokine production (GO:0001819)	0.0089659689474519	positive regulation of cytokine production (GO:0001819)	PIK3CG;CARD11;CTNNB1;BRCA1;STAT3	1
0	cellular response to lectin (GO:1990858)	0.0096017179927179	cellular response to lectin (GO:1990858) | stimulatory C-type lectin receptor signaling pathway (GO:0002223)	RAF1;FYN;CARD11	2
0	regulation of dendrite development (GO:0050773)	0.0096417603272342	regulation of dendrite development (GO:0050773)	ALK;GSK3B	1
1	Pathways in cancer	4.9912436460036945e-25	Pathways in cancer | Breast cancer | Hepatocellular carcinoma | Prostate cancer | MicroRNAs in cancer | PI3K-Akt signaling pathway	MYC;CREBBP;BBC3;ARAF;PTEN;AXIN1;EP300;IGF1R;CDKN2A;TSC1;EPAS1;AR;CASP8;FLT3;PIK3CA;BRCA2;RPS6KB2;CDKN1B;CSF1R;ARID2;E2F3;NOTCH4;NCOA3;TP63;NRAS;TGFBR1;PLCG2;FGF19;FGFR1	6
1	Melanoma	1.0541836454267128e-12	Melanoma | Glioma | Chronic myeloid leukemia | Non-small cell lung cancer | Bladder cancer | Proteoglycans in cancer | regulation of protein kinase B signaling (GO:0051896) | Rap1 signaling pathway | MAPK cascade (GO:0000165) | regulation of phosphatidylinositol 3-kinase signaling (GO:0014066) | Regulation of actin cytoskeleton	MYC;GRIN2A;PRKD1;ARAF;SPRED1;PTEN;RICTOR;IGF1R;CDKN2A;FLT3;PIK3CA;RPS6KB2;CDKN1B;CSF1R;E2F3;NRAS;TGFBR1;FGF19;PLCG2;FGFR1	11
1	FoxO signaling pathway	8.264200504310805e-12	FoxO signaling pathway | Hepatitis B | Human T-cell leukemia virus 1 infection | Human papillomavirus infection | HIF-1 signaling pathway | Renal cell carcinoma | Viral carcinogenesis	CREBBP;MYC;ARAF;PTEN;AXIN1;EP300;IGF1R;CDKN2A;TSC1;EPAS1;CASP8;PIK3CA;RPS6KB2;CDKN1B;MAP2K4;E2F3;NOTCH4;NRAS;TGFBR1;PLCG2;PLK2	7
1	positive regulation of transcription, DNA-templated (GO:0045893)	2.441955551662925e-11	positive regulation of transcription, DNA-templated (GO:0045893) | positive regulation of nucleic acid-templated transcription (GO:1903508) | positive regulation of transcription by RNA polymerase II (GO:0045944) | regulation of transcription by RNA polymerase II (GO:0006357) | regulation of transcription, DNA-templated (GO:0006355) | regulation of gene expression (GO:0010468) | DNA binding (GO:0003677) | intracellular membrane-bounded organelle (GO:0043231) | nucleus (GO:0005634) | negative regulation of transcription by RNA polymerase II (GO:0000122)	NBN;CREBBP;MYC;INHBA;PRKD1;ALOX12B;STAG2;CIC;TET1;PTEN;AXIN1;EP300;IGF1R;CDKN2A;TSC1;EPAS1;ERCC3;AR;INPP4A;CASP8;ETV1;BRCA2;RPS6KB2;CDKN1B;RAD54L;KLF4;TNFAIP3;CSF1R;ARID5B;E2F3;NKX2-1;NOTCH4;PRDM14;ATRX;NCOA3;TP63;TGFBR1;RAD21;FGF19;PLCG2;WT1;PLK2;BLM	10
1	positive regulation of transferase activity (GO:0051347)	2.8024565239041758e-11	positive regulation of transferase activity (GO:0051347) | regulation of kinase activity (GO:0043549) | positive regulation of phosphorylation (GO:0042327) | transmembrane receptor protein kinase activity (GO:0019199) | transmembrane receptor protein tyrosine kinase activity (GO:0004714) | positive regulation of kinase activity (GO:0033674) | protein phosphorylation (GO:0006468) | transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169) | protein tyrosine kinase activity (GO:0004713) | peptidyl-tyrosine phosphorylation (GO:0018108) | enzyme linked receptor protein signaling pathway (GO:0007167) | peptidyl-tyrosine modification (GO:0018212)	NBN;MYC;PRKD1;PLK2;SPRED1;ROS1;AXIN1;RICTOR;IGF1R;AR;FLT3;PIK3CA;RPS6KB2;CDKN1B;KLF4;CSF1R;TGFBR1;EPHA3;FGF19;FGFR1	12
1	Gastric cancer	2.9969475609082284e-11	Gastric cancer | ErbB signaling pathway | Colorectal cancer | Acute myeloid leukemia | Pancreatic cancer | Endometrial cancer | Hepatitis C	MYC;BBC3;ARAF;PTEN;AXIN1;CDKN2A;CASP8;FLT3;PIK3CA;BRCA2;RPS6KB2;CDKN1B;MAP2K4;CSF1R;E2F3;NRAS;TGFBR1;FGF19;PLCG2	7
1	regulation of cell population proliferation (GO:0042127)	9.72187980066078e-11	regulation of cell population proliferation (GO:0042127) | negative regulation of cell population proliferation (GO:0008285) | negative regulation of cellular process (GO:0048523) | positive regulation of cell population proliferation (GO:0008284) | positive regulation of cellular process (GO:0048522)	MYC;INHBA;PRKD1;TET1;PTEN;IGF1R;CDKN2A;TSC1;AR;FLT3;CDKN1B;KLF4;TNFAIP3;ARID2;CSF1R;E2F3;NOTCH4;TGFBR1;FGF19;WT1;FGFR1;BLM	5
1	positive regulation of intracellular signal transduction (GO:1902533)	9.445237472712862e-10	positive regulation of intracellular signal transduction (GO:1902533) | positive regulation of protein kinase B signaling (GO:0051897) | positive regulation of MAPK cascade (GO:0043410)	CASP8;FLT3;PIK3CA;EP300;RICTOR;TGFBR1;ALOX12B;BBC3;IGF1R;PRKD1;FGF19;PLCG2;FGFR1;PLK2;CSF1R	3
1	Cellular senescence	1.207581810646432e-09	Cellular senescence | Human cytomegalovirus infection | Small cell lung cancer	CASP8;NBN;MYC;PIK3CA;NRAS;TGFBR1;RPS6KB2;CDKN1B;CDKN2A;TSC1;E2F3;PTEN	3
1	Thyroid hormone signaling pathway	3.6553093062365134e-09	Thyroid hormone signaling pathway | Kaposi sarcoma-associated herpesvirus infection | Growth hormone synthesis, secretion and action | Notch signaling pathway (GO:0007219) | cellular response to lectin (GO:1990858) | stimulatory C-type lectin receptor signaling pathway (GO:0002223) | innate immune response activating cell surface receptor signaling pathway (GO:0002220) | JAK-STAT signaling pathway	CASP8;NOTCH4;MYC;CREBBP;PIK3CA;EP300;NCOA3;NRAS;PLCG2;MAP2K4;E2F3	8
1	Cell cycle	4.4403240142154515e-09	Cell cycle | cell cycle G1/S phase transition (GO:0044843) | G1/S transition of mitotic cell cycle (GO:0000082) | mitotic cell cycle phase transition (GO:0044772)	MYC;CREBBP;EP300;INHBA;STAG2;RAD21;CDKN1B;CDKN2A;PLK2;E2F3	4
1	Signaling pathways regulating pluripotency of stem cells	1.3690201539215756e-08	Signaling pathways regulating pluripotency of stem cells | Central carbon metabolism in cancer | Chemical carcinogenesis	MYC;FLT3;AXIN1;PIK3CA;INHBA;NRAS;IGF1R;RPS6KB2;KLF4;FGFR1;AR;PTEN	3
1	MAPK signaling pathway	2.2146090702295373e-08	MAPK signaling pathway | Ras signaling pathway	MYC;FLT3;GRIN2A;PIK3CA;NRAS;TGFBR1;IGF1R;FGFR1;FGF19;MAP2K4;ARAF;PLCG2;CSF1R	2
1	phosphatidylinositol-mediated signaling (GO:0048015)	8.477772453586553e-08	phosphatidylinositol-mediated signaling (GO:0048015) | inositol lipid-mediated signaling (GO:0048017) | phosphatidylinositol metabolic process (GO:0046488) | phosphatidylinositol 3-kinase signaling (GO:0014065) | positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068)	FLT3;PIK3CA;IGF1R;FGFR1;PLCG2;CSF1R;INPP4A;PIK3C2G;PTEN	5
1	regulation of intracellular signal transduction (GO:1902531)	8.916997891637217e-08	regulation of intracellular signal transduction (GO:1902531) | regulation of signal transduction by p53 class mediator (GO:1901796)	NBN;RICTOR;EP300;TP63;CYLD;PLCG2;ARAF;SPRED1;ROS1;PTEN;BLM	2
1	circulatory system development (GO:0072359)	1.2283474851194368e-07	circulatory system development (GO:0072359) | heart development (GO:0007507)	CASP8;NOTCH4;PIK3CA;TGFBR1;CDKN1B;WT1;PTEN	2
1	Epstein-Barr virus infection	1.99720776143211e-07	Epstein-Barr virus infection | Measles | TNF signaling pathway | Salmonella infection	CASP8;MYC;PIK3CA;BBC3;CDKN1B;PLCG2;MAP2K4;TNFAIP3;E2F3;PIK3C2G	4
1	positive regulation of gene expression (GO:0010628)	2.3838717733234305e-07	positive regulation of gene expression (GO:0010628) | positive regulation of macromolecule metabolic process (GO:0010604)	NKX2-1;MYC;EP300;INHBA;TGFBR1;ALOX12B;FGF19;PLCG2;KLF4;WT1;AR	2
1	regulation of cell cycle (GO:0051726)	3.078507424782183e-07	regulation of cell cycle (GO:0051726) | regulation of phosphorylation (GO:0042325)	NBN;MYC;EP300;INHBA;TGFBR1;CDKN1B;CDKN2A;CYLD;TSC1;AR	2
1	TGF-beta signaling pathway	4.560752451301078e-07	TGF-beta signaling pathway | beta-catenin-TCF complex assembly (GO:1904837) | positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100) | response to UV (GO:0009411) | cellular response to hypoxia (GO:0071456) | cellular response to light stimulus (GO:0071482) | Wnt signaling pathway | cellular response to UV (GO:0034644)	MYC;CREBBP;AXIN1;EP300;INHBA;TGFBR1;RPS6KB2;EPAS1;ERCC3	8
1	mTOR signaling pathway	4.826623835884301e-07	mTOR signaling pathway | Autophagy | PD-L1 expression and PD-1 checkpoint pathway in cancer | Longevity regulating pathway | Insulin signaling pathway | Choline metabolism in cancer | AMPK signaling pathway | Insulin resistance | Sphingolipid signaling pathway	PIK3CA;RICTOR;NRAS;RPS6KB2;IGF1R;CD274;TSC1;ARAF;PTEN	9
1	regulation of cell differentiation (GO:0045595)	5.266930443866784e-07	regulation of cell differentiation (GO:0045595) | epithelial to mesenchymal transition (GO:0001837) | mesenchymal cell differentiation (GO:0048762)	NOTCH4;CREBBP;TGFBR1;EPHA3;KLF4;FGFR1;AR	3
1	regulation of MAPK cascade (GO:0043408)	8.009224386275775e-07	regulation of MAPK cascade (GO:0043408)	FLT3;IGF1R;ALOX12B;PLCG2;SPRED1;FGFR1;ROS1	1
1	positive regulation of protein metabolic process (GO:0051247)	1.498584461904165e-06	positive regulation of protein metabolic process (GO:0051247) | positive regulation of catabolic process (GO:0009896) | positive regulation of protein catabolic process (GO:0045732) | regulation of protein catabolic process (GO:0042176) | negative regulation of inflammatory response (GO:0050728)	KLF4;AXIN1;INHBA;CDKN1B;PLCG2;TNFAIP3;PLK2	5
1	regulation of extrinsic apoptotic signaling pathway (GO:2001236)	1.6087822594619515e-06	regulation of extrinsic apoptotic signaling pathway (GO:2001236) | negative regulation of extrinsic apoptotic signaling pathway (GO:2001237) | positive regulation of cell differentiation (GO:0045597) | regulation of programmed necrotic cell death (GO:0062098) | regulation of necroptotic process (GO:0060544) | regulation of apoptotic signaling pathway (GO:2001233) | skeletal system morphogenesis (GO:0048705)	CASP8;TNFAIP3;TP63;TGFBR1;PRKD1;CYLD;FGFR1;AR	7
1	positive regulation of protein phosphorylation (GO:0001934)	2.012114359579501e-06	positive regulation of protein phosphorylation (GO:0001934)	NBN;AXIN1;INHBA;PRKD1;TGFBR1;FGF19;PLCG2;ARAF;CSF1R	1
