Cluster_ID	Database	Native_Macro_Sector	N_Pathways_Aggregated	Best_P-value	Unique_Genes_Count	Coverage_%	Total_Input_Genes	Original_Pathways	All_Unique_Genes
2	Reactome	Reactome: Signal transduction	1	2.912391661633469e-05	14	42.42	33	Signal Transduction	ALK;ARAF;BRAF;BTK;EP300;FGF4;INHBA;JAK3;LATS2;NOTCH1;PAK1;PIK3C3;SPEN;TSC1
3	GO	GO: Biological regulation	9	6.408929754963344e-10	16	51.61	31	regulation of cell population proliferation (GO:0042127) | regulation of cell cycle (GO:0051726) | regulation of signal transduction (GO:0009966) | regulation of response to external stimulus (GO:0032101) | regulation of cell adhesion (GO:0030155) | regulation of cellular component organization (GO:0051128) | regulation of programmed cell death (GO:0043067) | regulation of myelination (GO:0031641) | regulation of cellular senescence (GO:2000772)	APC;CDKN2A;CREBBP;CXCR4;DICER1;DOT1L;EGFR;ERBB3;FGFR2;JAK2;KDR;KIT;MEN1;PTCH1;STK11;TSC2
3	GO	GO: Regulation of signal transduction	9	3.9670873774892926e-05	13	41.94	31	positive regulation of signal transduction (GO:0009967) | regulation of smoothened signaling pathway (GO:0008589) | regulation of receptor signaling pathway via STAT (GO:1904892) | regulation of intracellular signal transduction (GO:1902531) | regulation of Wnt signaling pathway (GO:0030111) | regulation of cytokine-mediated signaling pathway (GO:0001959) | regulation of Notch signaling pathway (GO:0008593) | regulation of growth hormone receptor signaling pathway (GO:0060398) | regulation of ERBB signaling pathway (GO:1901184)	AXL;CHEK2;CREBBP;DOT1L;EGFR;FGFR2;JAK2;PIK3R2;PTCH1;SMARCA4;SPRED1;STK11;TSC2
3	GO	GO: Developmental process	8	0.0001519754404094	9	29.03	31	digestive system development (GO:0055123) | circulatory system development (GO:0072359) | nervous system development (GO:0007399) | exocrine system development (GO:0035272) | ovarian follicle development (GO:0001541) | pharyngeal system development (GO:0060037) | vasculature development (GO:0001944) | peripheral nervous system development (GO:0007422)	APC;AXL;CXCR4;ERBB3;FGFR2;KIT;PTCH1;STK11;TSC2
3	GO	GO: Regulation of intracellular signal transduction	7	2.4479348425458732e-08	12	38.71	31	regulation of protein kinase B signaling (GO:0051896) | regulation of MAPK cascade (GO:0043408) | positive regulation of intracellular signal transduction (GO:1902533) | negative regulation of intracellular signal transduction (GO:1902532) | regulation of nitric oxide mediated signal transduction (GO:0010749) | regulation of signal transduction by p53 class mediator (GO:1901796) | regulation of SMAD protein signal transduction (GO:0060390)	AXL;CHEK2;EGFR;ERBB3;FGFR2;JAK2;KDR;KIT;PIK3R2;SPRED1;STK11;TSC2
3	GO	GO: Cell surface receptor protein tyrosine kinase signaling pathway	7	0.0001510234404419	10	32.26	31	vascular endothelial growth factor receptor signaling pathway (GO:0048010) | ERBB signaling pathway (GO:0038127) | insulin receptor signaling pathway (GO:0008286) | fibroblast growth factor receptor signaling pathway (GO:0008543) | insulin-like growth factor receptor signaling pathway (GO:0048009) | vascular endothelial growth factor signaling pathway (GO:0038084) | growth hormone receptor signaling pathway (GO:0060396)	APC;AXL;EGFR;ERBB3;FGFR2;JAK2;KDR;PIK3R2;SPRED1;TSC2
3	KEGG	KEGG: Signal transduction	15	2.20316194976521e-09	13	41.94	31	PI3K-Akt signaling pathway | Rap1 signaling pathway | Ras signaling pathway | Calcium signaling pathway | FoxO signaling pathway | Phospholipase D signaling pathway | MAPK signaling pathway | JAK-STAT signaling pathway | ErbB signaling pathway | HIF-1 signaling pathway | AMPK signaling pathway | mTOR signaling pathway | VEGF signaling pathway | cAMP signaling pathway | Wnt signaling pathway	APC;CREBBP;CXCR4;EGFR;ERBB3;FGFR2;JAK2;KDR;KIT;PIK3R2;PTCH1;STK11;TSC2
3	KEGG	KEGG: Cancer: specific types	15	1.987083071446764e-07	11	35.48	31	Hepatocellular carcinoma | Breast cancer | Pancreatic cancer | Prostate cancer | Gastric cancer | Endometrial cancer | Melanoma | Non-small cell lung cancer | Glioma | Colorectal cancer | Bladder cancer | Basal cell carcinoma | Acute myeloid leukemia | Renal cell carcinoma | Chronic myeloid leukemia	APC;BRCA2;CDKN2A;CREBBP;EGFR;FGFR2;KEAP1;KIT;PIK3R2;PTCH1;SMARCA4
3	KEGG	KEGG: Infectious disease: viral	10	2.306904473471948e-05	9	29.03	31	Human cytomegalovirus infection | Human papillomavirus infection | Human T-cell leukemia virus 1 infection | Hepatitis B | Influenza A | Kaposi sarcoma-associated herpesvirus infection | Hepatitis C | Herpes simplex virus 1 infection | Human immunodeficiency virus 1 infection | Coronavirus disease	APC;CDKN2A;CHEK2;CREBBP;CXCR4;EGFR;JAK2;PIK3R2;TSC2
3	KEGG	KEGG: Cancer: overview	9	9.666982053675886e-12	18	58.06	31	Pathways in cancer | MicroRNAs in cancer | Central carbon metabolism in cancer | Proteoglycans in cancer | PD-L1 expression and PD-1 checkpoint pathway in cancer | Choline metabolism in cancer | Viral carcinogenesis | Chemical carcinogenesis | Transcriptional misregulation in cancer	APC;BRCA2;CDKN2A;CREBBP;CXCR4;DICER1;DOT1L;EGFR;ERBB3;FGFR2;JAK2;KDR;KEAP1;KIT;MEN1;PIK3R2;PTCH1;TSC2
3	KEGG	KEGG: Endocrine system	8	0.0008174676820608	7	22.58	31	Growth hormone synthesis, secretion and action | Thyroid hormone signaling pathway | Adipocytokine signaling pathway | Prolactin signaling pathway | Melanogenesis | Relaxin signaling pathway | Estrogen signaling pathway | Insulin signaling pathway	CREBBP;EGFR;JAK2;KIT;PIK3R2;STK11;TSC2
3	Reactome	Reactome: Diseases of signal transduction by growth factor receptors and second messengers	1	3.82970220531338e-11	11	35.48	31	Diseases of Signal Transduction by Growth Factor Receptors and Second Messengers	APC;CREBBP;EGFR;ERBB3;FGFR2;JAK2;KDR;KIT;PIK3R2;SPRED1;TSC2
3	Reactome	Reactome: Signal transduction	1	4.391726892707291e-09	18	58.06	31	Signal Transduction	APC;AXL;CREBBP;CXCR4;EGFR;ERBB3;FGFR2;JAK2;KDR;KIT;MEN1;PIK3R2;PTCH1;SMARCA4;SPRED1;STAG2;STK11;TSC2
3	Reactome	Reactome: Pi3k akt signaling in cancer	1	1.5876599178457092e-08	6	19.35	31	PI3K AKT Signaling in Cancer	EGFR;ERBB3;FGFR2;KIT;PIK3R2;TSC2
3	Reactome	Reactome: Disease	1	1.6407564529286937e-08	16	51.61	31	Disease	APC;BRCA2;CD79B;CDKN2A;CREBBP;CXCR4;EGFR;ERBB3;FGFR2;JAK2;KDR;KEAP1;KIT;PIK3R2;SPRED1;TSC2
3	Reactome	Reactome: Signaling by receptor tyrosine kinases	1	7.946761237820029e-08	9	29.03	31	Signaling by Receptor Tyrosine Kinases	AXL;EGFR;ERBB3;FGFR2;JAK2;KDR;KIT;PIK3R2;SPRED1
4	GO	GO: Biological regulation	7	9.361307121531274e-08	17	56.67	30	regulation of cell population proliferation (GO:0042127) | regulation of cell division (GO:0051302) | regulation of cell adhesion (GO:0030155) | regulation of cell adhesion molecule production (GO:0060353) | regulation of response to stress (GO:0080134) | regulation of cell killing (GO:0031341) | regulation of lipid storage (GO:0010883)	CSF1R;FBXW7;FLCN;IL10;IRS1;IRS2;KMT2D;MST1R;NCOA3;NOTCH4;PDGFRA;PLK2;PPP2R1A;RET;TET1;TGFBR1;TGFBR2
4	GO	GO: Developmental process	6	2.0415807327257887e-06	7	23.33	30	vasculature development (GO:0001944) | circulatory system development (GO:0072359) | skeletal system development (GO:0001501) | pharyngeal system development (GO:0060037) | hepaticobiliary system development (GO:0061008) | endocrine system development (GO:0035270)	ANKRD11;ARID5B;FBXW7;NOTCH4;PDGFRA;TGFBR1;TGFBR2
4	GO	GO: Signaling receptor binding	5	0.0031852247621403	5	16.67	30	receptor tyrosine kinase binding (GO:0030971) | growth factor receptor binding (GO:0070851) | insulin-like growth factor receptor binding (GO:0005159) | ephrin receptor binding (GO:0046875) | Notch binding (GO:0005112)	CBL;IL10;IRS1;NOTCH4;PDGFRA
4	GO	GO: Cell surface receptor protein tyrosine kinase signaling pathway	5	0.0053503916965906	5	16.67	30	insulin receptor signaling pathway (GO:0008286) | glial cell-derived neurotrophic factor receptor signaling pathway (GO:0035860) | hepatocyte growth factor receptor signaling pathway (GO:0048012) | insulin-like growth factor receptor signaling pathway (GO:0048009) | platelet-derived growth factor receptor signaling pathway (GO:0048008)	IRS1;IRS2;MST1R;PDGFRA;RET
4	GO	GO: Regulation of cytokine production	5	0.0119391531667426	4	13.33	30	regulation of interleukin-18 production (GO:0032661) | positive regulation of cytokine production (GO:0001819) | regulation of interleukin-1 production (GO:0032652) | regulation of transforming growth factor beta production (GO:0071634) | regulation of cytokine production involved in immune response (GO:0002718)	CARD11;CSF1R;IL10;SMAD4
4	KEGG	KEGG: Signal transduction	16	1.4149763355376844e-11	15	50.0	30	FoxO signaling pathway | TGF-beta signaling pathway | MAPK signaling pathway | Hippo signaling pathway | PI3K-Akt signaling pathway | AMPK signaling pathway | Apelin signaling pathway | mTOR signaling pathway | Rap1 signaling pathway | Ras signaling pathway | Calcium signaling pathway | ErbB signaling pathway | Sphingolipid signaling pathway | Phospholipase D signaling pathway | JAK-STAT signaling pathway | cGMP-PKG signaling pathway	CBL;CSF1R;FLCN;IL10;IRS1;IRS2;MST1R;NRAS;PDGFRA;PLK2;PPP2R1A;RET;SMAD4;TGFBR1;TGFBR2
4	KEGG	KEGG: Cancer: specific types	13	9.17166890581546e-08	11	36.67	30	Chronic myeloid leukemia | Colorectal cancer | Gastric cancer | Hepatocellular carcinoma | Pancreatic cancer | Breast cancer | Thyroid cancer | Acute myeloid leukemia | Renal cell carcinoma | Melanoma | Non-small cell lung cancer | Glioma | Prostate cancer	CBL;CSF1R;FLCN;NCOA3;NOTCH4;NRAS;PDGFRA;RET;SMAD4;TGFBR1;TGFBR2
4	KEGG	KEGG: Cancer: overview	7	2.9807925250345286e-09	15	50.0	30	Pathways in cancer | MicroRNAs in cancer | Central carbon metabolism in cancer | Transcriptional misregulation in cancer | PD-L1 expression and PD-1 checkpoint pathway in cancer | Choline metabolism in cancer | Proteoglycans in cancer	CBL;CSF1R;ETV1;ETV6;IRS1;IRS2;NCOA3;NOTCH4;NRAS;PDCD1;PDGFRA;RET;SMAD4;TGFBR1;TGFBR2
