Gene1	Gene2	Shared_Count	P_Value	Log2OR	FDR
DDR2	TRAF2	5	0.0012881057553463138	2.84345205789338	0.010645122973495319
FLT1	HGF	16	0.0012910215478171261	1.3879004785136138	0.010665916409752325
GRIN2A	H3F3C	7	0.0012919144298659212	2.351305942814959	0.010666688292379984
B2M	GRIN2A	7	0.0012919144298659212	2.351305942814959	0.010666688292379984
CD79B	PIK3C2G	5	0.0012928989656736934	2.893367151508773	0.010668822946503264
APC	SOX17	10	0.001293771030051319	1.8287774975195399	0.010668822946503264
H3F3C	RECQL4	4	0.0012939973418129994	3.300275233683769	0.010668822946503264
LATS1	NCOR1	7	0.0012941595033071854	2.266992419402477	0.010668822946503264
ATR	MUTYH	5	0.0012941720021671752	2.8850605291838565	0.010668822946503264
BRIP1	EP300	8	0.001295603060524754	2.0878126750241432	0.010674025214604218
EP300	KDM5A	8	0.001295603060524754	2.0878126750241432	0.010674025214604218
SETD2	USP8	3	0.0012964194093514805	4.789013286068095	0.010675945914941688
NEGR1	TBX3	8	0.001296636339154057	2.0976940234308463	0.010675945914941688
FAT1	GATA2	11	0.0012994391852547997	1.7733471934732752	0.010687139041534312
FAT1	NF2	11	0.0012994391852547997	1.7733471934732752	0.010687139041534312
ABL1	KMT2D	13	0.00129973710620883	1.598686219340359	0.010687139041534312
EP300	TP53	82	0.0012999807077298288	0.8757941118690874	0.010687139041534312
CYSLTR2	PTPRD	9	0.0013003987434087282	2.0553218798024564	0.010687139041534312
KLF4	PTPRD	9	0.0013003987434087282	2.0553218798024564	0.010687139041534312
BLM	NTRK3	8	0.0013014370954415923	2.128480748829773	0.010692379584931924
ALK	NEGR1	9	0.0013031627513494161	1.959710855439747	0.010692991914253824
IRS2	TP53	57	0.0013037190151946197	1.0960804677652731	0.010692991914253824
GATA1	RBM10	13	0.0013043953305707093	1.6465399853555927	0.010692991914253824
HIST1H1C	TP53	37	0.001304577786568191	1.4677794706276839	0.010692991914253824
TGFBR1	TP53	37	0.001304577786568191	1.4677794706276839	0.010692991914253824
EP300	KIT	9	0.0013048079164882488	1.937751559313279	0.010692991914253824
ETV1	NUF2	4	0.0013054567877662773	3.2829339632714984	0.010692991914253824
HIST3H3	IRS2	4	0.0013059810252243349	3.3209153219142937	0.010692991914253824
HGF	IL7R	11	0.0013064013834486502	1.7284420315107445	0.010692991914253824
KMT2B	TERT	9	0.0013068727464300215	1.938044252311537	0.010692991914253824
GRIN2A	NOTCH1	18	0.0013068730189753385	1.3009210940378624	0.010692991914253824
IRS1	NOTCH3	10	0.0013069269992891268	1.822341742011614	0.010692991914253824
IRS1	PREX2	10	0.0013069269992891268	1.822341742011614	0.010692991914253824
GATA2	NOTCH4	8	0.001308230343845775	2.104764729804209	0.010692991914253824
NOTCH4	RPS6KA4	8	0.001308230343845775	2.104764729804209	0.010692991914253824
CHEK1	TBX3	5	0.001308323724940556	2.8982553707805065	0.010692991914253824
RECQL	TBX3	5	0.001308323724940556	2.8982553707805065	0.010692991914253824
ARID2	HIST1H1C	8	0.0013091461433741135	2.108524456778169	0.010695995137712688
PARK2	TET2	8	0.0013102944764917662	2.0795203396435262	0.010695995137712688
NSD1	TET2	8	0.0013102944764917662	2.0795203396435262	0.010695995137712688
PARK2	TP63	8	0.0013102944764917662	2.0795203396435262	0.010695995137712688
IRS1	NEGR1	6	0.0013130285517600345	2.4965134808768026	0.010714729618841047
EPHA3	PAX5	9	0.001314120545384832	1.9763801081718233	0.010714729618841047
EPHA3	PMS1	9	0.001314120545384832	1.9763801081718233	0.010714729618841047
SLX4	TET1	8	0.0013141956171057428	2.0856621521974703	0.010714729618841047
ALOX12B	RET	4	0.0013157355011637541	3.3732173235842167	0.010716092131822884
NOTCH4	TBX3	15	0.0013163087058366356	1.4351707498502586	0.010716092131822884
ERBB4	WWTR1	5	0.0013163706205027324	2.946332270312379	0.010716092131822884
ALK	RAD51B	5	0.0013163706205027324	2.946332270312379	0.010716092131822884
ALK	EED	5	0.0013163706205027324	2.946332270312379	0.010716092131822884
ETV6	USP8	2	0.001320015378567989	5.876067672141619	0.010735455209871873
SH2B3	SMO	4	0.0013202049860779846	3.3227395094424352	0.010735455209871873
SH2B3	TP63	4	0.0013202049860779846	3.3227395094424352	0.010735455209871873
PTPRS	ROS1	9	0.0013203584035525384	1.9342739453443814	0.010735455209871873
ATRX	TP53	127	0.0013211247586791166	0.6795767449714374	0.01073832733839807
FLT1	PTPRT	22	0.0013215164691511808	1.1701419264449788	0.01073832733839807
CARD11	YAP1	5	0.0013220850615756697	2.864250240789534	0.010739677281018796
GLI1	RECQL4	7	0.0013248503184687904	2.261211670226976	0.010758865109050417
IGF1R	PIK3C2G	8	0.0013261634466809461	2.0887103078571507	0.010766252380493169
BRCA2	MEN1	7	0.0013284610967807275	2.275059060876985	0.010781625415934828
IRS1	RUNX1	5	0.0013302976181220753	2.820769350640342	0.010793247777314557
MLL2	RXRA	3	0.0013309398628097299	4.06438559454592	0.01079517636446129
HNF1A	NKX3-1	3	0.0013318729686034503	4.08078615846702	0.010796721561995189
PGR	TBX3	11	0.001331939568375048	1.7152453975426154	0.010796721561995189
BLM	PRKD1	5	0.001334543256179269	2.8151036914352723	0.01081454199548855
FGFR4	PAK7	9	0.0013351398949631348	1.9369624683124282	0.010816092318485505
MAP3K13	PIK3C2G	7	0.0013372397508185974	2.276840205358824	0.010829815705794924
ATRX	AXIN2	9	0.0013387799167843527	1.960722335172615	0.010838999417290792
IRS2	NUF2	5	0.0013399090668688237	2.816581800134952	0.010839447961641298
CUL3	ZFHX3	12	0.0013405802215599686	1.6404137790541131	0.010839447961641298
IRS1	ZFHX3	12	0.0013405802215599686	1.6404137790541131	0.010839447961641298
PTEN	TCF3	6	0.0013408034152872716	2.5146711786747664	0.010839447961641298
DNMT3B	MGA	9	0.0013410416720006345	1.9623774344193092	0.010839447961641298
FGFR1	KMT2A	6	0.0013412725189934258	2.5020444983057666	0.010839447961641298
KDM6A	TMEM127	3	0.0013431242361702633	4.101202897876642	0.010851126322192999
CHEK2	GSK3B	3	0.0013443259769226061	4.033623222902131	0.010854026317929805
CHEK2	YES1	3	0.0013443259769226061	4.033623222902131	0.010854026317929805
PDGFRA	RNF43	7	0.0013447034291578016	2.2817012147061844	0.010854026317929805
LATS1	NF1	13	0.0013459956534034815	1.5943809210088435	0.010859923694682055
ATM	TBX3	23	0.0013462479888329863	1.1413490037012297	0.010859923694682055
AXIN2	CARD11	7	0.0013469314409018127	2.2655737907076063	0.010862153369738552
NOTCH4	RECQL4	9	0.0013486884019743184	1.9439464608323718	0.010866477252596323
APC	RECQL4	9	0.0013486884019743184	1.9439464608323718	0.010866477252596323
SERPINB4	SLX4	3	0.0013489070022428445	4.115790423657654	0.010866477252596323
EPHB1	KIT	10	0.0013496695652920156	1.8146265222865539	0.010866477252596323
EPHB1	SMAD3	5	0.0013500463378313186	2.887426261611232	0.010866477252596323
PIK3CG	RXRA	5	0.0013500806885544778	2.9376008200577117	0.010866477252596323
AXL	NOTCH2	6	0.0013507253156028482	2.5054253100937456	0.010866477252596323
FGF3	NOTCH2	6	0.0013507253156028482	2.5054253100937456	0.010866477252596323
APC	HLA-A	6	0.0013532036244574182	2.5476581781002987	0.010879854992059719
FOXA1	NOTCH4	6	0.0013532036244574182	2.5476581781002987	0.010879854992059719
HIST3H3	IKBKE	3	0.0013546051655062292	4.033222752381616	0.010887843024558351
ARID1B	ROS1	11	0.0013560121130116924	1.7094098716456447	0.010891632134992398
KIT	PIK3C3	6	0.0013560237614947067	2.4872828752312284	0.010891632134992398
SOX9	UPF1	4	0.0013565271704330756	3.2678838054951895	0.010891632134992398
EPHB1	NEGR1	8	0.0013567092080462705	2.086630597188674	0.010891632134992398
MYOD1	PALB2	5	0.0013580974425296901	2.801194398981168	0.010899497820723244
PPARG	PTPRT	8	0.001359365412820036	2.1823400695506576	0.0109063938788643
CDK12	RAD52	3	0.0013598544800039484	4.132512330080413	0.010907038412655655
LZTR1	REST	2	0.0013606078325707639	5.559364674105306	0.010908921398146944
EPHA3	FYN	7	0.0013609068515807075	2.3305083972691656	0.010908921398146944
FLT1	ROS1	12	0.0013620606331199785	1.6244820611424218	0.01091309221019468
INPP4A	NEGR1	5	0.0013622450872084872	2.800062429491248	0.01091309221019468
EZH1	KMT2A	5	0.001364430556201782	2.833758999812752	0.010927122547331395
DIS3	MDC1	8	0.0013649420745861867	2.0697376550469717	0.010927122547331395
GRIN2A	MGA	23	0.0013655648183253473	1.1309919827234038	0.010927122547331395
BRCA1	PTCH1	8	0.0013658583536133445	2.0710830980614827	0.010927122547331395
PGBD5	SMARCA2	2	0.0013673943506970672	5.568365990190461	0.010927122547331395
CARD11	GATA3	8	0.0013681373142146098	2.074458992200445	0.010927122547331395
CARD11	KDM5A	8	0.0013681373142146098	2.074458992200445	0.010927122547331395
IRS1	KEAP1	23	0.0013683029490798436	1.1953072765807355	0.010927122547331395
CUL3	KEAP1	23	0.0013683029490798436	1.1953072765807355	0.010927122547331395
GPS2	PIK3C2G	4	0.0013685007889519024	3.4117549152895426	0.010927122547331395
PAK7	PIM1	4	0.0013685007889519024	3.4117549152895426	0.010927122547331395
AMER1	NOTCH2	13	0.0013694283708704463	1.5519264341605603	0.010931258174297895
DROSHA	POLD1	7	0.0013702634375230853	2.2479862826164916	0.010931384104724525
INHBA	PTCH1	7	0.0013702634375230853	2.2479862826164916	0.010931384104724525
DDR2	KDM5A	7	0.00137210700896083	2.249398300644973	0.010942720959859908
NTRK3	TGFBR2	10	0.0013725046675154998	1.8300467853781757	0.010942720959859908
ARID1B	PGR	10	0.0013731515286032412	1.8066856132815592	0.010944608285775835
BRD4	NOTCH3	8	0.0013748722178358777	2.08469329032558	0.010950957994476283
BRCA1	RNF43	6	0.0013751793231961786	2.496196128348788	0.010950957994476283
BRCA1	MYCN	6	0.0013751793231961786	2.496196128348788	0.010950957994476283
NOTCH2	STAT5B	5	0.001376526067936623	2.8394879119241665	0.010958412327830782
KEAP1	PIK3C2G	34	0.0013772084111042771	0.9541663045624569	0.01096057454527815
ALK	AR	13	0.0013784862434646655	1.5529667851805744	0.01096164620515469
POLD1	TGFBR2	6	0.0013787819924496122	2.479713175975848	0.01096164620515469
ARID1B	LATS2	8	0.0013789861836501517	2.0731712080142732	0.01096164620515469
ARID1B	TSHR	8	0.0013789861836501517	2.0731712080142732	0.01096164620515469
DICER1	NOTCH4	12	0.0013806014832990102	1.6247701695184351	0.010971218160165006
CYLD	FLT3	5	0.0013815736547113755	2.800701685287068	0.01097567519379966
DDR2	RASA1	9	0.0013844055050788436	1.9223698557511772	0.010992911492986656
CARD11	TP63	9	0.0013848056950089543	1.9242789841899814	0.010992911492986656
DNMT3B	TET1	7	0.001384979143317262	2.259366949845488	0.010992911492986656
NTRK2	PREX2	9	0.001386333617575998	1.931974244481257	0.011000390301818468
DDR2	HIST1H3D	4	0.0013883355276441672	3.317463428094547	0.01100679926336639
HIST1H3E	PIM1	2	0.0013884479329706561	5.5407489959379586	0.01100679926336639
INHA	RPTOR	4	0.0013889899046651381	3.276933544409799	0.01100679926336639
HOXB13	WT1	5	0.0013895652005783954	2.811846122925314	0.01100679926336639
CTNNB1	EGFR	34	0.0013898808700449185	0.9916539175248411	0.01100679926336639
RECQL	TCF3	3	0.0013902816964414338	4.021933854522885	0.01100679926336639
ARID2	CCNE1	6	0.0013904410836353045	2.545569062421069	0.01100679926336639
ARID2	STAT5B	6	0.0013904410836353045	2.545569062421069	0.01100679926336639
FANCA	MGA	11	0.0013939000992439486	1.7208545009914438	0.011030908703536409
KLF4	STAG2	5	0.0013947202492600164	2.8223869817847143	0.011034126845983852
MED12	XIAP	6	0.001395909031993612	2.5584902893599653	0.011040258600696367
NOTCH2	WT1	9	0.0013989080523733935	1.9205523185319013	0.01106066589834685
KMT2B	TCF3	6	0.0013994887645567707	2.5017685651947574	0.01106066589834685
DROSHA	MGA	12	0.0013997327614284172	1.630903478723868	0.01106066589834685
BRCA1	NOTCH2	10	0.0014017461917614363	1.8015523241895925	0.011073296958896958
CTCF	NSD1	6	0.001406633073752487	2.4821516951373805	0.011108613072827796
AKT3	CD79A	3	0.0014080127547400922	4.051238227546486	0.011112931192025837
RRAS	TSC1	3	0.0014080127547400922	4.051238227546486	0.011112931192025837
NPM1	TGFBR2	3	0.0014093960858929122	4.075709659824661	0.011120560186887157
ANKRD11	EPHB1	11	0.0014103560512889223	1.7039361638065538	0.011124845175478832
CDK12	YAP1	4	0.0014109615410961113	3.2741655522361808	0.011126273147128588
EPHA3	KMT2C	23	0.0014113709800648404	1.1267053736630852	0.011126273147128588
IRS2	KLF5	3	0.0014121312703165268	4.139147405863636	0.011128979016065126
TNFAIP3	ZFHX3	7	0.001413277179664416	2.3084197275952976	0.011134721446514598
EP300	PHOX2B	6	0.0014145522038654973	2.495999699707053	0.011136316359513329
SOX17	YES1	4	0.0014149538202563644	3.2772763284095725	0.011136316359513329
PIK3CG	TBX3	16	0.0014153533901246043	1.373393592696108	0.011136316359513329
CDH1	CTLA4	3	0.0014156330109664538	4.007227543848672	0.011136316359513329
HOXB13	MSI1	3	0.0014156330109664538	4.007227543848672	0.011136316359513329
PTPRT	RPS6KA4	11	0.001415983564093263	1.7563947890101659	0.011136316359513329
NBN	SOX2	4	0.0014170374393046388	3.252577133658247	0.011138039489792133
ARAF	SOX2	4	0.0014170374393046388	3.252577133658247	0.011138039489792133
HLA-C	MGA	3	0.0014195270305851484	4.7411889569069565	0.011154322382557327
ASXL1	IGF1R	6	0.0014200625988749606	2.4713429051418965	0.011155245937879988
ABL1	PGR	7	0.0014216894402994619	2.2410455404962293	0.01116473888004448
GATA3	KEAP1	20	0.0014222717951167573	1.2940871299855856	0.011166026140832794
ATR	CIC	9	0.0014246622189686578	1.9201552454414654	0.01118150332740548
CYLD	RB1	8	0.0014266773374302351	2.0998509822705365	0.011190566636454987
EPHB1	FGFR1	7	0.0014267895401530318	2.2634968251957557	0.011190566636454987
ATRX	NTRK3	21	0.0014273397885540883	1.1814417016753478	0.011190566636454987
LATS2	TMPRSS2	4	0.001429171860484864	3.2617410888122733	0.011190566636454987
MLH1	TSHR	4	0.001429171860484864	3.2617410888122733	0.011190566636454987
LATS2	PPM1D	4	0.001429171860484864	3.2617410888122733	0.011190566636454987
CCNE1	MAP3K1	4	0.001429171860484864	3.2617410888122733	0.011190566636454987
LATS2	STAT5B	4	0.001429171860484864	3.2617410888122733	0.011190566636454987
IL7R	MED12	11	0.0014301521331157292	1.7106227974335733	0.011194957369373199
CARD11	EPHA3	16	0.0014331787110153176	1.3758360491407127	0.011214435434284641
ABL1	FANCA	6	0.001433480954331831	2.4672222317926513	0.011214435434284641
HIST3H3	IRS1	4	0.0014340847728375153	3.282136741128673	0.011215871091198445
RET	STAT5A	5	0.0014371985243008974	2.8199334181986324	0.011236930155572648
AKT3	EP300	7	0.0014381819743018648	2.2466889713378517	0.011241325713018531
EPHA3	TBX3	18	0.0014397917281638326	1.285963786743317	0.011241543879213535
PGR	PTPRT	17	0.0014398694847321614	1.3431445807970583	0.011241543879213535
ANKRD11	PTPRT	17	0.0014398694847321614	1.3431445807970583	0.011241543879213535
BARD1	CTCF	5	0.0014398949589339279	2.7823760538561526	0.011241543879213535
SMARCA4	TERT	16	0.0014413227088246323	1.4009237874630458	0.011249399381393774
AR	PAK7	11	0.0014435297926063894	1.6980607118028133	0.011261184085179093
CARD11	PAK7	12	0.0014436766256472806	1.6131260311985505	0.011261184085179093
CREBBP	VTCN1	4	0.0014452762167567086	3.3892380298467883	0.011262213914427293
CD79A	PIK3CA	5	0.0014453496735495276	2.9524778430877308	0.011262213914427293
EPHA7	PHF6	3	0.0014454122666525248	4.35591443912911	0.011262213914427293
FAT1	SOX17	14	0.0014454968205701135	1.5064884426980714	0.011262213914427293
AR	PIK3CG	13	0.0014514663632236877	1.5438238059276697	0.011305423205669615
AKT1	KMT2D	8	0.0014542605524619312	2.165725953245381	0.011323881774860413
FAM58A	NOTCH2	4	0.0014562459583275446	3.331350813586092	0.011336033663351962
AKT3	IGF1R	5	0.0014587585521086252	2.776087737023709	0.011351877984358551
ATM	ERRFI1	7	0.0014594339752445648	2.3913455837114355	0.011351877984358551
CDK12	ZFHX3	11	0.001459982958303112	1.7127309175770318	0.011351877984358551
ASXL2	ZFHX3	11	0.001459982958303112	1.7127309175770318	0.011351877984358551
BRCA2	TBX3	13	0.0014606562860587035	1.5381773227134536	0.011353805124811099
ATM	INPP4A	12	0.0014633164930595512	1.6619244825360404	0.011368905344693996
ERCC3	GATA2	4	0.001463877038200059	3.235771451137648	0.011368905344693996
MSH6	NF2	4	0.001463877038200059	3.235771451137648	0.011368905344693996
PIK3R3	RXRA	2	0.0014662788544415994	5.503825737995751	0.011384245339183613
EPHA3	PIK3CG	21	0.00146777473490682	1.1781964022836513	0.011391694130692848
JUN	MSH6	3	0.0014680920410512538	3.989753448773735	0.011391694130692848
BRCA2	RET	11	0.0014690913151318987	1.6938968722743202	0.011396134227992651
BRD4	ROS1	7	0.0014700569389312812	2.238581659435778	0.011399158355790577
FGFR4	MYCN	5	0.0014703355091111548	2.778921355128626	0.011399158355790577
CENPA	GATA3	3	0.0014732869601299932	4.069181209154318	0.011418722779863163
FYN	RECQL4	4	0.0014742720393535074	3.243287645647798	0.011423039886802655
AKT3	BCL6	4	0.0014752564323287551	3.234417764539407	0.011424033051855145
CASP8	TSC1	4	0.0014752564323287551	3.234417764539407	0.011424033051855145
INPP4A	RFWD2	5	0.0014763053158754207	2.7716418319925173	0.011427028348052135
PDCD1LG2	WT1	3	0.0014764996718787241	4.149814625063073	0.011427028348052135
CDK12	PTPRD	15	0.0014786141374074843	1.4563153279317285	0.011436709476431831
NTRK1	SOX2	5	0.0014802103494294975	2.7924180405139247	0.011436709476431831
CREBBP	FGFR4	9	0.001480535480515705	1.9135852481825268	0.011436709476431831
FH	NTRK1	6	0.0014811513904423247	2.464356898098262	0.011436709476431831
DDR2	GATA2	6	0.0014811513904423247	2.464356898098262	0.011436709476431831
DNMT3A	FOXL2	6	0.0014811739459986196	2.458886176271296	0.011436709476431831
CHEK1	PREX2	5	0.001481179237419839	2.8553820270491004	0.011436709476431831
NOTCH3	RARA	5	0.001481179237419839	2.8553820270491004	0.011436709476431831
ATM	EPHB1	23	0.0014828959340939224	1.1289301906875777	0.011445867090829035
ALK	PALB2	9	0.0014838453669308992	1.9289169019385173	0.011445867090829035
ARID1B	HNF1A	7	0.0014839674450539268	2.2394364163363076	0.011445867090829035
HIST1H3F	KMT2C	4	0.001484080949382367	3.5303752921960485	0.011445867090829035
PDGFRB	SOX9	6	0.0014863301600072279	2.46432402857732	0.011454577505149248
PDGFRB	TEK	6	0.0014863301600072279	2.46432402857732	0.011454577505149248
MYCL	NBN	3	0.0014868530795914654	4.022267378273226	0.011454577505149248
PRKD1	RTEL1-TNFRSF6B	4	0.0014877858584540864	3.2564072588181765	0.011454577505149248
GSK3B	PTCH1	4	0.0014877858584540864	3.2564072588181765	0.011454577505149248
PTCH1	YES1	4	0.0014877858584540864	3.2564072588181765	0.011454577505149248
INPP4B	JAK3	8	0.001490037809498677	2.0492952962567736	0.011468606560851514
MUTYH	ZFHX3	6	0.0014934684718556288	2.555480586056024	0.011491697281276659
ASXL2	WT1	7	0.0014944210449030246	2.225001646337506	0.0114957121888836
IL7R	IRS1	7	0.0014962889456962784	2.22376471768351	0.011506763837436654
EPHA5	MTOR	15	0.001498325107279582	1.4247069958233558	0.011517954564196667
INHBA	PGR	8	0.0014988809529003283	2.04627115393023	0.011517954564196667
JAK2	XPO1	5	0.0014997432963428183	2.777293490311751	0.011517954564196667
BRIP1	PAX5	5	0.001499902271335335	2.7686112207826716	0.011517954564196667
KDM5A	PMS1	5	0.001499902271335335	2.7686112207826716	0.011517954564196667
ERF	ETV6	3	0.0015008904629262396	3.9885510358349365	0.011522227273644046
GLI1	TP53	70	0.0015026412545397336	0.9474594322560852	0.011526088482100098
CIC	PPP2R1A	5	0.00150277986389051	2.7736480041296163	0.011526088482100098
IFNGR1	PDGFRB	4	0.0015031211511226659	3.2845889747364923	0.011526088482100098
MYC	PBRM1	4	0.0015031211511226659	3.2845889747364923	0.011526088482100098
CSDE1	IRS2	5	0.001505732784421776	2.7743546008684645	0.011533713356063091
KRAS	SMARCA4	133	0.0015060903870819532	0.524755316470649	0.011533713356063091
