Metodo	Cluster_ID	Gene
Louvain	0	RPS6KA4
Louvain	0	HGF
Louvain	0	KMT2C
Louvain	0	RBM10
Louvain	0	GATA1
Louvain	0	SOX2
Louvain	0	PIK3CD
Louvain	0	NSD1
Louvain	0	CTCF
Louvain	0	DNMT3B
Louvain	0	NRAS
Louvain	0	BRCA2
Louvain	0	KMT2B
Louvain	0	VEGFA
Louvain	0	REL
Louvain	0	TOP1
Louvain	0	SPRED1
Louvain	0	EPHB1
Louvain	0	H3F3C
Louvain	0	NOTCH2
Louvain	0	CARD11
Louvain	0	DICER1
Louvain	0	DROSHA
Louvain	1	SOX9
Louvain	1	IGF1
Louvain	1	PAK7
Louvain	1	GATA3
Louvain	1	SMARCA4
Louvain	1	EP300
Louvain	1	KEAP1
Louvain	1	PGR
Louvain	1	FLT4
Louvain	1	NF2
Louvain	1	PTPRT
Louvain	1	ERCC4
Louvain	1	NKX2-1
Louvain	1	MEN1
Louvain	1	PHOX2B
Louvain	1	SOX17
Louvain	1	TSC2
Louvain	1	PRDM1
Louvain	1	WT1
Louvain	1	POLE
Louvain	1	PTPRS
Louvain	1	KRAS
Louvain	1	EPCAM
Louvain	1	APC
Louvain	1	SESN2
Louvain	1	IKZF1
Louvain	1	MDC1
Louvain	1	ARHGAP35
Louvain	1	DNMT1
Louvain	1	ERBB3
Louvain	1	IL10
Louvain	1	EPHA5
Louvain	1	PMS2
Louvain	1	FLT3
Louvain	1	BARD1
Louvain	1	UPF1
Louvain	1	FOXA1
Louvain	1	BRAF
Louvain	1	POT1
Louvain	1	FGF3
Louvain	1	STK11
Louvain	1	ERCC2
Louvain	1	KNSTRN
Louvain	2	LATS1
Louvain	2	RFWD2
Louvain	2	DNMT3A
Louvain	2	ALK
Louvain	2	INPPL1
Louvain	2	GLI1
Louvain	2	EPHA7
Louvain	2	TGFBR2
Louvain	2	NTRK3
Louvain	2	MGA
Louvain	2	PRKD1
Louvain	2	TET2
Louvain	2	CXCR4
Louvain	2	ALOX12B
Louvain	2	MST1R
Louvain	2	MLH1
Louvain	2	EPHA3
Louvain	2	NCOR1
Louvain	2	GRIN2A
Louvain	2	ASXL2
Louvain	2	LATS2
Louvain	2	CSF3R
Louvain	2	CD79B
Louvain	2	MYOD1
Louvain	3	BRIP1
Louvain	3	CSF1R
Louvain	3	AXL
Louvain	3	FANCA
