Cluster_ID	Gene	Degree_Centrality	Betweenness_Centrality	Closeness_Centrality
0	TP53	0.6176	0.7412	0.7083
0	PTPRD	0.2647	0.1034	0.5152
0	IRS1	0.1765	0.0852	0.5
0	KMT2D	0.1765	0.0914	0.4096
0	MDC1	0.1765	0.0225	0.4048
0	PAK7	0.1765	0.0933	0.4722
0	TBX3	0.1765	0.1757	0.4928
0	HGF	0.1176	0.0326	0.4722
0	NOTCH2	0.1176	0.0083	0.4722
0	FLT1	0.0882	0.0143	0.3617
0	KMT2C	0.0882	0.1016	0.4474
0	RB1	0.0882	0.0044	0.4533
0	AMER1	0.0588	0.0168	0.4304
0	B2M	0.0588	0.0	0.4416
0	CDKN2A	0.0588	0.0588	0.4304
0	FLT4	0.0588	0.002	0.3505
0	GLI1	0.0588	0.0036	0.3301
0	INPPL1	0.0588	0.0	0.4533
0	KDM6A	0.0588	0.0	0.4474
0	KMT2B	0.0588	0.0	0.4474
0	MYCN	0.0588	0.0	0.3579
0	NSD1	0.0588	0.0	0.4304
0	RET	0.0588	0.0	0.3579
0	SF3B1	0.0588	0.0044	0.4304
0	AXIN2	0.0294	0.0	0.4198
0	BRAF	0.0294	0.0	0.3333
0	BRD4	0.0294	0.0	0.4198
0	DNMT3A	0.0294	0.0	0.4198
0	GATA1	0.0294	0.0	0.3333
0	IKZF1	0.0294	0.0	0.3238
0	LATS2	0.0294	0.0	0.2931
0	MRE11A	0.0294	0.0	0.3036
0	PRKD1	0.0294	0.0	0.4198
0	TET1	0.0294	0.0	0.4198
0	TET2	0.0294	0.0	0.3119
1	PTPRT	0.28	0.3759	0.4464
1	ARID2	0.2	0.2602	0.4098
1	KDM5C	0.2	0.2421	0.4167
1	MGA	0.2	0.1449	0.3472
1	ARID1B	0.16	0.2327	0.4098
1	ATR	0.16	0.1548	0.3846
1	CARD11	0.16	0.1311	0.3571
1	POLE	0.16	0.1272	0.3623
1	DNMT3B	0.12	0.1657	0.4167
1	FBXW7	0.12	0.1093	0.3846
1	ASXL1	0.08	0.0	0.3012
1	ATRX	0.08	0.0261	0.3049
1	JAK2	0.08	0.0487	0.3521
1	PIK3CA	0.08	0.0417	0.3289
1	RASA1	0.08	0.0533	0.3623
1	U2AF1	0.08	0.0531	0.3472
1	CSDE1	0.04	0.0	0.2809
1	DOT1L	0.04	0.0	0.3125
1	ERCC5	0.04	0.0	0.2941
1	FUBP1	0.04	0.0	0.2604
1	MED12	0.04	0.0	0.3125
1	NTRK2	0.04	0.0	0.2941
1	POLD1	0.04	0.0	0.266
1	RAD50	0.04	0.0	0.2976
1	SETD2	0.04	0.0	0.2941
1	SLX4	0.04	0.0	0.3125
2	KEAP1	0.68	0.7008	0.7576
2	SMARCA4	0.4	0.1883	0.625
2	GRIN2A	0.32	0.2153	0.5814
2	STK11	0.24	0.1756	0.5556
2	APC	0.12	0.0144	0.3968
2	STAG2	0.12	0.0033	0.4386
2	TSC2	0.12	0.0	0.5102
2	BRCA2	0.08	0.0	0.4167
2	DICER1	0.08	0.0	0.4717
2	FGFR2	0.08	0.0	0.4717
2	KIT	0.08	0.0033	0.4032
2	PDCD1	0.08	0.0	0.4717
2	PRDM14	0.08	0.0069	0.4098
2	ROS1	0.08	0.0086	0.4032
2	CREBBP	0.04	0.0	0.4386
2	EGFR	0.04	0.0	0.4386
2	IGF1R	0.04	0.0	0.4386
2	IL7R	0.04	0.0	0.3731
2	KDM5A	0.04	0.0	0.4386
2	MYOD1	0.04	0.0	0.4386
2	PDGFRB	0.04	0.0	0.4386
2	PIK3R2	0.04	0.0	0.4386
2	PPARG	0.04	0.0	0.3623
2	REL	0.04	0.0	0.4386
2	SCG5	0.04	0.0	0.4386
2	TGFBR1	0.04	0.0	0.4386
3	EPHA5	0.5	0.5584	0.5116
3	RBM10	0.3182	0.4986	0.4889
3	ATM	0.1818	0.2597	0.3667
3	CIC	0.1818	0.1421	0.5
3	ASXL2	0.1364	0.1212	0.4074
3	BCOR	0.1364	0.1356	0.4889
3	CHEK2	0.1364	0.0808	0.4783
3	FLT3	0.1364	0.0483	0.3667
3	FGFR4	0.0909	0.0	0.3492
3	FOXA1	0.0909	0.0	0.3492
3	MAP3K1	0.0909	0.0397	0.3607
