Cluster_ID	Gene	Degree_Centrality	Betweenness_Centrality	Closeness_Centrality
0	TP53	0.6957	0.7638	0.7188
0	MGA	0.2609	0.1696	0.575
0	NTRK3	0.2609	0.1838	0.451
0	NF1	0.2174	0.0583	0.451
0	POLE	0.2174	0.1479	0.561
0	AXIN2	0.087	0.0474	0.451
0	BRCA2	0.087	0.0	0.4792
0	DIS3	0.087	0.0145	0.4792
0	KDM5C	0.087	0.0464	0.4894
0	MED12	0.087	0.0069	0.3833
0	ALK	0.0435	0.0	0.4259
0	APC	0.0435	0.0	0.3651
0	CUL3	0.0435	0.0	0.371
0	ERCC2	0.0435	0.0	0.3151
0	FGF19	0.0435	0.0	0.4259
0	FGFR4	0.0435	0.0	0.3151
0	MST1R	0.0435	0.0	0.4259
0	NCOR1	0.0435	0.0	0.4259
0	NEGR1	0.0435	0.0	0.4259
0	NSD1	0.0435	0.0	0.4259
0	PAK1	0.0435	0.0	0.4259
0	PDGFRB	0.0435	0.0	0.4259
0	PPM1D	0.0435	0.0	0.4259
0	RB1	0.0435	0.0	0.4259
1	SMARCA4	0.6842	0.8538	0.76
1	STK11	0.2632	0.2982	0.5429
1	KEAP1	0.2105	0.1287	0.5429
1	CREBBP	0.1579	0.1053	0.4872
1	CTCF	0.1053	0.1053	0.4634
1	AXL	0.0526	0.0	0.3333
1	CDKN2A	0.0526	0.0	0.4419
1	DNMT3B	0.0526	0.0	0.3585
1	ERBB3	0.0526	0.0	0.3585
1	FYN	0.0526	0.0	0.3585
1	MEN1	0.0526	0.0	0.4419
1	MSH3	0.0526	0.0	0.4419
1	NBN	0.0526	0.0	0.3585
1	NOTCH1	0.0526	0.0	0.4419
1	PALB2	0.0526	0.0	0.4419
1	SF3B1	0.0526	0.0	0.4419
1	SMYD3	0.0526	0.0	0.322
1	SPRED1	0.0526	0.0	0.4419
1	TSC2	0.0526	0.0	0.4419
1	UPF1	0.0526	0.0	0.4419
2	GRIN2A	0.375	0.4556	0.4571
2	SETD2	0.3125	0.4264	0.4571
2	SMO	0.25	0.3653	0.4211
2	BRAF	0.1875	0.4722	0.5161
2	ERBB4	0.1875	0.0611	0.381
2	KMT2D	0.125	0.0833	0.381
2	PIK3CA	0.125	0.125	0.3333
2	TBX3	0.125	0.0	0.3333
2	TP63	0.125	0.125	0.3137
2	ZFHX3	0.125	0.0611	0.381
2	EP300	0.0625	0.0	0.32
2	LATS1	0.0625	0.0	0.32
2	MET	0.0625	0.0	0.254
2	NOTCH3	0.0625	0.0	0.3019
2	ROS1	0.0625	0.0	0.32
2	TERT	0.0625	0.0	0.2424
2	TSHR	0.0625	0.0	0.32
3	PTPRT	0.75	0.7667	0.8
3	FAT1	0.5	0.375	0.64
3	PBRM1	0.1875	0.125	0.5
3	FLT3	0.125	0.0	0.5161
3	INHBA	0.125	0.0	0.5161
3	KMT2B	0.125	0.0	0.5161
3	NTRK2	0.125	0.0	0.4848
3	STAG2	0.125	0.0	0.5161
3	BARD1	0.0625	0.0	0.4
3	BCOR	0.0625	0.0	0.4571
3	FANCA	0.0625	0.0	0.4571
3	MLL3	0.0625	0.0	0.4571
3	NTRK1	0.0625	0.0	0.3404
3	PIK3C2G	0.0625	0.0	0.4571
3	PRDM1	0.0625	0.0	0.4571
3	PRDM14	0.0625	0.0	0.4
3	SH2B3	0.0625	0.0	0.4
4	ATRX	0.6429	0.8736	0.7368
4	RET	0.2857	0.2747	0.5185
4	NOTCH4	0.2143	0.2747	0.5
4	CIC	0.1429	0.0	0.4828
4	IRS2	0.1429	0.0659	0.4667
4	PDCD1	0.1429	0.0659	0.4667
4	RBM10	0.1429	0.0055	0.3415
4	CSF1R	0.0714	0.0	0.3415
4	DNMT3A	0.0714	0.0	0.3415
4	ETV1	0.0714	0.0	0.35
4	ETV6	0.0714	0.0	0.4375
4	IKZF1	0.0714	0.0	0.4375
4	TET1	0.0714	0.0	0.4375
4	TGFBR2	0.0714	0.0	0.35
4	U2AF1	0.0714	0.0	0.4375
5	HGF	0.6154	0.3769	0.7222
5	PTPRD	0.5385	0.4774	0.6842
5	EPHB1	0.3846	0.0325	0.5417
5	FLT1	0.3846	0.1316	0.5417
5	PDGFRA	0.3846	0.0821	0.619
5	EPHA5	0.3077	0.0043	0.4815
5	INPP4B	0.2308	0.0	0.4643
5	SLX4	0.2308	0.0748	0.5
5	EPHA3	0.1538	0.0	0.52
5	KMT2C	0.1538	0.0	0.4194
5	ATR	0.0769	0.0	0.4194
5	FLT4	0.0769	0.0	0.4194
5	NUF2	0.0769	0.0	0.4333
5	TNFAIP3	0.0769	0.0	0.4194
6	PIK3CG	0.5	0.7333	0.6
6	ARID1A	0.3333	0.5333	0.5455
6	BRIP1	0.3333	0.3333	0.4286
6	KDR	0.3333	0.3333	0.4615
6	AMER1	0.1667	0.0	0.3158
6	KLF4	0.1667	0.0	0.3333
6	WT1	0.1667	0.0	0.4
7	MDC1	0.75	0.8333	0.8
7	PREX2	0.5	0.5	0.6667
7	DOT1L	0.25	0.0	0.5
7	PIK3C3	0.25	0.0	0.5
7	SMAD4	0.25	0.0	0.4444
8	ATM	1.0	1.0	1.0
8	PAK7	0.5	0.0	0.6667
8	RPTOR	0.5	0.0	0.6667
