Cluster_ID	Gene_set	Term	Overlap	P-value	Adjusted P-value	Genes
0	KEGG_2021_Human	Breast cancer	10/147	3.3341155834403735e-12	4.601079505147716e-10	RB1;NOTCH2;FLT4;FGF19;PGR;BRCA1;TP53;ESR1;FGF3;MTOR
0	Reactome_Pathways_2024	Diseases of Signal Transduction by Growth Factor Receptors and Second Messengers	14/451	4.3435158059000055e-12	2.413703717317201e-09	RB1;PDGFRB;AMER1;IRS1;HGF;ESR1;FGF3;MTOR;NCOR1;ERBB4;FGF19;NF1;TP53;FGFR3
0	KEGG_2021_Human	MAPK signaling pathway	12/294	7.747302768899821e-12	5.345638910540877e-10	PDGFRB;MAP2K4;FLT1;MAP3K1;ERBB4;FLT4;HGF;FGF19;NF1;TP53;FGFR3;FGF3
0	Reactome_Pathways_2024	PI3K AKT Signaling in Cancer	9/110	8.280287194913213e-12	2.413703717317201e-09	PDGFRB;IRS1;ERBB4;HGF;FGF19;ESR1;FGFR3;FGF3;MTOR
0	Reactome_Pathways_2024	Constitutive Signaling by Aberrant PI3K in Cancer	8/83	3.4303325354117546e-11	6.6662795604835114e-09	PDGFRB;IRS1;ERBB4;HGF;FGF19;ESR1;FGFR3;FGF3
0	Reactome_Pathways_2024	Disease	24/2131	5.2761401424067106e-11	7.689974257557781e-09	RB1;PDGFRB;AMER1;NOTCH2;MAP2K4;IRS1;HGF;IDH1;DNMT3A;BRCA1;ESR1;FGF3;MTOR;XPO1;NCOR1;ERCC3;ERBB4;FGF19;NF1;B2M;TP53;FGFR3;BRD4;ATR
0	KEGG_2021_Human	PI3K-Akt signaling pathway	12/354	6.706228724180015e-11	3.084865213122807e-09	PDGFRB;FLT1;IRS1;ERBB4;FLT4;HGF;FGF19;BRCA1;TP53;FGFR3;FGF3;MTOR
0	GO_Biological_Process_2021	protein autophosphorylation (GO:0046777)	9/159	2.3095179088143909e-10	2.441160429616812e-07	PDGFRB;FLT1;ERBB4;FLT4;PRKD1;EPHB1;FGFR3;MTOR;ATR
0	Reactome_Pathways_2024	PI5P, PP2A and IER3 Regulate PI3K AKT Signaling	8/111	3.63940171396577e-10	4.243542398484088e-08	PDGFRB;IRS1;ERBB4;HGF;FGF19;ESR1;FGFR3;FGF3
0	Reactome_Pathways_2024	Negative Regulation of the PI3K AKT Network	8/118	5.949406532964775e-10	4.9748155462843065e-08	PDGFRB;IRS1;ERBB4;HGF;FGF19;ESR1;FGFR3;FGF3
0	Reactome_Pathways_2024	Signaling by Receptor Tyrosine Kinases	13/536	5.973191908060059e-10	4.9748155462843065e-08	PDGFRB;FLT1;IRS1;FLT4;HGF;ESR1;FGF3;MTOR;NCOR1;ERBB4;FGF19;PGR;FGFR3
0	GO_Biological_Process_2021	positive regulation of intracellular signal transduction (GO:1902533)	13/546	7.480315256770975e-10	3.953346613203461e-07	PDGFRB;FLT1;IRS1;FLT4;HGF;ESR1;FGF3;ERBB4;FGF19;PRKD1;TP53;FGFR3;BRD4
0	Reactome_Pathways_2024	PIP3 Activates AKT Signaling	10/281	1.9643603201589976e-09	1.4315275833158696e-07	PDGFRB;IRS1;ERBB4;HGF;FGF19;TP53;ESR1;FGFR3;FGF3;MTOR
0	GO_Biological_Process_2021	regulation of kinase activity (GO:0043549)	7/94	3.948814431389871e-09	1.2156219800229732e-06	RB1;PDGFRB;FLT1;ERBB4;FLT4;EPHB1;FGFR3
0	GO_Biological_Process_2021	transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	11/404	4.600272393653635e-09	1.2156219800229732e-06	PDGFRB;FLT1;IRS1;ERBB4;FLT4;HGF;FGF19;PRKD1;EPHB1;FGFR3;FGF3
0	KEGG_2021_Human	Pathways in cancer	12/531	6.705197084479285e-09	2.3132929941453535e-07	RB1;PDGFRB;NOTCH2;EPAS1;FLT4;HGF;FGF19;TP53;ESR1;FGFR3;FGF3;MTOR
0	GO_Biological_Process_2021	positive regulation of protein kinase B signaling (GO:0051897)	8/161	7.027308647508067e-09	1.4598006318354653e-06	PDGFRB;IRS1;ERBB4;HGF;FGF19;ESR1;FGFR3;FGF3
0	Reactome_Pathways_2024	Intracellular Signaling by Second Messengers	10/321	7.036742060511018e-09	4.558245134753248e-07	PDGFRB;IRS1;ERBB4;HGF;FGF19;TP53;ESR1;FGFR3;FGF3;MTOR
0	GO_Biological_Process_2021	positive regulation of phosphatidylinositol 3-kinase activity (GO:0043552)	5/28	8.286474731327144e-09	1.4598006318354653e-06	PDGFRB;FLT1;IRS1;PRKD1;FGFR3
0	GO_Molecular_Function_2021	transmembrane receptor protein kinase activity (GO:0019199)	6/60	9.144119541872572e-09	6.492324874729525e-07	PDGFRB;FLT1;ERBB4;FLT4;EPHB1;FGFR3
0	GO_Molecular_Function_2021	transmembrane receptor protein tyrosine kinase activity (GO:0004714)	6/60	9.144119541872572e-09	6.492324874729525e-07	PDGFRB;FLT1;ERBB4;FLT4;EPHB1;FGFR3
0	GO_Biological_Process_2021	positive regulation of lipid kinase activity (GO:0090218)	5/30	1.1969452107778436e-08	1.807387268274544e-06	PDGFRB;FLT1;IRS1;PRKD1;FGFR3
0	GO_Biological_Process_2021	positive regulation of phosphorylation (GO:0042327)	9/253	1.3773398680836834e-08	1.8198103007055668e-06	PDGFRB;FLT1;ERBB4;FLT4;HGF;FGF19;EPHB1;FGFR3;FGF3
0	GO_Biological_Process_2021	regulation of phosphatidylinositol 3-kinase activity (GO:0043551)	5/35	2.7006778433027165e-08	3.171796089301079e-06	PDGFRB;FLT1;IRS1;PRKD1;FGFR3
0	KEGG_2021_Human	Melanoma	6/72	2.788365460425545e-08	7.695888670774503e-07	RB1;PDGFRB;HGF;FGF19;TP53;FGF3
0	Reactome_Pathways_2024	Cellular Responses to Stimuli	14/887	2.8721156548141483e-08	1.6744434267566482e-06	RB1;AMER1;MAP2K4;DIS3;FLT4;IDH1;BRCA1;ESR1;MTOR;XPO1;NCOR1;PGR;TP53;ATR
0	Reactome_Pathways_2024	G2 M DNA Damage Checkpoint	6/77	4.1907291034418154e-08	2.221086424824162e-06	BABAM1;MDC1;FAM175A;BRCA1;TP53;ATR
0	GO_Biological_Process_2021	regulation of protein kinase B signaling (GO:0051896)	8/207	4.998671849298613e-08	5.283596144708634e-06	PDGFRB;IRS1;ERBB4;HGF;FGF19;ESR1;FGFR3;FGF3
0	KEGG_2021_Human	Rap1 signaling pathway	8/210	5.5873195281346096e-08	1.28508349147096e-06	PDGFRB;FLT1;FLT4;HGF;FGF19;PRKD1;FGFR3;FGF3
0	Reactome_Pathways_2024	Cellular Responses to Stress	13/787	5.8598584632843356e-08	2.846914570078973e-06	RB1;AMER1;MAP2K4;DIS3;IDH1;BRCA1;ESR1;MTOR;XPO1;NCOR1;PGR;TP53;ATR
0	GO_Biological_Process_2021	enzyme linked receptor protein signaling pathway (GO:0007167)	7/140	6.340002932557789e-08	6.092166454285075e-06	PDGFRB;PTPRD;FLT1;ERBB4;FLT4;EPHB1;FGFR3
0	Reactome_Pathways_2024	MAPK Family Signaling Cascades	9/314	8.812521354822657e-08	3.95207688450893e-06	PDGFRB;XPO1;IRS1;ERBB4;HGF;FGF19;NF1;FGFR3;FGF3
0	Reactome_Pathways_2024	DNA Double-Strand Break Repair	7/152	1.115167027051141e-07	4.6438741197915366e-06	BABAM1;MDC1;SLX4;FAM175A;BRCA1;TP53;ATR
0	KEGG_2021_Human	Ras signaling pathway	8/232	1.2039670170233845e-07	2.3735349764175293e-06	PDGFRB;FLT1;FLT4;HGF;FGF19;NF1;FGFR3;FGF3
0	KEGG_2021_Human	Calcium signaling pathway	8/240	1.5613787875204365e-07	2.693378408472753e-06	PDGFRB;FLT1;ERBB4;FLT4;HGF;FGF19;FGFR3;FGF3
0	Reactome_Pathways_2024	Cell Cycle Checkpoints	8/261	2.9618907035465145e-07	1.151188186778412e-05	BABAM1;MDC1;XPO1;NUF2;FAM175A;BRCA1;TP53;ATR
0	GO_Biological_Process_2021	peptidyl-tyrosine modification (GO:0018212)	5/56	3.052441541560345e-07	2.6886922578577373e-05	PDGFRB;FLT1;ERBB4;FLT4;FGFR3
0	GO_Molecular_Function_2021	protein tyrosine kinase activity (GO:0004713)	6/108	3.185811912251017e-07	1.5079509717988148e-05	PDGFRB;FLT1;ERBB4;FLT4;EPHB1;FGFR3
0	Reactome_Pathways_2024	RAF MAP Kinase Cascade	8/265	3.324974686768335e-07	1.211537651491212e-05	PDGFRB;IRS1;ERBB4;HGF;FGF19;NF1;FGFR3;FGF3
0	Reactome_Pathways_2024	Deubiquitination	8/268	3.6217430827798507e-07	1.2420448336827371e-05	BABAM1;CYLD;FAM175A;TNFAIP3;BRCA1;TP53;ESR1;PARK2
0	GO_Biological_Process_2021	positive regulation of phospholipase activity (GO:0010518)	4/24	3.836804823671186e-07	3.0927368404470325e-05	PDGFRB;FLT1;ESR1;FGFR3
0	Reactome_Pathways_2024	MAPK1 MAPK3 Signaling	8/271	3.940938900222621e-07	1.2764263215721044e-05	PDGFRB;IRS1;ERBB4;HGF;FGF19;NF1;FGFR3;FGF3
0	GO_Biological_Process_2021	protein phosphorylation (GO:0006468)	10/496	4.125698569202185e-07	3.0927368404470325e-05	PDGFRB;FLT1;MAP3K1;ERBB4;FLT4;PRKD1;EPHB1;FGFR3;MTOR;ATR
0	Reactome_Pathways_2024	Recruitment and ATM-med Phosphorylation of Repair and Signaling Proteins at DNA Double Strand Breaks	5/60	4.3310036379229e-07	1.3289342741626583e-05	BABAM1;MDC1;FAM175A;BRCA1;TP53
0	GO_Biological_Process_2021	positive regulation of kinase activity (GO:0033674)	6/114	4.3889359135956e-07	3.0927368404470325e-05	PDGFRB;FLT1;ERBB4;FLT4;EPHB1;FGFR3
0	Reactome_Pathways_2024	DNA Double Strand Break Response	5/61	4.708667672921151e-07	1.3504175314749529e-05	BABAM1;MDC1;FAM175A;BRCA1;TP53
0	Reactome_Pathways_2024	HDR Through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	6/116	4.864282703426073e-07	1.3504175314749529e-05	BABAM1;MDC1;SLX4;FAM175A;BRCA1;ATR
0	Reactome_Pathways_2024	TP53 Regulates Transcription of DNA Repair Genes	5/62	5.111902446757745e-07	1.3546541483908024e-05	MDC1;ERCC3;BRCA1;TP53;ATR
