Cluster_ID	Gene_set	Term	Overlap	P-value	Adjusted P-value	Genes
0	KEGG_2021_Human	Pathways in cancer	19/531	4.3299004551866205e-16	6.62474769643553e-14	ALK;PDGFRA;FH;FLT3;ARAF;IGF2;CBL;MLH1;TGFBR1;FGF4;RUNX1;SMO;MSH3;PLCG2;EP300;FGFR4;IL7R;JAK3;MET
0	GO_Biological_Process_2021	regulation of kinase activity (GO:0043549)	11/94	3.142892038116031e-15	3.724327065167496e-12	ALK;EPHA5;PDGFRA;NTRK2;RAD50;FLT3;NBN;TEK;FGFR4;ROS1;MET
0	GO_Biological_Process_2021	positive regulation of transferase activity (GO:0051347)	12/148	1.4239654955402216e-14	5.929790354880872e-12	ALK;EPHA5;PDGFRA;NTRK2;RAD50;FLT3;IGF2;NBN;TEK;FGFR4;ROS1;MET
0	GO_Biological_Process_2021	positive regulation of phosphorylation (GO:0042327)	14/253	1.5012127480711072e-14	5.929790354880872e-12	ALK;EPHA5;PDGFRA;NTRK2;FLT3;IGF2;FGF4;RAD50;NBN;SOX9;TEK;FGFR4;ROS1;MET
0	GO_Molecular_Function_2021	protein tyrosine kinase activity (GO:0004713)	11/108	1.5226516292035866e-14	2.4666956393098105e-12	ALK;EPHA5;PDGFRA;NTRK2;FLT3;BTK;TEK;FGFR4;JAK3;ROS1;MET
0	GO_Biological_Process_2021	positive regulation of kinase activity (GO:0033674)	11/114	2.8026720457005776e-14	8.302915935387959e-12	ALK;EPHA5;PDGFRA;NTRK2;RAD50;FLT3;NBN;TEK;FGFR4;ROS1;MET
0	GO_Molecular_Function_2021	transmembrane receptor protein kinase activity (GO:0019199)	9/60	1.1751703944468132e-13	6.345920130012791e-12	ALK;EPHA5;PDGFRA;NTRK2;FLT3;TEK;FGFR4;ROS1;MET
0	GO_Molecular_Function_2021	transmembrane receptor protein tyrosine kinase activity (GO:0004714)	9/60	1.1751703944468132e-13	6.345920130012791e-12	ALK;EPHA5;PDGFRA;NTRK2;FLT3;TEK;FGFR4;ROS1;MET
0	GO_Biological_Process_2021	enzyme linked receptor protein signaling pathway (GO:0007167)	11/140	2.788116574360825e-13	6.021551759283541e-11	ALK;PTPRT;EPHA5;PDGFRA;NTRK2;FLT3;TEK;FGFR4;JAK3;ROS1;MET
0	GO_Biological_Process_2021	regulation of cell population proliferation (GO:0042127)	19/764	3.0488869667258443e-13	6.021551759283541e-11	ALK;PDGFRA;NTRK2;FLT3;IGF2;TSC1;CTCF;GATA3;INHBA;TGFBR1;TSHR;FGF4;RUNX1;BCL6;SOX9;ARID2;FGFR4;IL7R;SH2B3
0	Reactome_Pathways_2024	Signal Transduction	30/2613	3.2393278535663097e-12	1.8496562043863626e-09	ALK;FOXA1;FLT3;ARAF;PRDM1;GATA3;CBL;FGF4;PREX2;RPTOR;PLCG2;EP300;SOX9;JAK3;SH2B3;SPEN;PDGFRA;NTRK2;IGF2;TSC1;INHBA;TGFBR1;TSHR;RUNX1;MYCN;SMO;BTK;TEK;FGFR4;MET
0	GO_Biological_Process_2021	regulation of protein kinase B signaling (GO:0051896)	11/207	2.026938771206388e-11	3.431317776970814e-09	PDGFRA;NTRK2;FLT3;IGF2;GATA3;TEK;FGFR4;MET;SH2B3;TGFBR1;FGF4
0	GO_Biological_Process_2021	positive regulation of intracellular signal transduction (GO:1902533)	15/546	3.8004728328289335e-11	5.629450383627858e-09	PDGFRA;NTRK2;FLT3;IGF2;GATA3;CBL;TGFBR1;FGF4;RPTOR;PLCG2;EP300;SOX9;TEK;FGFR4;MET
0	GO_Biological_Process_2021	neuron differentiation (GO:0030182)	10/174	8.328220403776717e-11	1.096549019830601e-08	ALK;FOXA1;EPHA5;NTRK2;ERCC2;INHBA;MET;TGFBR1;PHOX2B;RUNX1
0	GO_Biological_Process_2021	transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	13/404	1.3421209783423748e-10	1.5904133593357142e-08	ALK;PTPRT;EPHA5;PDGFRA;NTRK2;FLT3;IGF2;CBL;FGF4;TEK;FGFR4;ROS1;MET
0	Reactome_Pathways_2024	Diseases of DNA Repair	7/51	1.4079395234113758e-10	4.0196673393394775e-08	BARD1;BRIP1;RAD50;MSH3;XRCC2;NBN;MLH1
0	Reactome_Pathways_2024	Signaling by Receptor Tyrosine Kinases	14/536	3.6613791839716125e-10	6.968825046825972e-08	ALK;PDGFRA;NTRK2;FLT3;IGF2;PRDM1;CBL;FGF4;MYCN;EP300;FGFR4;JAK3;MET;SH2B3
0	KEGG_2021_Human	PI3K-Akt signaling pathway	12/354	4.164914503711474e-10	3.1861595953392774e-08	RPTOR;PDGFRA;NTRK2;FLT3;IGF2;TSC1;TEK;FGFR4;IL7R;JAK3;MET;FGF4
0	Reactome_Pathways_2024	Transcriptional Regulation by TP53	12/362	5.373597238166489e-10	7.670810057482662e-08	RPTOR;BARD1;BRIP1;RAD50;BCL6;ERCC2;EP300;TSC1;PRDM1;NBN;CDK12;MLH1
0	GO_Biological_Process_2021	positive regulation of protein phosphorylation (GO:0001934)	12/371	7.105934645517382e-10	7.655029595398272e-08	RPTOR;NTRK2;RAD50;ARAF;PLCG2;IGF2;NBN;SOX9;INHBA;TEK;TGFBR1;FGF4
0	KEGG_2021_Human	MAPK signaling pathway	11/294	8.596529796771035e-10	4.384230196353229e-08	PDGFRA;NTRK2;MAP3K1;FLT3;ARAF;IGF2;TEK;FGFR4;MET;TGFBR1;FGF4
0	GO_Biological_Process_2021	positive regulation of protein kinase B signaling (GO:0051897)	9/161	1.009630802800906e-09	9.970104177658948e-08	PDGFRA;FLT3;IGF2;GATA3;TEK;FGFR4;MET;TGFBR1;FGF4
0	KEGG_2021_Human	Ras signaling pathway	10/232	1.3883220597292143e-09	5.310331878464246e-08	PDGFRA;NTRK2;GRIN2A;FLT3;PLCG2;IGF2;TEK;FGFR4;MET;FGF4
0	Reactome_Pathways_2024	Disease	24/2131	2.125385442602471e-09	2.427190175452022e-07	ALK;BARD1;PDGFRA;NTRK2;FLT3;XRCC2;ARAF;HLA-A;CBL;MLH1;TGFBR1;FGF4;RUNX1;BRIP1;RAD50;MSH3;ERCC2;BTK;PLCG2;EP300;NBN;FGFR4;JAK3;MET
0	Reactome_Pathways_2024	Impaired BRCA2 Binding to PALB2	5/24	7.64789303733328e-09	4.951295289897846e-07	BARD1;BRIP1;RAD50;XRCC2;NBN
0	GO_Biological_Process_2021	regulation of gene expression (GO:0010468)	17/1079	7.91078971391233e-09	7.210989085373933e-07	NTRK2;IGF2;CTCF;PRDM1;GATA3;INHBA;TGFBR1;PHOX2B;FGF4;RUNX1;MYCN;SMO;BCL6;PLCG2;EP300;SOX9;FGFR4
0	Reactome_Pathways_2024	Generic Transcription Pathway	18/1230	8.112676152035979e-09	4.951295289897846e-07	BARD1;TSC1;PRDM1;GATA3;MLH1;RUNX1;RPTOR;BRIP1;GRIN2A;RAD50;BCL6;ERCC2;EP300;NBN;SOX9;CDK12;ARID2;MET
0	Reactome_Pathways_2024	Defective HDR Through Homologous Recombination Repair Due to PALB2 Loss of BRCA1 Binding Function	5/25	9.538397230976584e-09	4.951295289897846e-07	BARD1;BRIP1;RAD50;XRCC2;NBN
0	Reactome_Pathways_2024	Defective HDR Through Homologous Recomb Repair Due to PALB2 Loss of BRCA2 RAD51 RAD51C Binding Fnc	5/25	9.538397230976584e-09	4.951295289897846e-07	BARD1;BRIP1;RAD50;XRCC2;NBN
0	Reactome_Pathways_2024	Defective Homologous Recombination Repair (HRR) Due to BRCA1 Loss of Function	5/25	9.538397230976584e-09	4.951295289897846e-07	BARD1;BRIP1;RAD50;XRCC2;NBN
0	Reactome_Pathways_2024	Defective Homologous Recombination Repair (HRR) Due to PALB2 Loss of Function	5/25	9.538397230976584e-09	4.951295289897846e-07	BARD1;BRIP1;RAD50;XRCC2;NBN
0	Reactome_Pathways_2024	Resolution of D-loop Structures Through Synthesis-Dependent Strand Annealing (SDSA)	5/27	1.4428378023002257e-08	6.865503209278574e-07	BARD1;BRIP1;RAD50;XRCC2;NBN
0	GO_Biological_Process_2021	peptidyl-tyrosine modification (GO:0018212)	6/56	1.4697686092322107e-08	1.2440541442429784e-06	PDGFRA;FLT3;BTK;TEK;FGFR4;JAK3
0	GO_Biological_Process_2021	protein phosphorylation (GO:0006468)	12/496	1.841519131603132e-08	1.454800113966474e-06	ALK;PDGFRA;NTRK2;MAP3K1;FLT3;BTK;CDK12;TEK;FGFR4;JAK3;ROS1;TGFBR1
0	Reactome_Pathways_2024	Signaling by ALK	5/30	2.5297975736561178e-08	1.11116493427511e-06	ALK;MYCN;EP300;PRDM1;JAK3
0	Reactome_Pathways_2024	RNA Polymerase II Transcription	18/1360	3.8358598221336774e-08	1.5644828274559494e-06	BARD1;TSC1;PRDM1;GATA3;MLH1;RUNX1;RPTOR;BRIP1;GRIN2A;RAD50;BCL6;ERCC2;EP300;NBN;SOX9;CDK12;ARID2;MET
0	GO_Biological_Process_2021	regulation of intracellular signal transduction (GO:1902531)	11/437	5.207772396070202e-08	3.6725217436952745e-06	BARD1;NTRK2;BRIP1;RAD50;ARAF;PLCG2;EP300;PRDM1;NBN;TEK;ROS1
0	GO_Biological_Process_2021	peptidyl-tyrosine phosphorylation (GO:0018108)	6/69	5.2685965943307736e-08	3.6725217436952745e-06	PDGFRA;FLT3;BTK;TEK;FGFR4;JAK3
0	Reactome_Pathways_2024	Resolution of D-loop Structures Through Holliday Junction Intermediates	5/35	5.6984930692451136e-08	2.16922636169264e-06	BARD1;BRIP1;RAD50;XRCC2;NBN
0	Reactome_Pathways_2024	Resolution of D-Loop Structures	5/36	6.602736676128665e-08	2.3563516512934174e-06	BARD1;BRIP1;RAD50;XRCC2;NBN
0	Reactome_Pathways_2024	Diseases of Signal Transduction by Growth Factor Receptors and Second Messengers	11/451	7.168916222382318e-08	2.407912448811943e-06	ALK;PDGFRA;NTRK2;FLT3;ARAF;EP300;CBL;FGFR4;MET;TGFBR1;FGF4
0	Reactome_Pathways_2024	Gene Expression (Transcription)	19/1615	9.387869569976816e-08	2.978040846920423e-06	BARD1;TSC1;PRDM1;GATA3;MLH1;RUNX1;RPTOR;BRIP1;GRIN2A;RAD50;BCL6;ERCC2;EP300;DROSHA;NBN;SOX9;CDK12;ARID2;MET
0	GO_Biological_Process_2021	positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068)	6/77	1.0232489694476492e-07	6.7363890488636895e-06	PDGFRA;NTRK2;FLT3;SOX9;TEK;CBL
0	Reactome_Pathways_2024	Presynaptic Phase of Homologous DNA Pairing and Strand Exchange	5/40	1.1421298065833376e-07	3.4324006292583463e-06	BARD1;BRIP1;RAD50;XRCC2;NBN
0	KEGG_2021_Human	Homologous recombination	5/41	1.2978362804993558e-07	3.971379018328028e-06	BARD1;BRIP1;RAD50;XRCC2;NBN
0	Reactome_Pathways_2024	Defective Homologous Recombination Repair (HRR) Due to BRCA2 Loss of Function	5/41	1.2978362804993558e-07	3.5288786484053902e-06	BARD1;BRIP1;RAD50;XRCC2;NBN
0	Reactome_Pathways_2024	Diseases of DNA Double-Strand Break Repair	5/41	1.2978362804993558e-07	3.5288786484053902e-06	BARD1;BRIP1;RAD50;XRCC2;NBN
0	GO_Biological_Process_2021	positive regulation of gene expression (GO:0010628)	11/482	1.4009514489782396e-07	8.737512984416916e-06	NTRK2;MYCN;SMO;PLCG2;EP300;CTCF;SOX9;INHBA;FGFR4;TGFBR1;FGF4
0	Reactome_Pathways_2024	Constitutive Signaling by Aberrant PI3K in Cancer	6/83	1.606922596197174e-07	4.120090644737904e-06	PDGFRA;NTRK2;FLT3;FGFR4;MET;FGF4
0	GO_Biological_Process_2021	positive regulation of macromolecule metabolic process (GO:0010604)	10/384	1.646780985977257e-07	9.757177341915248e-06	NTRK2;MYCN;SMO;PLCG2;CTCF;SOX9;INHBA;FGFR4;TGFBR1;FGF4
0	Reactome_Pathways_2024	Homologous DNA Pairing and Strand Exchange	5/43	1.659581170384795e-07	4.120090644737904e-06	BARD1;BRIP1;RAD50;XRCC2;NBN
0	GO_Biological_Process_2021	regulation of cell cycle (GO:0051726)	9/296	1.9823308238201202e-07	1.1186009648699248e-05	BARD1;EP300;TSC1;NBN;SOX9;GATA3;INHBA;TGFBR1;PHOX2B
0	GO_Biological_Process_2021	MAPK cascade (GO:0000165)	9/303	2.414828459783743e-07	1.3007144203835163e-05	PDGFRA;FLT3;ARAF;SOX9;TEK;FGFR4;JAK3;MET;FGF4
0	GO_Biological_Process_2021	protein autophosphorylation (GO:0046777)	7/159	4.23917762108882e-07	2.1840980352131527e-05	ALK;PDGFRA;NTRK2;FLT3;CDK12;TEK;FGFR4
0	GO_Molecular_Function_2021	DNA binding (GO:0003677)	13/811	5.234191143430707e-07	2.119847413089436e-05	FOXA1;CTCF;GATA3;MLH1;BRIP1;RAD50;MYCN;BCL6;MSH3;ERCC2;EP300;NBN;SOX9
0	GO_Biological_Process_2021	regulation of phosphatidylinositol 3-kinase signaling (GO:0014066)	6/106	6.892723817948278e-07	3.403282385111962e-05	PDGFRA;NTRK2;FLT3;SOX9;TEK;CBL
0	Reactome_Pathways_2024	PI3K AKT Signaling in Cancer	6/110	8.575851161825043e-07	2.040337922250875e-05	PDGFRA;NTRK2;FLT3;FGFR4;MET;FGF4
0	Reactome_Pathways_2024	PI5P, PP2A and IER3 Regulate PI3K AKT Signaling	6/111	9.045318384536044e-07	2.0659507190280327e-05	PDGFRA;NTRK2;FLT3;FGFR4;MET;FGF4
0	Reactome_Pathways_2024	RAF MAP Kinase Cascade	8/265	1.0566834763659534e-06	2.320639480788305e-05	PDGFRA;FLT3;ARAF;TEK;FGFR4;JAK3;MET;FGF4
0	GO_Biological_Process_2021	positive regulation of cell population proliferation (GO:0008284)	10/474	1.1292517850574011e-06	5.3526534611720814e-05	PDGFRA;NTRK2;FLT3;IGF2;SOX9;FGFR4;IL7R;TGFBR1;TSHR;FGF4
0	Reactome_Pathways_2024	MAPK1 MAPK3 Signaling	8/271	1.2497706524910182e-06	2.6420683448552453e-05	PDGFRA;FLT3;ARAF;TEK;FGFR4;JAK3;MET;FGF4
0	Reactome_Pathways_2024	Negative Regulation of the PI3K AKT Network	6/118	1.295585177862467e-06	2.6420683448552453e-05	PDGFRA;NTRK2;FLT3;FGFR4;MET;FGF4
0	GO_Biological_Process_2021	positive regulation of MAPK cascade (GO:0043410)	8/274	1.357101052181032e-06	6.185249026286628e-05	PDGFRA;NTRK2;FLT3;PLCG2;IGF2;TEK;FGFR4;FGF4
0	Reactome_Pathways_2024	PIP3 Activates AKT Signaling	8/281	1.638537719847587e-06	3.226224269079214e-05	PREX2;RPTOR;PDGFRA;NTRK2;FLT3;FGFR4;MET;FGF4
0	GO_Biological_Process_2021	positive regulation of cellular process (GO:0048522)	11/625	1.81990679014848e-06	7.987368690096106e-05	RPTOR;PDGFRA;NTRK2;FLT3;IGF2;SOX9;FGFR4;IL7R;TGFBR1;TSHR;FGF4
0	Reactome_Pathways_2024	HDR Through Homologous Recombination (HRR)	5/69	1.8275295125741244e-06	3.4783978389327504e-05	BARD1;BRIP1;RAD50;XRCC2;NBN
0	KEGG_2021_Human	Non-small cell lung cancer	5/72	2.2599101448067986e-06	5.093359774546618e-05	ALK;ARAF;PLCG2;JAK3;MET
0	KEGG_2021_Human	Proteoglycans in cancer	7/205	2.330295321687995e-06	5.093359774546618e-05	SMO;ARAF;PLCG2;IGF2;DROSHA;CBL;MET
0	GO_Biological_Process_2021	DNA repair (GO:0006281)	8/298	2.5364196328917974e-06	0.00010734490232059928	BARD1;BRIP1;RAD50;MSH3;XRCC2;ERCC2;NBN;MLH1
0	Reactome_Pathways_2024	Impaired BRCA2 Binding to RAD51	4/35	3.339524012294417e-06	6.151187777484233e-05	BARD1;BRIP1;RAD50;NBN
