Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	positive regulation of phosphorylation (GO:0042327)	8/253	3.933544853519867e-11	1.0678985687935823e-08	0	0	58.58552875695733	1403.64453231548	NTRK1;RET;PAK1;AKT2;ROS1;FGF3;FGFR1;DDR2
GO_Biological_Process_2021	regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239)	5/28	4.229301262548842e-11	1.0678985687935823e-08	0	0	309.90683229813664	7402.558320278692	RET;TERT;BCL2;FGFR1;MCL1
KEGG_2021_Human	Pathways in cancer	9/531	4.467308611696887e-10	5.494789592387171e-08	0	0	33.55	722.3001241386931	NTRK1;RET;CEBPA;TERT;AKT2;ARAF;BCL2;FGF3;FGFR1
GO_Biological_Process_2021	transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	8/404	1.6094558104097575e-09	2.709250614189759e-07	0	0	35.96877869605142	728.2731606733497	NTRK1;RET;PAK1;AKT2;ROS1;FGF3;FGFR1;DDR2
GO_Biological_Process_2021	positive regulation of intracellular signal transduction (GO:1902533)	8/546	1.6997203532149735e-08	2.145896945933904e-06	0	0	26.28320378506252	470.2122192890615	NTRK1;RET;AKT2;BCL2;FGF3;MALT1;CARD11;FGFR1
GO_Biological_Process_2021	regulation of kinase activity (GO:0043549)	5/94	2.2730282844248045e-08	2.2957585672690527e-06	0	0	79.82343499197432	1404.8579526184571	NTRK1;RET;ROS1;FGFR1;DDR2
GO_Biological_Process_2021	positive regulation of kinase activity (GO:0033674)	5/114	6.008465596989546e-08	5.057125210799536e-06	0	0	65.11140235910878	1082.6405808499808	NTRK1;RET;ROS1;FGFR1;DDR2
GO_Biological_Process_2021	positive regulation of cell population proliferation (GO:0008284)	7/474	1.581959406982149e-07	1.0610233537569928e-05	0	0	24.375089221984297	381.7000385459024	PAK1;TERT;AKT2;BCL2;FGF3;FGFR1;DDR2
GO_Biological_Process_2021	enzyme linked receptor protein signaling pathway (GO:0007167)	5/140	1.6808290752586025e-07	1.0610233537569928e-05	0	0	52.5026455026455	818.9787119990987	NTRK1;RET;ROS1;FGFR1;DDR2
GO_Biological_Process_2021	protein phosphorylation (GO:0006468)	7/496	2.1521638215815478e-07	1.1198569918028423e-05	0	0	23.25221540558964	356.9592189250847	NTRK1;RET;PAK1;AKT2;ROS1;FGFR1;DDR2
KEGG_2021_Human	MAPK signaling pathway	6/294	2.214711041515532e-07	9.402094485587247e-06	0	0	31.559294871794872	483.5822456666988	NTRK1;PAK1;AKT2;ARAF;FGF3;FGFR1
GO_Biological_Process_2021	positive regulation of transferase activity (GO:0051347)	5/148	2.217538597629391e-07	1.1198569918028423e-05	0	0	49.54545454545455	759.1204824039211	NTRK1;RET;ROS1;FGFR1;DDR2
KEGG_2021_Human	Gastric cancer	5/149	2.2931937769724995e-07	9.402094485587247e-06	0	0	49.19890873015873	752.1603035185988	TERT;AKT2;ARAF;BCL2;FGF3
GO_Biological_Process_2021	regulation of MAPK cascade (GO:0043408)	5/166	3.92437265469422e-07	1.8016438096550738e-05	0	0	43.96628216503993	648.5417543649637	NTRK1;RET;PAK1;ROS1;FGFR1
KEGG_2021_Human	Central carbon metabolism in cancer	4/70	5.124661486521813e-07	1.3493904844819009e-05	0	0	80.46464646464646	1165.452448243453	NTRK1;RET;AKT2;FGFR1
KEGG_2021_Human	Melanoma	4/72	5.743161133042054e-07	1.3493904844819009e-05	0	0	78.09019607843138	1122.162823422066	AKT2;ARAF;FGF3;FGFR1
KEGG_2021_Human	PI3K-Akt signaling pathway	6/354	6.582392607228785e-07	1.3493904844819009e-05	0	0	26.03846153846154	370.6235810916661	NTRK1;AKT2;BCL2;FGF3;FGFR1;MCL1
