Cluster_ID	Gene
0	AMER1
0	AR
0	AXIN2
0	B2M
0	BRCA1
0	BRD4
0	CDKN2A
0	DNMT3A
0	EPHA3
0	EZH1
0	FLT4
0	FOXP1
0	HGF
0	IRS1
0	KDM6A
0	KMT2B
0	KMT2C
0	MDC1
0	MED12
0	MLL
0	MRE11A
0	NOTCH2
0	NSD1
0	NTRK3
0	PAK7
0	PARK2
0	PIK3CG
0	PRKD1
0	PTPRD
0	RB1
0	SF3B1
0	TET1
0	TET2
0	TP53
0	TP63
0	TSHR
0	ZFHX3
1	ALK
1	ARID2
1	ASXL2
1	ATM
1	BCOR
1	BRIP1
1	BTK
1	CDK12
1	CHEK2
1	CIC
1	CSF1R
1	EP300
1	EPHA5
1	EPHA7
1	EPHB1
1	ERCC5
1	FLT3
1	GRIN2A
1	IL7R
1	JAK3
1	KIT
1	MET
1	NCOR1
1	NOTCH1
1	NTRK1
1	NTRK2
1	RBM10
1	ROS1
1	SMAD3
1	SMAD4
1	TSC1
1	WT1
2	ARID1A
2	ASXL1
2	AXIN1
2	BRCA2
2	CUL3
2	DNMT3B
2	FUBP1
2	IKZF1
2	INPP4B
2	KDR
2	MALT1
2	MGA
2	NF1
2	NF2
2	NOTCH3
2	PAK1
2	PARP1
2	POLE
2	RECQL4
2	RICTOR
2	SOX17
2	TCF3
2	TRAF7
2	U2AF1
2	XPO1
3	ARID1B
3	ATR
3	ATRX
3	BRAF
3	CSDE1
3	DOT1L
3	FGFR4
3	FLT1
3	GATA1
3	GLI1
3	JAK2
3	KMT2A
3	KMT2D
3	LATS2
3	MAP3K1
3	MYCN
3	NFE2L2
3	PIK3CA
3	PTPRT
3	RASA1
3	SETD2
3	SLX4
3	TBX3
4	APC
4	CD79B
4	CREBBP
4	DICER1
4	FGFR2
4	IGF1R
4	KDM5A
4	KEAP1
4	MYOD1
4	PDCD1
4	PDGFRB
4	PIK3R2
4	PPARG
4	PRDM14
4	REL
4	RET
4	SCG5
4	SMARCA4
4	STAG2
4	STK11
4	TGFBR1
4	TSC2
5	CARD11
5	DIS3
5	EPAS1
5	ERBB4
5	FBXW7
5	FGF3
5	FGFR3
5	FOXA1
5	IRS2
5	KDM5C
5	MTOR
5	NOTCH4
5	PGR
5	PIK3C2G
5	PMS1
5	POLD1
5	PTEN
5	RAD50
5	TERT
6	CBL
6	DDR2
6	DROSHA
6	EGFR
6	FAT1
6	FOXO1
6	GATA3
6	INHBA
6	INPPL1
6	NEGR1
6	PDGFRA
6	PIK3C3
6	PLCG2
6	PPM1D
6	PREX2
6	RPTOR
7	PLK2
7	PPP2R1A
