Cluster_ID	N_Nodes	N_Edges	N_Components	Density	Avg_Degree	Avg_Clustering	Transitivity	Diameter_LCC	Avg_Edge_Weight
0	12	20	1	0.303	3.33	0.101	0.384	2	16.15
1	7	13	1	0.619	3.71	0.086	0.615	2	28.38
