Cluster_ID	Gene_set	Term	Overlap	P-value	Adjusted P-value	Genes
0	GO_Cellular_Component_2021	nucleus (GO:0005634)	30/4484	2.2169102861140635e-07	1.330146171668438e-05	MDC1;SETD2;INPPL1;GATA2;PPM1D;DNAJB1;TP53BP1;JAK2;IKBKE;BRD4;SMAD2;CREBBP;ZFHX3;FBXW7;DNMT3A;TET2;FANCA;MITF;PTPN11;ARID1A;MLH1;MTOR;FOXP1;RYBP;STAG2;MYOD1;ALB;ERCC5;NF2;BAP1
0	Reactome_Pathways_2024	SUMO E3 Ligases SUMOylate Target Proteins	7/170	4.0770741626193497e-07	0.000104845036546891	MDC1;CREBBP;STAG2;DNMT3A;MITF;TP53BP1;IKBKE
0	Reactome_Pathways_2024	SUMOylation	7/176	5.154466786356773e-07	0.000104845036546891	MDC1;CREBBP;STAG2;DNMT3A;MITF;TP53BP1;IKBKE
0	Reactome_Pathways_2024	Generic Transcription Pathway	15/1230	7.220144841861279e-07	0.000104845036546891	SMAD2;MDC1;NOTCH3;CREBBP;ZFHX3;MGA;PTPN11;ARID1A;GATA2;PPM1D;MLH1;MTOR;RYBP;SESN2;ARID2
0	Reactome_Pathways_2024	Gene Expression (Transcription)	17/1615	8.541347172862811e-07	0.000104845036546891	SMAD2;MDC1;NOTCH3;CREBBP;ZFHX3;MGA;DNMT3A;TET2;PTPN11;ARID1A;GATA2;PPM1D;MLH1;MTOR;RYBP;SESN2;ARID2
0	GO_Biological_Process_2021	DNA repair (GO:0006281)	8/298	1.466416227243418e-06	0.0012567187067476	MDC1;SETD2;SLX4;FANCA;ERCC5;TP53BP1;MLH1;BAP1
0	KEGG_2021_Human	Pathways in cancer	10/531	1.59876354081685e-06	0.0002062404967653737	ALK;EML4;SMAD2;NOTCH3;CREBBP;CSF3R;MITF;JAK2;MLH1;MTOR
0	Reactome_Pathways_2024	DNA Repair	8/312	2.0646377610343613e-06	0.00020274742813357428	MDC1;SLX4;FANCA;ERCC5;TP53BP1;MLH1;PALB2;BAP1
0	Reactome_Pathways_2024	RNA Polymerase II Transcription	15/1360	2.541876258155377e-06	0.00020801020712571505	SMAD2;MDC1;NOTCH3;CREBBP;ZFHX3;MGA;PTPN11;ARID1A;GATA2;PPM1D;MLH1;MTOR;RYBP;SESN2;ARID2
0	Reactome_Pathways_2024	Diseases of Signal Transduction by Growth Factor Receptors and Second Messengers	9/451	3.5280654507116622e-06	0.000247468590899918	ALK;EML4;SMAD2;SPRED1;CREBBP;FBXW7;PTPN11;JAK2;MTOR
0	KEGG_2021_Human	PD-L1 expression and PD-1 checkpoint pathway in cancer	5/89	4.547002343254009e-06	0.00029328165113988355	ALK;EML4;PTPN11;JAK2;MTOR
0	GO_Biological_Process_2021	double-strand break repair (GO:0006302)	6/164	5.767250517746814e-06	0.0024712668468545	MDC1;SLX4;ERCC5;TP53BP1;PALB2;BAP1
0	GO_Cellular_Component_2021	intracellular membrane-bounded organelle (GO:0043231)	30/5192	6.046585198376808e-06	0.00018139755595130425	MDC1;SETD2;INPPL1;GATA2;PPM1D;DNAJB1;TP53BP1;JAK2;IKBKE;BRD4;SMAD2;CREBBP;ZFHX3;FBXW7;DNMT3A;TET2;FANCA;MITF;PTPN11;ARID1A;MLH1;MTOR;FOXP1;RYBP;STAG2;MYOD1;ALB;ERCC5;NF2;BAP1
0	Reactome_Pathways_2024	RMTs Methylate Histone Arginines	4/48	9.10170926939234e-06	0.0005586174064089549	DNMT3A;ARID2;JAK2;ARID1A
0	GO_Molecular_Function_2021	protein tyrosine kinase activity (GO:0004713)	5/108	1.1737428440349472e-05	0.0010313269165893	ALK;EPHA7;MST1R;JAK2;EPHA3
